keyword,valence_value
好听,0.33333333333333337
大哭,0.7099148741313376
周柏豪,0.4696297684404187
首歌,0.8014637224121713
温馨,0.8461538461538461
掌声,0.4285714285714284
粤语歌,0.7059080277634128
得不到,0.3689479060265576
得到,0.5262849574652333
女声,0.6666666666666666
听懂,0.5863316891101366
清静,0.6470588235294115
喜欢,0.6980431848852898
郑秀文,0.9915891270536908
容祖儿,0.7297541198012036
简直,0.18780487804878032
分秒,0.5
广东,0.5
半粒,0.5
陈奕迅,0.6756797829368849
杨千嬅,0.9253512169382909
何韵诗,0.9022114004668658
FM,0.5
他红得,0.5
歌名,0.6463305207643936
劣评,0.5720147122512133
谢安琪,0.6000296804831472
不红,0.3994951487001206
整首歌,0.7189723923507926
太赞,0.8404004099904608
薛之谦,0.9962981236755979
郑融,0.5
KTV,0.08333333333333326
这种,0.5262849574652333
这歌,0.7272727272727271
室友,0.42690772692886303
刚才,0.4545454545454545
逃不了,0.4910424582879407
怨念,0.9640006916578139
监视器,0.21719274285215373
一事无成,0.27616960943711766
同感,0.3999999999999998
抢走了,0.5999999999999999
哀伤,0.9660147938057809
清净,0.1333333333333333
共鸣,0.5975609756097559
摇摆,0.8333333333333333
普通话,0.6363636363636359
男孩子,0.5294117647058825
那句,0.54
店主,0.39695268087507485
发现,0.4230317273795533
珍惜,0.9054054054054055
怪不得,0.3818181818181815
网易,0.5
妹子,0.8333333333333333
淘宝,0.6418194754773737
女生,0.5374999999999995
轨迹,0.9090909090909091
前年,0.7499999999999999
开心,0.7428571428571427
可爱,0.8105726872246695
感谢,0.6911764705882352
冲动,0.7121212121212119
好多,0.5684647302904563
大街,0.3124999999999998
昨晚,0.45833333333333304
就是,0.5262849574652333
什么,0.5262849574652333
懂得,0.6582278481012658
阻止,0.5
人生,0.6081892789016017
私人,0.46153846153846145
评论,0.39130434782608714
可惜,0.5798611111111108
老婆,0.6703296703296701
故意,0.23255813953488325
每次,0.652027027027027
怀疑,0.3005464480874315
好好,0.5683760683760681
成就,0.8983050847457628
鼓励,0.883720930232558
一项,0.5624999999999997
遇到,0.5262849574652333
大陆,0.7173913043478257
当年,0.7343749999999999
是不是,0.3689479060265576
跟着,0.7971014492753621
香港,0.8090614886731389
最好,0.6877232483315995
听到,0.4220779220779223
直到,0.5262849574652333
别人,0.5336538461538459
力量,0.9500000000000001
女人,0.5810810810810807
