keyword,valence_value
最火,0.37990805563227603
首歌,0.8014637224121713
这首,0.6271186440677964
gem,0.5
邓紫棋,0.6603815621105852
粤语,0.5
听到,0.4220779220779223
最好,0.6877232483315995
快乐,0.9490740740740741
小姐,0.2459893048128342
简直,0.18780487804878032
记得,0.7848837209302323
下世纪,0.769567188897621
内地,0.7999999999999997
歌单,0.5551528386339488
忽如一,0.23076923076923084
能爱到,0.7493627867459642
粤语歌,0.7059080277634128
妈蛋,0.5
卖萌,0.6682738617633841
这首入,0.5
点赞,0.8861224359148606
GEM,0.5
猴塞,0.4068095042152702
夜邓,0.7936412679332441
红馆,0.5
成名曲,0.40529743762429815
高逼格,0.6359832277782729
研三,0.8432047647069218
同学聚会,0.8541330557776668
比会,0.5
邓妞,0.9759065224843695
爆款,0.5
没火,0.20759837055694785
妹纸,0.2849413982272839
还是,0.5262849574652333
这歌,0.7272727272727271
考研,0.9819312659252143
流连忘返,0.8333333333333333
喜欢,0.6980431848852898
不是,0.3689479060265576
专辑,0.5
根本,0.5262849574652333
大四,0.5814494034362471
才华横溢,0.5
第二句,0.4289491913479542
大二,0.875
疾风,0.6332217477766784
演唱会,0.5
识货,0.4236690943449676
一首歌,0.8014637224121713
红得,0.5
绯闻,0.33333333333333337
大三,0.4439284230206094
原因,0.4372469635627527
觉得,0.5262849574652333
虽小,0.5284720432878122
这么,0.5262849574652333
真是太,0.3435839028094151
女友,0.5833333333333331
苦于,0.4285714285714284
歌手,0.7499999999999999
结尾,0.9230769230769229
出新,0.670583416591466
宝藏,0.9444444444444444
好听,0.33333333333333337
大红,0.5999999999999999
时候,0.5262849574652333
打动,0.8333333333333333
女生,0.5374999999999995
歌曲,0.8333333333333333
真心,0.692307692307692
演唱,0.5
焦虑,0.7499999999999999
要死,0.31434599156118137
视频,0.5217391304347825
流泪,0.7999999999999997
压抑,0.5932203389830503
默默,0.8095238095238093
青春,0.9852941176470588
氛围,0.7368421052631577
宿舍,0.6923076923076924
奇迹,0.8235294117647058
英文,0.38547486033519507
多人,0.5710777232013867
爆炸,0.49999999999999956
团队,0.40624999999999944
无人,0.4540499525855646
随便,0.2891566265060238
而已,0.5262849574652333
当初,0.6103896103896105
床上,0.3633063193738688
泡沫,0.4666666666666667
音乐,0.6621621621621622
心情,0.5207667731629387
一下子,0.6333333333333327
不行,0.2617187500000001
毕业,0.7142857142857141
看好,0.3999999999999998
早已,0.49999999999999956
常常,0.5262849574652333
面对,0.8933333333333334
别的,0.5262849574652333
当年,0.7343749999999999
朋友,0.6090969017798286
更是,0.5739130434782608
每天,0.5262849574652333
香港,0.8090614886731389
不好,0.24432263116679742
感觉,0.5485500878734622
一个,0.5051738410596026
推荐,0.6341072858286628
声音,0.3521634615384618
希望,0.562893081761006
如今,0.810810810810811
不知,0.33253588516746413
