keyword,valence_value
陈小春,0.7914201826304998
山鸡,0.5545283572966291
歌词,0.875
啼笑,0.5
粤语版,0.535674972195689
姻缘,0.8333333333333333
真是,0.5262849574652333
同步,0.6999999999999997
专情,0.724125809583916
小秘书,0.5021936526221443
陶喆,0.5744983165676513
真性情,0.8311260482401721
徐小凤,0.8331732720464896
歪门,0.6666666666666666
点赞,0.8861224359148606
jasper,0.5
歌里,0.7214865489223964
freestyle,0.5
黄伟文,0.2588675626701544
rap,0.5
吴亦凡,0.8559230325123205
屌丝,0.778291850457784
老歌,0.7444181490106955
风华正茂,0.5
喜欢,0.6980431848852898
真情实感,0.8333333333333333
以为,0.5262849574652333
二锅头,0.4696408951959955
原版,0.4150943396226413
花心,0.5999999999999999
唱功,0.9808818603893761
抱紧,0.6886207222380225
浪荡,0.7499999999999999
不羁,0.5
纠结,0.3750289856533622
轻浮,0.5
有件事,0.47903003003068945
情歌,0.5
深入人心,0.19999999999999996
组团,0.5
桌面,0.1428571428571428
超前,0.7499999999999999
歌手,0.7499999999999999
名气,0.29032258064516137
一品,0.5
过时,0.511627906976744
更能,0.6210772833723652
时候,0.5262849574652333
女神,0.7499999999999999
到头来,0.9000000000000001
大哭,0.7099148741313376
一刀,0.6829268292682924
艺人,0.5
还是,0.5262849574652333
预备,0.5833333333333331
几条,0.5410447761194028
一首,0.6271186440677964
个性,0.6521739130434783
回复,0.15827338129496404
软件,0.4373831775700936
味道,0.4297520661157026
经典,0.7606837606837606
难得,0.8453608247422679
已经,0.5262849574652333
我们,0.5262849574652333
当初,0.6103896103896105
音乐,0.6621621621621622
真实,0.7577092511013213
自动,0.41592920353982277
上去,0.5262849574652333
十年,0.5829188527789728
感情,0.8142076502732238
没想到,0.41107824066584886
习惯,0.4782608695652171
看好,0.3999999999999998
装备,0.5714285714285712
所谓,0.5262849574652333
结合,0.5262849574652333
一个,0.5051738410596026
真的,0.5272206303724926
不得,0.5262849574652333
别人,0.5336538461538459
即使,0.5262849574652333
正常,0.5262849574652333
大部分,0.5148514851485146
看看,0.5262849574652333
今天,0.5262849574652333
觉得,0.5262849574652333
可是,0.5262849574652333
基本,0.5262849574652333
甚至,0.5262849574652333
那么,0.5262849574652333
一直,0.5262849574652333
不会,0.3950806272686248
一种,0.7337662337662338
其中,0.5262849574652333
不是,0.3689479060265576
什么,0.5262849574652333
