keyword,valence_value
Eason,0.5
出現,0.8718570137446795
粤语,0.5
憨笑,0.5
首歌,0.8014637224121713
亲亲,0.5
今天,0.5262849574652333
可是,0.5262849574652333
一件,0.5326633165829147
喜欢,0.6980431848852898
流泪,0.7999999999999997
后来,0.5262849574652333
一会,0.2450980392156863
许个,0.5
一直,0.5262849574652333
完美主义,0.8084023892907288
陈胖子,0.874114328534614
从我做起,0.8
无国界,0.6520454582241452
遇到,0.5262849574652333
声线,0.5
好多个,0.5684647302904563
单曲,0.5
成熟,0.8703703703703705
LIFE,0.5
能许,0.6562499999999999
陈奕迅,0.6756797829368849
shenmegui,0.5
可遇,0.8333333333333333
难爱上,0.6755775454004312
HM,0.5
MD,0.5
SSR,0.5
MR,0.5
那樣,0.5
拍个,0.5
那個,0.33333333333333337
抽个,0.5
大岁,0.6263971581954337
合照,0.5
你妹,0.5
广式,0.7499999999999999
Changsha,0.5
Another,0.5
我放佛,0.7059080277634135
遇不到,0.23352489859742098
维和部队,0.5294425751649624
灰姑娘,0.8333333333333333
相信,0.5262849574652333
感觉,0.5485500878734622
节约用水,0.0943861662854415
别太,0.3435839028094151
帮不上,0.42898897456357155
演唱会,0.5
越能,0.6609442060085836
苏杭,0.9545508201000207
潘基文,0.4291824430135781
沉醉,0.6363636363636364
好多年,0.5901986455529192
星球,0.8333333333333333
工作室,0.5
那个,0.5262849574652333
普通话,0.6363636363636359
多想,0.5455927051671731
男生,0.599104972965826
钟声,0.5
景点,0.5454545454545455
摆设,0.3095238095238093
迫切需要,0.9333333333333333
午夜,0.4285714285714284
人道主义,0.5
敲响,0.7499999999999999
农历,0.5
单身,0.24999999999999978
华北地区,0.6199816317405357
这首,0.6271186440677964
祝福,0.9473684210526315
时候,0.5262849574652333
打扫,0.29239766081871343
爱心,0.8518518518518517
湖边,0.5714285714285712
奢侈,0.7272727272727271
妹子,0.8333333333333333
只想,0.47179975993202505
一个,0.5051738410596026
握手,0.8319500640465202
工作,0.5680693069306929
一定,0.5262849574652333
歌曲,0.8333333333333333
水资源,0.5
男孩,0.8205128205128205
大吃一惊,0.8333333333333333
清新,0.8222222222222221
嘲笑,0.8571428571428571
极了,0.5262849574652333
生日,0.5925925925925926
停下来,0.4048780487804876
还有,0.5262849574652333
默默,0.8095238095238093
安心,0.6111111111111112
救援,0.8333333333333333
哈哈,0.5262849574652333
那年,0.875
恋爱,0.8666666666666666
婚礼,0.3999999999999998
惊喜,0.8999999999999999
整天,0.7692307692307689
浪费,0.16666666666666652
看清,0.700149370000556
所有人,0.5710777232013867
感慨,0.8799999999999999
可爱,0.8105726872246695
不是,0.3689479060265576
遗憾,0.617100371747212
