keyword,valence_value
水瓶座,0.5873620277525825
冰茶,0.9714483190116637
水瓶,0.5
长岛,0.5
首歌,0.8014637224121713
星座,0.1578947368421051
狮子座,0.8102573192204076
鸡尾酒,0.8
可惜,0.5798611111111108
五种,0.7655804693125622
女孩子,0.7083333333333331
自我,0.690322580645161
极端,0.4137931034482756
性格,0.6111111111111106
好歌,0.8206446136239494
不帅,0.5
哑口,0.33333333333333337
无感,0.5893220533869544
百年好合,0.7303631828541933
没有,0.5262849574652333
名字,0.5276381909547737
合不来,0.5
林夕,0.5
陈奕迅,0.6756797829368849
黄伟文,0.2588675626701544
疯起来,0.4054054054054055
长痛,0.7407405924977296
称其为,0.3928571428571427
短痛,0.5930230695130375
逼格,0.5
酒劲,0.5
有个,0.5262849574652333
KTV,0.08333333333333326
有情人,0.6999999999999997
双鱼座,0.5873620277525825
却是,0.575896262395118
这样,0.5262849574652333
烈性酒,0.3141060657060899
清楚,0.5262849574652333
失身,0.5
双子座,0.5873620277525825
拨到,0.4444444444444442
歪头,0.5
约等于,0.42190516302067027
烈酒,0.5
入迷,0.6904154275043173
干坏事,0.420030126361018
绝情,0.7231978485560978
耳后,0.04697134930045321
城府,0.4285714285714284
软肋,0.13877076045268333
中庸,0.9097236730739329
花木兰,0.9418672368439562
手把,0.5
搭讪,0.5339290803991967
温顺,0.552238805970149
口感,0.7499999999999999
金牛,0.750023187447325
混在,0.3877551020408162
冷酷,0.5
男孩子,0.5294117647058825
沦陷,0.8333333333333333
屏幕,0.5086757990867579
林黛玉,0.9601004686229856
残忍,0.7407407407407406
深情,0.7999999999999997
看不清,0.5513284052173526
心跳,0.19999999999999996
歌曲,0.8333333333333333
来历,0.5
宁可,0.5262849574652333
情愿,0.33333333333333337
一些,0.5262849574652333
羡慕,0.9827586206896551
理智,0.8518518518518517
你好,0.5312499999999997
友好,0.5999999999999999
这种,0.5262849574652333
负面,0.8064516129032256
问问,0.5
一首,0.6271186440677964
十二,0.09090909090909083
不是,0.3689479060265576
盲目,0.5333333333333333
否定,0.49999999999999956
糊涂,0.23999999999999988
女孩,0.7478260869565215
快乐,0.9490740740740741
味道,0.4297520661157026
无关,0.5625000000000001
早上,0.37939698492462337
正面,0.34782608695652173
自己,0.5262849574652333
可怕,0.4054054054054055
头发,0.4042553191489361
混合,0.5454545454545451
而成,0.43089430894308933
上来,0.5262849574652333
慢慢,0.830065359477124
不如,0.5262849574652333
常常,0.5262849574652333
晚上,0.39657631954350914
专门,0.5262849574652333
是不是,0.3689479060265576
意思,0.5262849574652333
感觉,0.5485500878734622
出去,0.5262849574652333
好像,0.43115438108484005
