keyword,valence_value
张国荣,0.32213226757039726
专辑,0.5
憨笑,0.5
哥哥,0.9696969696969697
这张,0.34552845528455267
开心,0.7428571428571427
流泪,0.7999999999999997
leslie,0.5
首歌,0.8014637224121713
一首歌,0.8014637224121713
推荐,0.6341072858286628
一首,0.6271186440677964
好贵,0.6157421221375821
试音,0.43126313236177594
轻吟,0.5
牛腩,0.6000296804831472
一万遍,0.772080586774841
矜贵,0.45670515864312067
陈奕迅,0.6756797829368849
爱敢,0.5924781242754639
不群,0.35862312594433654
越难,0.592393123278014
语是,0.4782608695652175
artyst,0.5
集够,0.5
细唱,0.9152638291415658
歌里,0.7214865489223964
发小,0.32455876289368657
荣迷,0.9574518468488874
伴着,0.45833333333333304
饿晕,0.5
歌者,0.5
喜欢,0.6980431848852898
小样,0.8333333333333333
哼唱,0.5
先生,0.5262849574652333
几秒,0.6818181818181819
坚贞,0.5
周杰伦,0.32435142576247367
一句,0.54
攻略,0.8333333333333333
转角,0.386634102288827
不敢,0.22136485218994917
心碎,0.9090909090909091
舒心,0.8181818181818182
瑕疵,0.48484848484848464
条件,0.39732142857142827
我爱你,0.7493627867459642
钟爱,0.8
愧疚,0.7499999999999999
决定,0.5262849574652333
洒脱,0.49999999999999956
耳机,0.31999999999999984
打官司,0.6666666666666666
最后,0.5262849574652333
由衷,0.6249999999999996
满满的,0.5833333333333331
不息,0.8
不忍心,0.3967976515521042
作曲,0.5
最差,0.15875608342159764
残忍,0.7407407407407406
告终,0.6469387144864818
这是,0.5262849574652333
时候,0.5262849574652333
深感,0.6249999999999996
倒退,0.49999999999999956
嗓音,0.5
奈何,0.6666666666666666
生日,0.5925925925925926
排队,0.23076923076923084
练习,0.5262849574652333
之作,0.4339622641509432
幸运,0.8709677419354839
高水平,0.5636386638788649
青春,0.9852941176470588
望见,0.5
恶劣,0.02608695652173909
勇气,0.7971014492753621
宝贝,0.8041237113402058
气息,0.825
对不起,0.2739726027397258
版本,0.6351351351351349
完美,0.824175824175824
个性,0.6521739130434783
咳嗽,0.8499999999999999
脾气,0.38888888888888884
弟弟,0.6499999999999999
格外,0.5555555555555554
今晚,0.47619047619047594
死后,0.26553468595384055
外部,0.7083333333333331
家人,0.6461538461538461
微微,0.8965517241379308
重复,0.4907407407407406
感受,0.7176165803108804
满意,0.7053469852104662
评论,0.39130434782608714
学会,0.8252427184466018
那天,0.597222222222222
耳朵,0.3999999999999998
追求,0.763779527559055
音乐,0.6621621621621622
每次,0.652027027027027
好好,0.5683760683760681
为此,0.5262849574652333
享受,0.7340425531914893
感情,0.8142076502732238
多么,0.6386554621848737
回头,0.5909090909090907
主动,0.6394230769230766
彻底,0.5262849574652333
失败,0.4374999999999999
