keyword,valence_value
林子祥,0.7122555624023023
碟片,0.5384615384615382
大招,0.11351801574677534
ktv,0.5
男人,0.6372549019607842
时候,0.5262849574652333
街头,0.45833333333333304
大爷,0.7499999999999999
周海媚,0.4696297684404187
港片,0.5
音乐,0.6621621621621622
原唱,0.842161741996884
刘青云,0.9673348455767985
港剧,0.5
一下子,0.6333333333333327
广东,0.5
事假,0.5
林真,0.7340666958959208
祥叔,0.983195320747106
经典歌曲,0.9346633286351089
张兆辉,0.32213226757039726
林是,0.7333333333333331
整首歌,0.7189723923507926
激吻,0.7187182870680404
陈法蓉,0.4737150425347657
棒呆,0.9589856578530198
VCD,0.6666666666666666
假音,0.3369260239401134
尽释前嫌,0.5850325490233573
少多,0.46195069667738453
进键,0.5
人字拖,0.14440030537907134
两三句,0.3797500655406921
浪子回头,0.5652477826040195
周慧敏,0.4696297684404187
排除万难,0.5
粤语,0.5
胡茬,0.06880569954372584
真是,0.5262849574652333
冰激凌,0.93786214268641
下午茶,0.7717967000292468
装下,0.3322087566432852
林先生,0.7333333333333331
流行歌曲,0.5
咖啡厅,0.2787936206410987
裤衩,0.9782634994471988
一首歌,0.8014637224121713
夜雨,0.5
真爱,0.7500670907332145
芭蕉扇,0.3610983675635411
装到,0.3532467532467529
奋不顾身,0.5
断气,0.5267882217245425
迸发,0.5
十几年来,0.591337808537371
把玩,0.6697247706422016
快进,0.5478417707659533
脑海中,0.9812509065705017
随时随地,0.7499999999999999
盗版,0.1327433628318585
恋人,0.9473031234194187
很多年,0.6741918802729672
红灯,0.5
满满,0.5833333333333331
摇着,0.09090909090909083
歌手,0.7499999999999999
歌词,0.875
二十岁,0.42048739766394316
遥控,0.18965517241379293
哗哗,0.5262849574652333
破旧,0.18604651162790686
听不懂,0.42723320715445556
这首,0.6271186440677964
上身,0.7499999999999999
马路,0.36138613861386115
忧郁,0.875
慎重,0.13513513513513498
融化,0.6666666666666666
歌唱,0.7499999999999999
主演,0.7499999999999999
浮现,0.9411764705882353
相遇,0.8
场景,0.7031249999999997
认出,0.5
泛滥,0.8333333333333333
十几年,0.591337808537371
黎明,0.7499999999999999
静止,0.5
凭着,0.5
其他人,0.5710777232013867
画面,0.580645161290322
透过,0.5666666666666661
遗憾,0.617100371747212
激情,0.8181818181818182
女士,0.4776119402985073
转动,0.5262849574652333
满脸,0.49999999999999956
独自,0.9615384615384615
偶尔,0.6753246753246752
分开,0.3157894736842102
听得,0.5894886363636362
印象,0.5740740740740738
对面,0.5615763546798028
超越,0.883720930232558
试图,0.6315789473684209
经典,0.7606837606837606
小学,0.8023255813953486
玻璃,0.393162393162393
夏天,0.4838709677419355
全是,0.5224416517055653
彼此,0.5262849574652333
全世界,0.5789473684210525
一双,0.627551020408163
优秀,0.8703703703703702
可惜,0.5798611111111108
穿着,0.6999999999999997
评价,0.4279835390946498
想象,0.5687885010266938
东京,0.6999999999999997
眼泪,0.8499999999999999
再也,0.41094619666048215
一对,0.5262849574652333
内地,0.7999999999999997
仿佛,0.828125
渐渐,0.8285714285714284
永远,0.6870748299319726
那时,0.5262849574652333
符合,0.5642458100558656
对方,0.4505494505494503
年轻,0.8536585365853656
竟然,0.2151394422310755
手里,0.6164383561643835
一把,0.4736842105263156
香港,0.8090614886731389
经历,0.6590909090909092
一眼,0.5260115606936413
找到,0.5785876993166286
担心,0.6062499999999998
感觉,0.5485500878734622
一个,0.5051738410596026
出去,0.5262849574652333
简单,0.6030534351145037
别人,0.5336538461538459
多年,0.548455804046858
第二,0.4155069582504969
回到,0.5757575757575757
个人,0.5262849574652333
真正,0.5262849574652333
