keyword,valence_value
评论,0.39130434782608714
郑伊健,0.9668514294384994
开心,0.7428571428571427
伊健,0.7297541198012036
彷佛,0.6666666666666666
雨神,0.5
首歌,0.8014637224121713
一秒,0.6818181818181819
歌词,0.875
旋律,0.7499999999999999
光荣,0.6999999999999997
好歌,0.8206446136239494
循环,0.09999999999999987
画面感,0.7411432101467009
心照,0.7752808988764043
魔神,0.5
广东,0.5
练熟,0.5537830955214312
无得弹,0.3750289856533622
fans,0.5
点赞,0.8861224359148606
听歌,0.7751188339061319
最棒,0.95686297241692
流乾,0.6633058918909444
我先,0.48155339805825204
伊面,0.5
调调,0.12076015190646694
跳荡,0.5
看着,0.5867346938775507
过来,0.5262849574652333
演唱会,0.5
入耳,0.5
良人,0.84357737367684
续集,0.8056083405860595
翻版,0.8333333333333333
画册,0.2857142857142856
演技,0.7499999999999999
段子,0.5
看到,0.5262849574652333
唱得,0.8571428571428571
节点,0.5
白光,0.5
人品,0.2592592592592591
孤单,0.7991113632240487
某人,0.4285714285714284
身体健康,0.9370314829804042
前任,0.5
加油,0.9000000000000001
最爱,0.7754917484240675
陌生人,0.16666666666666652
诚恳,0.5
出来,0.5262849574652333
好听,0.33333333333333337
满地,0.4470588235294115
新人,0.40909090909090895
排行榜,0.021739130434782483
低调,0.8333333333333333
尘埃,0.7499999999999999
不怎么,0.3622047244094486
浪漫,0.8387096774193546
早日,0.3999999999999998
与否,0.5262849574652333
寄托,0.6666666666666666
地狱,0.4166666666666664
许可,0.8333333333333333
你好,0.5312499999999997
也罢,0.5262849574652333
自信,0.9523809523809523
湖水,0.16666666666666652
子女,0.9523809523809523
困境,0.9000000000000001
伤心,0.5733333333333331
好多,0.5684647302904563
快乐,0.9490740740740741
某个,0.5262849574652333
自我,0.690322580645161
听得,0.5894886363636362
不该,0.3689479060265576
手法,0.6666666666666663
日常,0.8531073446327684
也好,0.5262849574652333
他人,0.5262849574652333
人生,0.6081892789016017
节奏,0.6956521739130435
电影,0.8039215686274507
缓慢,0.5833333333333331
简直,0.18780487804878032
一遍,0.7506702412868632
不够,0.5262849574652333
的确,0.5728155339805823
正好,0.7183098591549294
更好,0.7376935291535094
记得,0.7848837209302323
父母,0.852307692307692
赶紧,0.2941176470588235
不行,0.2617187500000001
永远,0.6870748299319726
背后,0.8163265306122447
努力,0.6349206349206349
不想,0.38720148860795456
自由,0.9416666666666665
朋友,0.6090969017798286
香港,0.8090614886731389
质量,0.49849849849849825
最近,0.5262849574652333
听到,0.4220779220779223
找到,0.5785876993166286
感觉,0.5485500878734622
真的,0.5272206303724926
下去,0.5262849574652333
属于,0.5262849574652333
声音,0.3521634615384618
