keyword,vector
原版,[-0.3874374]
钟嘉欣,[-0.47213304]
亲亲,[0.2046151]
听歌,[0.17549896]
周杰伦,[0.45778343]
目标,[-0.23167261]
撇嘴,[-0.4041312]
没有,[0.46076673]
超越,[-0.05461424]
林峰,[-0.10424806]
时候,[-0.3254309]
编曲,[-0.35041302]
关系户,[-0.03652662]
畫沙粵語,[0.21617322]
大爱,[-0.20985405]
TVB,[0.1879492]
不炸,[0.35602853]
最作,[0.41590235]
画沙,[0.28178322]
有个,[0.4816449]
不抖,[0.41482094]
沙好,[-0.4697039]
考研,[-0.31459963]
憨笑,[0.06257486]
右上角,[-0.47295067]
比画,[-0.0698213]
法拉利,[0.13725115]
首歌,[-0.28164002]
声音,[-0.3471702]
隐退,[0.24449974]
太有,[0.2765294]
爱得,[-0.444917]
版画,[-0.3920072]
音色,[-0.2625494]
衰败,[0.27071553]
那么,[-0.0858784]
熊猫,[0.25974786]
情怀,[0.4471626]
四级,[0.4233744]
女朋友,[-0.04563512]
偏爱,[0.2836377]
奥迪,[0.06661765]
公交车,[-0.32109892]
讨厌,[0.10298845]
时间,[-0.42975593]
吉利,[-0.10200397]
一来,[-0.31449512]
离去,[-0.46522143]
沙发,[0.27078217]
亲人,[-0.03678418]
可爱,[-0.15527423]
作业,[-0.31135273]
不然,[-0.00170219]
就是,[-0.26778275]
自有,[-0.36135364]
不来,[0.35762182]
单纯,[0.35616845]
流传,[0.03829436]
幸福,[-0.33170518]
顺利,[-0.2004348]
音乐,[-0.4629295]
制作,[0.48199922]
结婚,[-0.42137644]
至今,[0.13529998]
学校,[-0.06360214]
位置,[0.20587915]
特点,[-0.22661321]
第一,[0.4200259]
不要,[0.04414432]
大家,[-0.46533847]
发行,[0.21543546]
地方,[-0.32613388]
不会,[-0.12565494]
通过,[-0.07147845]
现在,[-0.33809116]
这些,[-0.06559344]
