keyword,vector
首歌,[-0.28106263]
病房,[-0.4600908]
对面,[-0.37795106]
我妈,[-0.08435449]
天意,[-0.4569413]
好听,[-0.07868692]
试比高,[0.11687215]
翻唱,[0.11444788]
歌单,[-0.42301384]
第一遍,[-0.02039349]
歌不红,[-0.4659261]
人不改,[0.2352377]
喜歡,[-0.30831766]
交個,[-0.39968267]
陈浩民,[0.02226121]
系正,[-0.39789885]
沧海遗珠,[-0.29989746]
用助行,[-0.10839688]
悲天悯人,[0.45455113]
医院,[0.0721359]
绝不比,[-0.24501383]
老歌,[0.42975658]
憨笑,[0.06288838]
改掉,[-0.29954466]
买饭,[0.31669018]
港台,[-0.30895543]
不遂,[0.4874379]
惊艳,[-0.12621903]
我行,[-0.05357074]
冷门,[-0.47495416]
熬夜,[-0.01666969]
九十年代,[-0.07106025]
情爱,[0.5006538]
西游记,[0.30637243]
觉得,[0.23994616]
钟情,[0.14186256]
西经,[-0.3355416]
莫说,[0.39753485]
通宵,[0.32490024]
中风,[-0.01556473]
境遇,[0.31186792]
半步,[-0.4732535]
品味,[0.29445735]
听过,[0.19565827]
歌词,[-0.3382608]
大叔,[-0.48829716]
陌生人,[0.32412773]
意境,[0.13675152]
拐杖,[-0.30638394]
网易,[0.0988868]
奋力,[-0.03383581]
公交车,[-0.32167736]
呻吟,[-0.15568778]
歌曲,[-0.08055425]
真心,[-0.00477496]
坚强,[0.07462755]
大哭,[-0.0864319]
用心,[0.48798272]
楼下,[0.09579609]
两句,[-0.16699584]
这种,[-0.3373783]
毛病,[-0.2851964]
识别,[-0.34948984]
走路,[-0.10352405]
欣赏,[0.01320555]
辛苦,[0.47005495]
听听,[0.09751204]
人心,[0.17648712]
谢谢,[-0.11767914]
尝试,[0.39510965]
不妨,[0.21866556]
中午,[0.05353979]
懂得,[0.0138532]
精选,[0.48506287]
没什么,[0.2405147]
司机,[0.2216736]
病人,[-0.08379009]
评论,[-0.33373618]
不许,[-0.16449696]
传来,[0.30345163]
不曾,[0.3780953]
顿时,[-0.46317765]
鼓励,[0.1466495]
整理,[0.25054708]
广东,[0.49597877]
格局,[-0.10646925]
努力,[-0.21442506]
绝对,[0.0024761]
是因为,[0.09191309]
朋友,[0.4244459]
治疗,[-0.18253304]
喜欢,[0.3355784]
马上,[0.46039674]
里面,[-0.39610296]
真是,[-0.17512043]
保证,[0.12923263]
好像,[0.22455472]
想到,[0.45817408]
一天,[0.2599906]
一年,[0.22687116]
看见,[-0.05847746]
所有,[-0.47867492]
这么,[-0.12819403]
当时,[0.20805307]
一样,[-0.18165101]
时候,[-0.3253688]
知道,[0.29946938]
如果,[0.3635804]
现在,[-0.337848]
其中,[-0.4309085]
这些,[-0.06497102]
不是,[0.20226139]
