keyword,vector
青春,[-0.34646517]
全靠,[0.33103284]
快点,[-0.10364777]
眼神,[-0.44218555]
同学,[-0.17828254]
新学期,[0.3058337]
tfboy,[0.2689974]
KIDS,[-0.3363408]
kids,[0.28772247]
戴绿帽,[0.03342236]
黄又南,[-0.03110298]
shine,[0.1349317]
那時,[-0.14658849]
下学期,[0.4587097]
大学,[-0.11454765]
飘摇,[0.15911472]
首歌,[-0.28004116]
悄悄话,[-0.47583872]
非主流,[-0.39786625]
五年级,[0.32987458]
六年级,[-0.00497114]
爱恋,[0.32928622]
恶作剧,[0.1216447]
留个,[0.47420916]
学期,[0.35303268]
酸楚,[-0.41957635]
高三,[-0.26210907]
纸片,[-0.20193195]
真好,[-0.44081908]
火花,[0.01965062]
满满的,[0.48031405]
前辈,[-0.22448952]
甜蜜,[0.13360214]
假装,[-0.3690427]
纸条,[-0.2607324]
佛山,[0.4313809]
辗转,[0.42608187]
封面,[0.40878654]
假期,[0.08029432]
玩具,[-0.2644504]
交谈,[-0.36435753]
流泪,[0.50585115]
羡慕,[-0.36821166]
路过,[0.35643584]
恋爱,[0.05467527]
离不开,[0.2945362]
回忆,[0.28281668]
游戏,[-0.47115675]
传递,[0.18052453]
爱情,[0.10380855]
全都,[0.4002498]
时刻,[-0.4506818]
期待,[0.48778775]
太多,[0.3291824]
组合,[-0.12949347]
记得,[0.24729794]
广东,[0.49459562]
见到,[-0.01057673]
不用,[-0.24752626]
手中,[-0.38267085]
学生,[0.2871307]
听到,[0.36341155]
喜欢,[0.3359253]
公开,[0.03056097]
时代,[0.22186653]
结束,[-0.04604989]
以前,[0.36753923]
多少,[0.42309952]
看到,[-0.06859793]
然后,[0.34900072]
几个,[0.16628641]
有关,[-0.3248214]
还有,[-0.45641586]
还是,[-0.02008368]
知道,[0.3004712]
如果,[0.3620536]
开始,[-0.05623134]
就是,[-0.26864117]
什么,[0.47368148]
一个,[0.06920356]
