keyword,vector
邓丽欣,[-0.42427328]
剧场版,[-0.44612724]
余文乐,[0.45727944]
话别,[0.31718883]
分手,[0.3160228]
一首,[-0.30226186]
kong,[-0.13042192]
fm,[-0.35900873]
方力申,[-0.4188778]
那版,[-0.1680098]
电话,[-0.32645136]
粤语,[-0.4128634]
喜欢,[0.3322288]
原版,[-0.38789544]
四十多,[-0.4832163]
亲亲,[0.20080288]
那首,[-0.47584894]
哀伤,[0.16787827]
发音,[-0.43939322]
最爱,[0.38522735]
这首,[-0.39221686]
心跳,[0.02635785]
流泪,[0.49919972]
默默,[-0.35438642]
三分,[0.29503283]
画面,[-0.2940061]
版本,[-0.02148178]
对话,[-0.44279236]
一听,[0.38894966]
回忆,[0.27806085]
超越,[-0.05524617]
私人,[0.38457537]
电影,[0.47536188]
手机,[-0.19433135]
大概,[-0.02072264]
最好,[-0.11630119]
里面,[-0.3974894]
感觉,[0.21074769]
个人,[0.08889079]
声音,[-0.34728906]
建议,[-0.10962013]
其实,[0.32889354]
几乎,[0.43417057]
一下,[-0.19946471]
然后,[0.3446741]
应该,[-0.13853051]
一样,[-0.1849122]
就是,[-0.26845762]
可以,[0.13760419]
没有,[0.45825443]
