keyword,vector
胡杏儿,[0.05224757]
新郎,[-0.20054804]
结婚,[-0.4475851]
杏儿,[0.1982112]
黄宗泽,[-0.3180331]
分手,[0.31163892]
首歌,[-0.27352893]
不是,[0.18502475]
时候,[-0.31838804]
一对,[-0.1400544]
bo,[0.12041821]
难顶,[-0.07730736]
黄宗泽在,[0.07365093]
讽刺,[0.15586084]
温柔,[-0.30515066]
健忘,[-0.1679586]
纪念日,[-0.15949534]
一起,[-0.37239534]
合唱,[-0.26948115]
成熟,[0.2962497]
前任,[0.24068218]
流泪,[0.5320156]
恋爱,[0.05031428]
缺点,[-0.12493199]
小孩,[0.16892773]
觉得,[0.24681483]
顶下去,[0.47829387]
可惜,[0.20900096]
不会,[-0.12891163]
欧阳震华,[0.44562104]
抓住,[-0.09168904]
花语,[-0.2783905]
吴启华,[0.0391579]
女主播,[0.29071698]
不胜唏嘘,[-0.39481592]
但是,[-0.27349263]
唐宁,[-0.18258747]
古天乐,[-0.39043874]
遇到,[0.44519055]
不胜酒力,[-0.4580641]
甜腻,[0.35888684]
如人饮水,[-0.11341355]
好合衬,[-0.02747758]
宣萱,[-0.31975442]
翻会,[0.09538751]
Philip,[0.12447959]
湖南台,[-0.02947604]
不记,[-0.4970076]
他教,[0.48809382]
郭羡妮,[0.25004604]
理过去,[0.16220935]
关咏荷,[0.23733833]
CP,[0.12139422]
这群,[-0.285839]
魏俊杰,[-0.15514077]
Bosco,[-0.5143436]
手太痛,[-0.46934038]
佘诗曼,[0.18166843]
十梦九有,[-0.34069267]
TVB,[0.19577357]
使人,[-0.36256483]
滕丽名,[0.21603274]
吴卓羲,[-0.31012642]
蔡少芬,[-0.24158297]
郑嘉颖,[-0.09604804]
了泽杏,[0.11963665]
便放,[-0.08604059]
翻哩,[-0.14601493]
视后,[-0.03995584]
郭晋安,[0.03602643]
黄宗泽说,[0.02606937]
冷暖自知,[-0.09087274]
很棒,[-0.07680608]
牙疼,[0.4543298]
喜糖,[0.26806524]
爱玩,[-0.3756852]
女人,[0.03082062]
唱的歌,[-0.12106419]
宜家,[-0.21321383]
花花公子,[0.4055797]
放荡不羁,[0.04070564]
可以,[0.14074244]
歌儿,[-0.12651704]
交集,[0.0043492]
