keyword,vector
评论,[-0.331845]
郑伊健,[0.4622088]
开心,[0.2281734]
伊健,[-0.33206612]
彷佛,[-0.37354538]
雨神,[-0.01144063]
首歌,[-0.27893868]
一秒,[0.24226958]
歌词,[-0.3342362]
旋律,[-0.11950743]
光荣,[-0.20802143]
好歌,[-0.21228488]
循环,[0.03660471]
画面感,[-0.17902596]
心照,[0.42693552]
魔神,[0.2682427]
广东,[0.50064766]
练熟,[0.0844171]
无得弹,[-0.15722798]
fans,[0.23274457]
点赞,[-0.14482729]
听歌,[0.17513816]
最棒,[0.09772941]
流乾,[-0.09963794]
我先,[0.08901685]
伊面,[-0.41832823]
调调,[-0.01882865]
跳荡,[0.29530707]
看着,[-0.44204167]
过来,[-0.2940192]
演唱会,[-0.22605926]
入耳,[0.04756155]
良人,[0.25077546]
续集,[-0.37313515]
翻版,[0.38596386]
画册,[0.40602085]
演技,[-0.39423516]
段子,[-0.09807765]
看到,[-0.07024494]
唱得,[0.32865515]
节点,[0.36401376]
白光,[0.25612408]
人品,[-0.33968034]
孤单,[0.2765665]
某人,[0.03800967]
身体健康,[0.3148367]
前任,[0.23890668]
加油,[0.44365045]
最爱,[0.38798547]
陌生人,[0.3212699]
诚恳,[-0.24196221]
出来,[0.3864605]
好听,[-0.06963693]
满地,[-0.32785606]
新人,[-0.07724772]
排行榜,[0.08401499]
低调,[-0.17220558]
尘埃,[0.24392147]
不怎么,[-0.03775123]
浪漫,[-0.38891557]
早日,[0.02331895]
与否,[-0.21117948]
寄托,[-0.34672245]
地狱,[0.05744443]
许可,[-0.06499008]
你好,[-0.18529095]
也罢,[-0.25662288]
自信,[-0.41289473]
湖水,[-0.02921023]
子女,[0.00579782]
困境,[-0.30279246]
伤心,[0.10150589]
好多,[0.5006153]
快乐,[-0.44449583]
某个,[-0.44033143]
自我,[-0.08390367]
听得,[0.08419993]
不该,[0.10982754]
手法,[-0.37275374]
日常,[0.2214752]
也好,[0.3291346]
他人,[-0.16252008]
人生,[0.37497488]
节奏,[0.2825826]
电影,[0.4886685]
缓慢,[-0.1955717]
简直,[0.21443476]
一遍,[0.12777077]
不够,[0.48009712]
的确,[-0.22234085]
正好,[0.46978736]
更好,[0.41244596]
记得,[0.2490513]
父母,[0.35306948]
赶紧,[0.47440782]
不行,[-0.27827358]
永远,[-0.05780489]
背后,[-0.26263648]
努力,[-0.21152256]
不想,[0.33565703]
自由,[-0.16628826]
朋友,[0.42990863]
香港,[0.1776983]
质量,[0.41977867]
最近,[-0.23980457]
听到,[0.360955]
找到,[-0.15311366]
感觉,[0.21893963]
真的,[-0.11120392]
下去,[-0.4150956]
属于,[0.42515007]
声音,[-0.3417598]
