keyword,vector
首歌,[-0.2837727]
哥哥,[-0.47488514]
张国荣,[0.17865206]
大哭,[-0.0935455]
重度,[-0.04667305]
哀伤,[0.1738723]
走远,[0.49972644]
总能,[-0.02831322]
嗓音,[-0.17345884]
不止,[0.40682444]
自己,[0.46581998]
深情款款,[-0.16948049]
舍友,[-0.29316777]
明星,[-0.20287141]
黄家驹,[0.08546629]
世界,[-0.26254997]
物换星移,[0.38857967]
荧光棒,[0.3997578]
像是,[0.46616644]
颁奖礼,[0.05840794]
蜡像馆,[-0.23654145]
快化,[-0.20302719]
两字,[0.04867894]
深积,[-0.17547962]
杜莎,[-0.27379712]
沈珂活,[0.15206733]
唐叔,[0.42032117]
里入,[-0.05932708]
极美地,[-0.43716827]
荣迷,[-0.23182079]
随年,[0.2351952]
Leslie,[-0.20531383]
KTV,[0.01921246]
愿来生,[-0.26683173]
旧调,[0.00928845]
这歌,[0.06828517]
吹出来,[0.12677285]
养父母,[0.36905158]
载满,[-0.4161944]
感觉,[0.20464915]
焦虑症,[-0.19358243]
唱着歌,[-0.17866145]
这个,[0.01279162]
那样,[0.04410508]
辞海,[-0.03904323]
陪陪,[-0.43647987]
女皇,[0.4989162]
抑郁症,[0.429644]
光怪陆离,[0.04518741]
我们,[-0.30633873]
回来,[0.40902126]
可不可以,[-0.26053885]
诋毁,[-0.30603904]
越深,[0.10076319]
告诉,[-0.44345078]
春光,[0.3410543]
特写,[-0.00970319]
伟人,[0.2107001]
的话,[0.03014442]
一起,[-0.36588195]
太急,[0.23625748]
政要,[-0.4414883]
今生,[0.39295846]
没有,[0.4590068]
不配,[0.15723643]
小品,[-0.24841055]
落泪,[-0.09590045]
离别,[-0.3760193]
情怀,[0.44209963]
旧日,[-0.22254314]
缠绕,[-0.29850644]
一曲,[0.146023]
女朋友,[-0.0470182]
磁带,[0.15673755]
悠悠,[0.18243037]
脑海,[0.17059785]
我心,[-0.31435448]
竟会,[0.44403198]
太快,[0.07830682]
镜头,[0.31464753]
治愈,[0.43296152]
庆幸,[0.0832794]
双向,[-0.16660394]
跟风,[0.05567335]
患有,[0.03832966]
陈列,[-0.06010112]
初中,[-0.04247012]
沉淀,[0.4528595]
从没,[-0.18477444]
过得,[-0.16444963]
唯有,[0.26186174]
时光,[-0.11175253]
流泪,[0.49902594]
快要,[0.27362362]
来时,[0.08818003]
讽刺,[0.14548452]
温柔,[-0.31093907]
比起,[-0.40339833]
离去,[-0.46939054]
这样,[-0.15927942]
生前,[-0.00889645]
美好,[0.19107944]
可爱,[-0.159673]
遗憾,[-0.13085248]
难过,[0.44954795]
记住,[0.06970621]
情感,[0.30153236]
悄悄,[-0.30320564]
这份,[-0.39008]
他们,[-0.28490815]
表情,[0.00358509]
障碍,[0.18745095]
微笑,[-0.40243435]
音乐,[-0.46499103]
那边,[-0.23031329]
几次,[0.30053622]
留在,[0.19100323]
或许,[-0.04411412]
到来,[-0.14638329]
一根,[0.32541218]
