keyword,vector
大哭,[-0.08991993]
Loving,[0.25768733]
女主,[-0.34351885]
Will,[0.04933736]
男主角,[-0.10299592]
评论,[-0.33343068]
五年,[0.47754627]
点解,[-0.4667345]
单曲,[-0.22512235]
看雪,[-0.21660137]
mv,[0.22912242]
女主买,[0.43024284]
最动魄,[-0.34640282]
男主,[0.36186144]
怎忍,[-0.3255554]
will,[-0.11144277]
重游,[0.40265808]
热饮,[-0.44052777]
放不开,[0.0901598]
荒岛,[0.21561533]
一天,[0.25546226]
哀号,[0.18242978]
深爱,[0.30910513]
冰封,[-0.13773116]
不舍,[-0.10746582]
找不出,[-0.15670647]
北海道,[-0.45450887]
相亲,[-0.05795907]
倾诉,[0.21385945]
一整天,[-0.1222697]
故地,[-0.0872568]
何苦,[0.30650413]
详情,[-0.47901103]
满载,[-0.38765064]
相识,[0.437413]
原地,[-0.21673183]
动人,[-0.07207534]
形容,[-0.4067941]
勇气,[0.43990007]
记忆,[-0.39204034]
限度,[-0.25548744]
独自,[-0.48765674]
灌溉,[0.10045321]
观看,[0.30496952]
伤害,[0.02528508]
居然,[-0.07353456]
睡觉,[-0.2667333]
想要,[0.22459523]
循环,[0.03125257]
到处,[0.27773693]
远远,[0.35810322]
未能,[0.47545254]
像是,[0.4695796]
广东,[0.49909592]
故事,[0.17640582]
寻找,[0.42109632]
不用,[-0.25270808]
是不是,[-0.27480707]
小时,[-0.42615277]
喜欢,[0.33218873]
多年,[-0.06157684]
不再,[-0.46097454]
回来,[0.41503078]
原因,[-0.17529868]
一起,[-0.36315528]
一次,[0.47075108]
得到,[0.27229843]
怎么,[-0.34698743]
发现,[-0.3326936]
知道,[0.29789925]
这个,[0.01383944]
自己,[0.4626016]
可以,[0.13720173]
我们,[-0.30631498]
一个,[0.06703915]
