keyword,vector
知道,[0.2985878]
健忘,[-0.17111883]
眼泪,[0.13378105]
爱上,[0.21242516]
自知,[-0.3385074]
装作,[-0.09401133]
聪明,[0.411136]
身份,[-0.1573904]
十四天,[0.06827065]
一段,[-0.48242503]
不胜酒力,[-0.45914894]
云淡风轻,[0.20324583]
code,[0.00488418]
不记,[-0.50191766]
這首,[-0.40026045]
盗来,[-0.17572533]
谈天说地,[-0.02687796]
朋友,[0.42837867]
前女友,[0.40851787]
真真是,[0.05242131]
感觉,[0.21062513]
打呼噜,[-0.11993325]
牙疼,[0.46334043]
吃吃喝喝,[-0.29643816]
喜糖,[0.27633807]
首歌,[-0.2876314]
放轻,[0.11338155]
已经,[-0.30368555]
重温,[-0.18950962]
消息,[-0.1452419]
突然,[0.41867828]
熬夜,[-0.01798269]
辆车,[0.22567281]
涌出来,[0.09504446]
喜酒,[-0.25761467]
轰隆隆,[0.49265593]
觉得,[0.24082841]
旅程,[-0.39261806]
如何,[-0.19030537]
从头到尾,[0.15202975]
特别,[-0.24556018]
未来,[-0.43323955]
见过面,[-0.19750524]
一千多,[0.39312112]
没有,[0.46234632]
暗地里,[-0.1976598]
男生,[-0.38549992]
梦里,[0.06167889]
女朋友,[-0.0446507]
不同,[-0.00385159]
残忍,[0.23081328]
时候,[-0.33038783]
风吹,[0.14726695]
继续,[0.24352938]
聊天,[0.3776224]
但是,[-0.27965856]
想过,[-0.06582297]
要死,[0.49101192]
骄傲,[0.12386624]
大哭,[-0.08990455]
瞬间,[0.11578047]
开车,[0.0257498]
明明,[0.180071]
隐藏,[-0.29714584]
崩溃,[-0.3815655]
不吃,[-0.03190624]
收藏,[-0.46408334]
很长,[-0.15490378]
停留,[-0.23508759]
偶尔,[0.2501979]
听得,[0.07108642]
自己,[0.45667103]
就让,[-0.47666943]
感受,[-0.09524264]
人生,[0.36108804]
原本,[-0.44739535]
有没有,[-0.2747895]
半年,[0.16784821]
当初,[0.4507406]
故意,[0.31192222]
不成,[0.1725759]
音乐,[-0.4634819]
一遍,[0.11935869]
差不多,[-0.08963059]
痛苦,[-0.3292733]
奇怪,[-0.22532858]
感情,[-0.34263137]
一生,[-0.20298018]
渐渐,[0.306583]
路上,[0.13965204]
等待,[-0.16778293]
故事,[0.17448942]
情绪,[0.12240592]
别的,[0.05000445]
波动,[0.4380847]
是不是,[-0.2736148]
每天,[0.08183636]
经历,[-0.0943206]
听到,[0.36835855]
喜欢,[0.3268248]
真的,[-0.12170491]
联系,[0.318787]
以为,[0.4385458]
一句,[0.4902152]
一天,[0.2592742]
一条,[-0.366845]
说话,[0.11260315]
很大,[0.36915818]
只要,[-0.18920799]
如今,[0.26720086]
完成,[0.14976239]
一起,[-0.37050542]
看到,[-0.08592691]
经过,[0.3846588]
所有,[-0.47832954]
过去,[0.35052228]
