keyword,vector
再生缘,[0.4422158]
叶璇,[-0.48652056]
孟丽君,[0.4133127]
回憶,[-0.16224377]
TVB,[0.18608606]
现在,[-0.31984788]
上官,[0.46996638]
海棠,[-0.11235738]
当年,[0.4519406]
流泪,[0.50677997]
小学,[-0.21457756]
简直,[0.21476781]
片头,[-0.04809574]
烂片,[0.3176279]
屠龙记,[-0.42128834]
洗冤录,[0.45588627]
白驹过隙,[-0.12302958]
听的歌,[-0.24192727]
因为,[0.1327983]
上叶,[0.48870888]
光阴似箭,[0.2821093]
大红大紫,[-0.36666778]
封神榜,[0.18512088]
真遗憾,[-0.11534154]
很烂,[-0.17949887]
对叶,[0.35734582]
好羡慕,[0.372009]
厉胜,[0.33727732]
放學,[0.13289635]
歌好,[-0.00889997]
電視,[0.3690667]
懷念,[0.04605237]
出些,[0.36979234]
半红,[-0.10777859]
起来,[-0.21491176]
天龙八部,[0.3666926]
扮相,[0.10608079]
倚天,[0.11571337]
牛郎织女,[-0.01506032]
男装,[-0.39553443]
演过,[0.12231756]
心碎,[-0.34356332]
不要,[0.04826207]
天下第一,[-0.4818366]
这么,[-0.1199361]
最美,[0.29326862]
片子,[-0.3923633]
小学生,[-0.35028997]
怎么,[-0.34705094]
大学毕业,[-0.28507403]
剧中,[-0.09255843]
好听,[-0.07103915]
女神,[-0.09299046]
良心,[-0.44811407]
小时候,[-0.50316674]
之作,[0.24689569]
快要,[0.27898785]
好看,[0.45088091]
这部,[0.07960367]
好多,[0.4976904]
味道,[-0.18638341]
看过,[0.484755]
超越,[-0.05986802]
长大,[0.13793029]
路线,[-0.42926344]
中午,[0.05421167]
评论,[-0.3302941]
电影,[0.4759162]
再也,[0.12318124]
传说,[-0.49229696]
更好,[0.40846157]
允许,[-0.3757235]
记得,[0.23735736]
内地,[-0.0505748]
广东,[0.49700412]
毕业,[-0.03579874]
一会儿,[0.31941307]
新闻,[-0.43362767]
至今,[0.13994394]
最好,[-0.11311744]
大学,[-0.11160566]
喜欢,[0.33620855]
马上,[0.46205997]
认识,[-0.44979173]
真是,[-0.17899299]
总是,[-0.38151816]
真的,[-0.1161111]
多年,[-0.06737398]
无法,[-0.35763845]
不到,[-0.16190132]
以前,[0.36878046]
之前,[-0.3990901]
如今,[0.27388078]
非常,[-0.15060152]
大家,[-0.45791093]
看到,[-0.07507038]
很多,[0.42091253]
觉得,[0.24642177]
可是,[0.1445161]
当时,[0.21364856]
生活,[-0.21674804]
发现,[-0.33301687]
一些,[0.06857949]
还是,[-0.01673084]
这个,[0.01594354]
没有,[0.4635336]
一个,[0.06501256]
