keyword,vector
一首首,[-0.3516224]
基仔,[-0.00655813]
歌名,[-0.05995245]
喜欢,[0.33560467]
首歌,[-0.28197005]
哥哥,[-0.46675503]
懒得,[0.35958514]
希望,[0.31278452]
古巨基,[0.28277728]
颁奖礼,[0.05896413]
颂德,[-0.17292042]
单曲,[-0.22066781]
加林,[-0.34487155]
古太,[0.31684476]
别太红,[0.4295559]
猫作,[-0.3817124]
中来,[0.08201821]
人会,[0.49375442]
美哭,[0.1752557]
sir,[-0.27432147]
就够,[0.12561029]
为荣,[0.10063103]
作只,[0.3348322]
娱乐节目,[-0.2373065]
想到,[0.46087167]
作词,[0.207621]
歌迷,[0.1956819]
标上,[0.35918668]
好几处,[0.20088726]
他们,[-0.28415087]
痛哭流涕,[0.21726172]
了解,[0.10281883]
台子,[0.10663439]
觉得,[0.23993692]
哀伤,[0.16978447]
应该,[-0.1375379]
共鸣,[0.04887583]
歌手,[0.21765664]
歌词,[-0.33841935]
一直,[0.08197838]
作曲,[-0.40866876]
小提琴,[-0.20733783]
情人,[-0.24372359]
熟知,[-0.23669156]
不作,[0.2920067]
那场,[0.0283959]
宁愿,[-0.19742909]
一首,[-0.3029729]
欣赏,[0.01661331]
影子,[-0.23745508]
一听,[0.39257973]
这边,[0.24189167]
感动,[-0.09016654]
无限,[0.40952665]
没人,[0.03577143]
就算,[-0.32617813]
好好,[0.09556849]
留在,[0.18948787]
永远,[-0.06337183]
矛盾,[-0.49416855]
至于,[0.3511951]
想起,[0.31885892]
值得,[0.1285981]
强调,[-0.3634423]
本来,[0.4199523]
下去,[-0.4159248]
别人,[-0.34449938]
一句,[0.4855643]
注意,[-0.45863506]
多少,[0.4227892]
孩子,[-0.01369216]
第一,[0.41786987]
看见,[-0.05851071]
看到,[-0.07581259]
然后,[0.3476669]
那些,[0.21071978]
当时,[0.21559528]
发现,[-0.33229327]
虽然,[0.27914572]
时间,[-0.43101233]
因为,[0.13033019]
这些,[-0.06263129]
不是,[0.20104009]
我们,[-0.30550057]
