keyword,vector
一分钟,[0.32333818]
听的歌,[-0.24161443]
关心妍,[0.37785292]
Gavy,[0.32400835]
李玖哲,[0.23094459]
NJ,[0.4916098]
王心凌,[0.4988674]
杜雯媞,[-0.30398294]
关之妍,[-0.16982588]
Happiness,[0.2508961]
是不是,[-0.27663895]
吐舌,[0.49516577]
一秒,[0.23698825]
节奏感,[0.2643087]
理清,[0.3169366]
头绪,[0.28981826]
懒得,[0.35965142]
思绪,[0.2807231]
结局,[-0.4589268]
干脆,[-0.46092623]
漂亮,[0.25363156]
一辈子,[0.01800206]
放弃,[0.11487839]
整理,[0.25197497]
爆发,[-0.13238053]
朋友,[0.4295241]
最好,[-0.11534621]
一天,[0.2584634]
终于,[0.0612032]
不要,[0.04814279]
然后,[0.34493664]
一样,[-0.18327636]
只是,[0.32230428]
所以,[-0.14920889]
时间,[-0.4258758]
还是,[-0.02124813]
知道,[0.29796633]
认为,[-0.30135733]
不是,[0.20075695]
没有,[0.46008328]
