keyword,vector
备胎,[0.4537678]
阅之,[-0.19285502]
那货,[0.25967568]
哥养,[0.10716251]
千千万万个,[0.04163158]
完后,[-0.19968373]
shi,[0.30178043]
做牛做马,[0.20202571]
大恩大德,[-0.03045504]
大千世界,[-0.4405375]
下辈子,[-0.00783087]
久远,[-0.27654934]
宁愿,[-0.19811401]
这辈子,[0.262175]
不尽,[-0.33579287]
美好,[0.19114338]
说法,[0.24607223]
不了,[-0.32365486]
估计,[-0.13542248]
最早,[0.17519656]
朋友,[0.42386785]
年代,[0.0836461]
今天,[0.35731435]
东西,[0.1064015]
那个,[-0.49802944]
那么,[-0.08675628]
这是,[-0.29999352]
还有,[-0.45760491]
已经,[-0.2934872]
没有,[0.45770684]
