keyword,vector
粤语,[-0.40949297]
七夕,[-0.22381367]
粤语歌,[0.44880936]
首歌,[-0.278212]
情人节,[-0.236641]
喜欢,[0.3308303]
快乐,[-0.44805384]
牵牛织女,[0.19449618]
评论,[-0.33618048]
画面感,[-0.18206166]
咖喱,[0.2931714]
顶一下,[0.3133449]
凉如水,[0.3553611]
奇谈,[-0.2640711]
天阶,[-0.500674]
方力申,[-0.4167636]
邓丽欣,[-0.42385775]
情要,[0.07222997]
摇一摇,[0.1846018]
天好,[-0.46812624]
你晓松,[-0.41536245]
脑补,[0.17031655]
吉泽明步,[-0.2382611]
汤好,[-0.255234]
暗恋,[-0.01964717]
惨事,[-0.33287853]
洗脑,[-0.32149267]
念起来,[-0.15845208]
搜到,[0.48251754]
牛郎,[0.30805635]
翻出来,[0.02331844]
发条,[0.339983]
两首,[0.3684342]
夜市,[0.19424778]
宋词,[0.2706843]
唱起来,[-0.45138797]
南方人,[-0.09463511]
觉得,[0.23888081]
特别,[-0.23169468]
韵味,[-0.39187515]
诗意,[-0.44836494]
歌词,[-0.34133217]
一直,[0.07918932]
转眼,[-0.33831266]
异地,[0.00640819]
这首,[-0.3944468]
讲过,[0.13943261]
幸好,[-0.40779123]
纯洁,[0.07326701]
夜色,[0.30551404]
妹子,[-0.36718854]
幽灵,[0.23826581]
牛肉,[-0.16147636]
展现,[0.39720255]
分手,[0.3173718]
神奇,[0.01878588]
知道,[0.297919]
传奇,[0.01777691]
几条,[-0.10032894]
宋朝,[-0.39779252]
可爱,[-0.15452312]
遗憾,[-0.13086598]
复合,[-0.32218787]
放到,[-0.15159959]
一期,[-0.12443231]
好多,[0.49425882]
大笑,[0.04106917]
这天,[-0.13254435]
漂亮,[0.25267914]
也好,[0.32374015]
老板,[0.4265452]
心思,[0.16330335]
得知,[-0.3921279]
禁止,[-0.34819844]
有没有,[-0.2669943]
那天,[-0.13301788]
好好,[0.09929938]
为何,[-0.4796958]
十年,[0.1621514]
大多数,[0.07374512]
几年,[0.20074554]
中国,[-0.19666992]
难道,[-0.25173676]
晚上,[-0.2066074]
广州,[0.178847]
满足,[-0.20046003]
当年,[0.44381306]
西方,[0.02032148]
刚刚,[0.06155481]
最好,[-0.11163357]
推荐,[-0.4735451]
多少,[0.41949433]
心里,[0.4037254]
不知,[0.29903075]
