keyword,vector
司机,[0.2268546]
蓝洁瑛,[0.00035869]
吐舌,[0.5435365]
出租车,[0.10859666]
一秒,[0.24395692]
陌生人,[0.34094197]
香港,[0.1963787]
错过,[-0.11412796]
孤独,[0.5010965]
不是,[0.2278271]
受伤,[0.2810874]
一个,[0.08985454]
歌后,[-0.3653609]
评论,[-0.32790676]
翻唱,[0.13522758]
刘青云,[-0.03703536]
偶像剧,[0.04510762]
广播室,[-0.46798784]
港剧,[-0.22423056]
收录于,[-0.48393476]
台湾,[-0.20164502]
大过年,[0.0252363]
粤语歌,[0.45719194]
中岛美雪,[0.16574448]
王靖雯,[0.46730006]
看大,[0.48888877]
此歌,[-0.22550945]
蓝姑,[0.2874974]
有位,[-0.31733477]
点赞,[-0.1466092]
KTV,[0.02374023]
地戴上,[-0.4898209]
Home,[-0.07035761]
三观,[0.4121074]
Coming,[-0.08481465]
云玩久,[-0.09491351]
白絮中,[0.09941787]
点下,[0.33031625]
赞好,[-0.07622043]
赞都会,[0.31334066]
这歌,[0.08162582]
红遍,[-0.00757354]
王菲,[0.37161067]
女人,[0.00632087]
专辑,[0.3716196]
时代,[0.23670156]
意中人,[0.32471377]
容易,[0.21882601]
首歌,[-0.27660373]
一首歌,[0.03735726]
激动不已,[-0.05757583]
惊艳,[-0.11334557]
口红,[0.07991022]
翻到,[-0.20847365]
颤巍巍,[0.44976202]
动听,[-0.11047703]
唱得,[0.3419603]
秋水,[-0.48771045]
关注,[0.3176915]
巅峰,[-0.29404128]
这么,[-0.10934296]
境遇,[0.32096544]
几眼,[-0.23169318]
小红,[0.06117221]
不正,[-0.10061876]
漫天,[-0.05716074]
男生,[-0.38211298]
下雪,[-0.09838305]
孤单,[0.28579557]
乘车,[0.26279235]
飞舞,[-0.21056612]
莫过于,[0.36162177]
春风,[-0.4501761]
不愧,[0.13010763]
脑海,[0.17578973]
舍得,[0.19713534]
这首,[-0.40549684]
好听,[-0.05607121]
戒指,[0.01297088]
旋律,[-0.12251263]
编剧,[-0.35197747]
网易,[0.09297489]
改成,[-0.22773147]
妹子,[-0.3497009]
女生,[0.440915]
浮现,[0.23480278]
台北,[-0.15426509]
歌曲,[-0.06877326]
真心,[0.00429406]
太过,[0.26523024]
早日,[0.02159668]
卡车,[0.4024045]
大哭,[-0.07620785]
流泪,[0.52195936]
乘客,[0.0882815]
还是,[-0.00221012]
你好,[-0.18893352]
知道,[0.31292948]
如果,[0.3891515]
刚好,[-0.04062388]
总会,[-0.02946117]
结局,[-0.44323117]
眼神,[-0.42850494]
美好,[0.19680594]
自杀,[0.3014203]
难过,[0.46223372]
感谢,[-0.19319506]
回复,[0.09153659]
聪明,[0.43778697]
哪怕,[-0.24420391]
同学,[-0.16456513]
这个,[0.03111601]
怀里,[-0.3480053]
经典,[-0.4689997]
我们,[-0.31278023]
小心,[-0.30897084]
收到,[0.11547035]
缓慢,[-0.18639529]
泡沫,[0.41252503]
提到,[0.4810744]
放弃,[0.1158029]
叫做,[0.40318108]
正好,[0.48187494]
广东,[0.5135597]
没有,[0.4679913]
永远,[-0.05968653]
遇到,[0.4262736]
现实,[-0.31503767]
从此,[0.31241354]
