keyword,vector
罗生门,[0.13550328]
念念不忘,[-0.39795798]
耿耿于怀,[-0.37398505]
十年,[0.15650402]
自己,[0.5001514]
狄更斯,[0.4432299]
冰岛,[-0.23619305]
回響,[-0.47995263]
喜欢,[0.34091938]
一浪,[-0.39415944]
女主角,[0.1918367]
一叠,[-0.02061715]
漫画,[0.36954466]
执着,[-0.03775276]
再见,[0.22237252]
大哭,[-0.07966789]
现实主义,[0.29826212]
必有,[-0.19245063]
徘徊,[-0.29174602]
感动,[-0.08295618]
批判,[-0.24674778]
三五七,[0.4221003]
弘一,[0.04438125]
发现,[-0.3138667]
世界,[-0.2726741]
苦恋,[0.0220418]
一段,[-0.47941315]
早已,[-0.05824972]
几万里,[-0.05525706]
年积,[-0.12597829]
黄伟文,[-0.19154094]
知是,[-0.1257118]
kitty,[0.4759271]
下钟,[0.03239379]
再聚,[0.35231468]
不絕,[-0.1195894]
一鬼谈,[-0.31971845]
綿綿,[0.07724414]
大聲,[0.29500797]
麦浚龙,[-0.24047752]
地爱过,[-0.43780217]
傳遞,[-0.49632597]
演给,[0.19018205]
Wyman,[-0.48847172]
心間,[0.33075643]
不愿醒,[0.07322981]
聲音,[0.45971107]
差太多,[-0.40030378]
越紧,[0.12639463]
钟无艳,[-0.05829626]
逆袭,[0.2955743]
音傳千,[-0.18668613]
real,[-0.25960055]
歌名,[-0.04792163]
愿全,[0.45421314]
相印,[-0.02591455]
无艳,[0.30718923]
雷鳴,[0.47437012]
hello,[-0.43177027]
知道,[0.30867624]
不疼不痒,[0.30529878]
彻夜难眠,[-0.18868503]
福岛,[0.3516602]
生不如死,[-0.02467871]
握得,[-0.008124]
真的,[-0.10500272]
臆想,[0.39766255]
豆瓣,[0.30435094]
梦到,[-0.4388254]
释怀,[-0.25505888]
富士山,[0.2139877]
演化成,[0.38645583]
幻象,[-0.11656895]
无法,[-0.35459575]
首歌,[-0.27594325]
避世,[-0.11578459]
各执一词,[0.32419026]
一出戏,[-0.1759318]
男主角,[-0.09816961]
鬼魅,[-0.18941568]
十万人,[-0.08047377]
余生,[-0.45904967]
有人,[-0.24006467]
徒然,[0.08550028]
何谓,[-0.38441676]
哈哈哈,[0.21788721]
爱情故事,[0.04376962]
逝去,[-0.40933675]
每晚,[0.48850247]
觉得,[0.23894557]
了如指掌,[-0.25236994]
纵使,[0.31559286]
回音,[-0.24694996]
丢弃,[0.20142467]
科普,[-0.42314005]
从头到尾,[0.14914162]
谎言,[-0.3180917]
彼岸,[-0.29935962]
鼓掌,[0.49998552]
想用,[0.2709509]
之门,[0.1544961]
美化,[-0.45181882]
歌词,[-0.33669186]
爱上,[0.21068357]
胜过,[0.3272732]
故而,[0.1961977]
狠心,[-0.16377288]
小说家,[0.19227129]
一样,[-0.1771187]
幻觉,[0.36536148]
陪伴,[-0.47629213]
只是,[0.32557622]
无名,[0.40571642]
只有,[0.4953737]
假象,[0.3711147]
城楼,[-0.43507951]
小镇,[-0.06133068]
残忍,[0.25485212]
多谢,[0.38185143]
怀念,[0.19855441]
体面,[0.21131521]
不过,[0.15194932]
老朋友,[0.47495574]
编织,[-0.43703067]
底层,[0.2989017]
死尸,[-0.4068838]
凡事,[0.06171609]
思念,[-0.08814007]
我怕,[-0.24455823]
聚居,[-0.22857891]
地狱,[0.05747496]
