keyword,vector
好听,[-0.08828543]
粤语版,[-0.12045079]
忘记,[0.11765527]
国语,[-0.42965555]
中文,[-0.24481347]
粤语歌,[0.4397359]
alin,[0.09118801]
婚礼,[0.21167834]
粤语,[-0.42149383]
首歌,[-0.28129148]
跟你走,[-0.387612]
理由,[0.12499746]
歌词,[-0.35082713]
发音,[-0.44172925]
总是,[-0.38962454]
什么,[0.46516594]
翻唱,[0.11250126]
个人专辑,[-0.0963143]
伴郎,[0.02816936]
中老,[0.19135384]
奸笑,[-0.28810874]
单曲,[-0.2256711]
故事,[0.176246]
穿著,[-0.46825993]
醫院,[0.24393257]
欣宜,[0.32255253]
電話,[-0.2678114]
经典歌曲,[-0.24078749]
一聲,[0.22343162]
高興,[0.3166024]
红毯,[-0.15140721]
還是,[-0.33024892]
那間,[0.45229688]
趕去,[-0.3973798]
還沒有,[0.2686495]
中風,[-0.15863624]
要問,[-0.45392865]
闖紅燈,[0.23756976]
郑少秋,[-0.07583612]
你給,[-0.1291357]
英文歌,[-0.45684546]
WiFi,[0.34003708]
離開,[-0.29754624]
KFC,[0.12681924]
始終,[0.14386427]
知道,[0.29255128]
首张,[-0.12539224]
听到,[0.35841227]
不是,[0.19709842]
第二张,[0.38853252]
唱出来,[-0.16076897]
专辑,[0.3549051]
唱唱,[-0.00131599]
哭成,[0.12286919]
一天,[0.25261113]
别来,[0.031314]
神秘感,[-0.193887]
中文版,[-0.18596078]
博大精深,[0.08019385]
年月日,[-0.11467579]
先入为主,[-0.17346714]
听得懂,[-0.43273497]
通俗易懂,[-0.14625025]
撇嘴,[-0.40704897]
配角,[0.01874185]
哈哈哈,[0.20092608]
一下,[-0.20772415]
看到,[-0.07501706]
贝克,[-0.2975665]
觉得,[0.22780812]
日语,[0.01767666]
可是,[0.13334306]
不同寻常,[0.45220754]
烙印,[0.09373581]
场子,[0.20640853]
哀伤,[0.15963638]
普通话,[-0.19385989]
唱片,[-0.37442607]
惊呆,[0.20773882]
百度,[0.32103145]
爱心,[-0.07000916]
好久,[0.01621865]
想像,[-0.4065185]
一定,[0.2803093]
有种,[0.19273217]
我怕,[-0.25631404]
一通,[0.406415]
踏上,[0.25744528]
讨厌,[0.10343259]
要来,[-0.36403897]
因为,[0.12731706]
咖啡,[-0.3479049]
本是,[0.16349086]
难过,[0.44786698]
英语,[0.07818229]
深深,[0.29321027]
身影,[0.06220708]
总算,[-0.00315308]
味道,[-0.19342393]
天上,[0.01012546]
想不到,[-0.25842658]
急忙,[-0.37403378]
富有,[-0.0501756]
评论,[-0.33645505]
接到,[-0.47923064]
想象,[-0.34490848]
循环,[0.03496944]
结婚,[-0.42837033]
算是,[0.11397766]
熟悉,[-0.13132815]
更好,[0.4009124]
心情,[-0.00402156]
同年,[0.27709472]
语言,[0.02601668]
出版,[0.05134746]
衣服,[-0.45890293]
女儿,[-0.42193058]
昨天,[-0.1924297]
是因为,[0.08621456]
比如,[-0.2607971]
不管,[0.18223396]
刚才,[0.01043068]
推出,[-0.10612673]
不好,[-0.1387508]
感觉,[0.20896769]
一个,[0.06784099]
真的,[-0.1184027]
以为,[0.43463618]
去年,[0.14526199]
以前,[0.3604054]
空间,[-0.46213683]
明白,[-0.24249549]
其实,[0.33084017]
看见,[-0.06072592]
参加,[0.33595994]
心里,[0.40629306]
消息,[-0.14622921]
突然,[0.41669276]
后来,[0.40530083]
非常,[-0.16500871]
一起,[-0.37013757]
