keyword,vector
侧田,[0.38373742]
同志,[0.06005244]
林夕,[-0.11452357]
黄伟文,[-0.19404374]
多年,[-0.06734321]
乐坛,[0.12172572]
蒙面,[0.44828743]
了解,[0.11087862]
好多年,[0.04536762]
听到,[0.3609283]
开心,[0.22846088]
终于,[0.06428415]
这么,[-0.12359817]
爱恨分明,[0.20603004]
欢迎,[0.04964448]
电影,[0.47530332]
歌王,[-0.36853144]
粤港澳,[-0.49793702]
古巨基,[0.28678852]
广东,[0.4966856]
声线,[-0.20782924]
粤语歌,[0.4490261]
距唱得,[-0.44644293]
靴靴,[0.02823816]
老粉,[-0.27079776]
钟意,[0.25269607]
真系,[0.04933169]
太多人,[-0.19558893]
大爱,[-0.20908645]
老豆,[-0.3227686]
周柏豪,[0.14536534]
无变,[0.2684817]
不太高,[-0.00875096]
左甘,[0.02683198]
看同,[0.09231873]
只在乎,[0.29787338]
很火,[-0.24412939]
废柴,[-0.21124032]
点分,[0.25819987]
细个,[0.3706235]
靓仔,[-0.1002663]
粤语,[-0.40782076]
反应,[0.03481685]
喜欢,[0.3430503]
必杀技,[0.484623]
煽情,[-0.00887924]
专辑,[0.3641655]
无人不知,[0.49124342]
并且,[-0.15314989]
人地,[-0.19834483]
有命,[0.10418478]
第一,[0.42184976]
熟透,[-0.01585977]
老泪纵横,[-0.26945314]
感触,[0.15825701]
反反复复,[0.21447319]
一起,[-0.36227164]
觉得,[0.2421642]
特别,[-0.23768035]
缘分,[0.43076676]
那件事,[-0.06420825]
不服气,[0.23419137]
品味,[0.29492718]
铃声,[-0.32655734]
歌手,[0.21783239]
人品,[-0.3396285]
之歌,[-0.01012041]
在乎,[-0.19719322]
少许,[0.47782972]
怎么,[-0.3353951]
珍惜,[-0.23540278]
没关系,[0.4415572]
旁人,[0.08679705]
熟知,[-0.23554136]
网易,[0.10283624]
继续,[0.25034046]
止不住,[0.24995066]
这辈子,[0.26870316]
歧视,[0.16400701]
封面,[0.41526845]
重回,[-0.16302678]
亲爱,[0.20636529]
这张,[0.47473043]
世俗,[-0.26713416]
大哭,[-0.08724991]
小时候,[-0.49180225]
果断,[0.42824516]
流泪,[0.5022067]
百年,[-0.21856356]
世人,[0.19950183]
知道,[0.29731834]
起来,[-0.21324697]
现在,[-0.3362407]
恋爱,[0.04680408]
震惊,[0.10125323]
不是,[0.20494042]
本书,[-0.40310478]
楼上,[0.2723472]
欣赏,[0.01511799]
听听,[0.09724129]
冲动,[0.33830154]
影响力,[-0.1553115]
谢谢,[-0.11771155]
惊讶,[0.06728479]
动手,[0.27246827]
居然,[-0.07487402]
他们,[-0.2777931]
小学,[-0.21519196]
