keyword,vector
石径,[-0.3032555]
我俩,[-0.0174821]
过夜,[0.25756025]
观赏,[0.25701845]
超爱,[-0.36794966]
风声,[0.05231115]
立誓,[-0.12409833]
逝去,[-0.42348936]
耳机,[-0.34907803]
这首,[-0.4053064]
凭证,[-0.48300347]
永不,[-0.31199586]
一路上,[-0.12604769]
任何人,[-0.01271833]
感动,[-0.11361443]
奶奶,[0.2542772]
舍友,[-0.30254287]
眼里,[-0.49620342]
天空,[-0.06147062]
不善言辞,[0.45378008]
醉过,[-0.1420763]
拒绝,[-0.0122832]
酩酊,[0.43858066]
单曲,[-0.23034713]
竹马,[-0.18034866]
乐极,[-0.49659112]
听歌,[0.16212082]
泪目,[-0.34739962]
虚闻,[-0.15636024]
my,[-0.4801708]
love,[-0.39319262]
虐心,[-0.00987907]
榜前,[-0.15467206]
逃课,[-0.516646]
Farewell,[0.31242192]
凉凉的,[-0.20820752]
朋友,[0.41647327]
喜欢,[0.33143088]
别人,[-0.36566466]
强韧,[-0.37596488]
牛郎星,[-0.35478172]
水纹,[0.10026501]
专辑,[0.3497308]
很怕,[-0.20079568]
葵扇,[0.27483565]
首歌,[-0.27812114]
忘形,[0.11753759]
大洋彼岸,[-0.27874666]
夏夜,[0.3786122]
一年,[0.20268832]
共度,[-0.4044378]
织女星,[-0.16029374]
包车,[-0.11176223]
空有,[-0.272414]
险境,[0.26595503]
好点,[0.26776183]
原来,[-0.22531559]
心碎,[-0.36208043]
水鸟,[0.37983537]
石凳,[-0.08751665]
萤火虫,[-0.46563756]
刚出,[-0.38401195]
离合,[0.00527358]
自卑,[0.4084533]
心声,[-0.30391893]
山风,[0.29049534]
乘凉,[0.16397043]
唱得,[0.31225657]
心软,[0.37766433]
随和,[0.39147756]
不复,[-0.44576338]
吐露,[0.38906255]
夏日,[0.20778698]
心惊,[-0.3809759]
满天,[0.18232593]
爱上,[0.19869114]
真好,[-0.45544517]
孤单,[0.27315074]
听众,[0.48575938]
旧日,[-0.23545675]
银河系,[-0.08111957]
默契,[-0.28974873]
懂事,[0.00469835]
不约而同,[0.40692365]
不负,[-0.11826949]
好评,[-0.17517269]
时候,[-0.33328775]
家门口,[-0.4412672]
目的地,[0.40388775]
珠海,[0.06853852]
榜首,[-0.2988655]
童年,[-0.3489396]
不爱,[0.17829047]
错过,[-0.13423921]
星星,[0.05347215]
但愿,[-0.11614969]
过得,[-0.17862505]
清新,[-0.44757444]
背影,[0.10320263]
知道,[0.28820437]
人事,[0.10503552]
那年,[-0.41180044]
温柔,[-0.31080863]
差点,[0.2696255]
勇气,[0.42276388]
不好意思,[0.06627053]
同一个,[0.27061403]
多人,[0.44143355]
说起,[-0.20345086]
同学,[-0.1866081]
轻易,[0.3578822]
性格,[0.3632732]
麻烦,[0.10671886]
自己,[0.44950923]
眼看,[0.0537309]
家人,[0.05772175]
那位,[0.0106031]
评论,[-0.34261945]
当初,[0.4329764]
约束,[0.35438967]
循环,[0.03651861]
音乐,[-0.4734937]
四年,[0.37342143]
两位,[0.1775216]
记得,[0.23062882]
空气,[-0.12258604]
永远,[-0.07836825]
想起,[0.31688246]
不想,[0.32367796]
广州,[0.16570725]
别的,[0.04815197]
已有,[0.26309013]
怎样,[-0.09678721]
所谓,[-0.0725564]
变得,[0.02272964]
进来,[0.10389382]
兄弟,[-0.0325101]
听到,[0.35338214]
变成,[0.03722689]
大学,[-0.13453346]
法律,[0.04309546]
