keyword,vector
喜欢,[0.3299355]
方力申,[-0.4157804]
不火,[0.05948534]
Alex,[-0.14050955]
备胎,[0.4583477]
你们好,[0.00097819]
男生,[-0.38282877]
作品,[-0.27216402]
歌曲,[-0.08456331]
要么,[-0.31481427]
昏天暗地,[-0.47856417]
方哥,[-0.26193643]
剧火,[-0.36303067]
太装,[-0.3650068]
粤语歌,[0.44745117]
邓丽欣,[-0.42861038]
无姓,[0.33721006]
他演,[-0.42359298]
碟店,[-0.023149]
歌火,[0.09253354]
我扎,[-0.02672627]
国语歌,[0.33914825]
阿申,[-0.24099474]
很配,[-0.1740671]
综艺节目,[0.169832]
Juno,[-0.2682026]
人不火,[-0.27308294]
ABC,[0.4370298]
火才,[0.3142759]
歌有,[0.2057987]
总是,[-0.38239035]
绿帽子,[-0.2930724]
正点,[0.24173778]
甜甜的,[0.08574328]
面相,[-0.1825979]
鬼脸,[0.00480694]
友情,[-0.41751254]
高一,[0.26803485]
马尾,[-0.23915179]
最远,[0.3848432]
忧伤,[0.04095786]
默契,[-0.2749142]
不须,[-0.10170397]
无名,[0.39519203]
比不上,[0.42049932]
好消息,[-0.26908505]
理应,[0.12789711]
相识,[0.44013438]
大方,[0.2894577]
与否,[-0.2217225]
你好,[-0.19220288]
刚好,[-0.05084174]
三千,[0.08232651]
还好,[0.00563917]
常年,[0.0793852]
遥远,[0.31395635]
举起,[-0.3734878]
大街,[-0.3020554]
长得,[-0.34409115]
大笑,[0.03994684]
专用,[0.36305666]
不然,[-0.00100773]
认可,[-0.477985]
角色,[0.08553605]
任命,[0.15873271]
反正,[0.22362575]
全世界,[-0.05424139]
评论,[-0.34041393]
期待,[0.48223874]
循环,[0.04064784]
电影,[0.4763642]
头发,[-0.2938827]
双手,[-0.21821882]
没有,[0.46057573]
始终,[-0.47213662]
大陆,[0.33522028]
难道,[-0.25500104]
估计,[-0.13794439]
不想,[0.33318374]
曾经,[0.3931032]
真是,[-0.17395394]
感觉,[0.21774955]
真的,[-0.11919631]
一阵,[0.01667775]
多年,[-0.06541812]
合作,[0.01727677]
不到,[-0.16875276]
附近,[0.41050062]
代表,[0.27631024]
原因,[-0.17653662]
看到,[-0.07188133]
特别,[-0.23617907]
你们,[0.2166156]
这么,[-0.13105553]
当时,[0.20836833]
一样,[-0.18247195]
只是,[0.3234906]
不过,[0.1636783]
一定,[0.28946295]
两个,[0.22338708]
不能,[0.07844416]
还是,[-0.02528206]
