keyword,vector
首歌,[-0.27723134]
这歌,[0.09915669]
大笑,[0.09552311]
听到,[0.38942873]
重逢,[-0.39801273]
手弹,[-0.06460419]
歌词,[-0.3536135]
流浪歌,[0.30602145]
陈慧娴,[0.4446683]
仅记,[-0.4345999]
弯回去,[0.4012051]
迈不动,[0.4878817]
搜到,[0.4907247]
雨夜,[-0.16917065]
黄金海岸,[0.47474256]
吉他,[-0.03562595]
心弦,[0.09915014]
幸事,[-0.12222984]
邂逅,[0.2204659]
烽火,[-0.3731054]
泪流满面,[0.2909723]
浦东新区,[0.32664227]
听懂,[-0.27256542]
母亲,[-0.14120468]
步子,[-0.3854512]
时候,[-0.3278922]
第一次,[-0.00500147]
打动,[0.4795516]
住处,[-0.03892558]
隔壁,[0.45271704]
一句,[0.49107158]
两句,[-0.17422299]
凭着,[-0.3377475]
一首,[-0.29575226]
记住,[0.0758525]
走过,[0.01043395]
感动,[-0.09186519]
沿岸,[0.42181778]
人生,[0.36335528]
有没有,[-0.2715809]
结婚,[-0.42124155]
再也,[0.10058856]
记得,[0.2671353]
点唱,[-0.10352974]
唱首歌,[0.42678085]
仅仅,[-0.02761474]
想起,[0.31782174]
蹲厕所,[-0.19539426]
入喉,[-0.0116432]
此酒,[0.06954837]
厕所间,[0.2617647]
纵是,[0.37446457]
事过,[0.0025208]
都煜煜,[0.4197724]
这桌,[-0.09859592]
随浪,[-0.16582106]
散着,[-0.01126094]
我见,[-0.02443995]
糊在,[0.2046674]
ktv,[0.16486655]
见白,[-0.4122828]
这代人,[-0.0730355]
某月某日,[0.35085458]
嘶声,[-0.31347492]
各奔前程,[0.26409134]
倾入,[-0.12465563]
粤语,[-0.40511993]
风华正茂,[0.33025637]
本来,[0.4223702]
喜欢,[0.32477215]
饮下,[0.41320342]
转音,[-0.09373885]
一个四十多岁,[0.10640092]
牛皮纸,[-0.09514277]
异国他乡,[0.3360493]
就是,[-0.2739806]
回到,[0.1030288]
旧友,[0.45712587]
什么,[0.48292136]
一首歌,[0.03166629]
力竭,[0.04862291]
浓香,[-0.11290359]
发丝,[0.17896643]
生辉,[0.11929314]
老妈,[0.00851935]
劳碌,[-0.27392343]
一壶酒,[0.29520732]
已经,[-0.30318314]
街边,[0.35255378]
亲亲,[0.21087112]
很大,[0.3824808]
感悟,[0.06861914]
我们,[-0.2995931]
阔别,[0.19229223]
共聚,[-0.4086775]
际遇,[-0.02051598]
心安理得,[0.3826629]
男士,[-0.35122615]
的话,[0.03147499]
点滴,[0.03675429]
长裙,[-0.38843632]
糊里糊涂,[0.21056184]
暑假,[0.4142825]
仰头,[-0.20986126]
随风,[-0.26927638]
飘荡,[0.30211863]
回首,[-0.44037354]
最合适,[0.4399725]
酒吧,[0.45344096]
多好,[-0.1518005]
剧情,[-0.31533545]
重拾,[0.48216426]
相逢,[0.3048265]
一样,[-0.17592436]
淡淡的,[-0.31628695]
泪花,[0.37446332]
