keyword,vector
孙悟空,[-0.07122101]
张卫健,[0.11391547]
童年,[-0.34322977]
重温,[-0.18960236]
外婆,[-0.3667537]
西游记,[0.29690027]
外公,[-0.25572026]
DK,[0.14330475]
美猴王,[-0.20118843]
原著,[0.13954638]
空空,[-0.35761747]
爱心,[-0.0648778]
电视剧,[0.4787208]
大哭,[-0.08760718]
时光,[-0.10997671]
经典,[-0.4955901]
再也,[0.10991459]
新高峰,[-0.12227644]
弹幕,[0.0920869]
单曲,[-0.22367957]
哪部,[-0.32117623]
拍不出,[0.15221393]
林夕,[-0.11146331]
dicky,[-0.4163636]
tvb,[0.08533189]
剧给,[-0.4728388]
过恩恩管,[0.4917329]
超厚,[-0.13715583]
马骝,[-0.1322438]
最帅,[-0.14502284]
以版为,[-0.3340789]
TVB,[0.18184689]
陈浩民,[0.01717977]
会卖萌,[-0.48582166]
路人粉,[-0.44369417]
我守,[-0.12268633]
真爱粉,[-0.26643327]
恩恩,[0.01131608]
动情处,[-0.4647724]
版和版,[0.49603808]
男神,[0.03103222]
这版,[0.3153391]
耍帅,[-0.2128183]
张三丰,[-0.20762473]
年少时,[-0.36558253]
蜘蛛精,[0.43214083]
真的,[-0.11673973]
如来佛,[0.3395282]
更加,[-0.05220054]
重新,[-0.24455608]
搞笑,[0.21114431]
西游,[-0.0858412]
填词,[0.3213274]
特技,[0.3481277]
帅气,[-0.3741227]
挚爱,[-0.3283456]
解不开,[-0.49385214]
玉皇大帝,[0.16731507]
特派,[-0.3367499]
爱着,[-0.08900125]
哪吒,[0.03147088]
招人,[0.07674216]
道义,[0.04072919]
转成,[-0.03695709]
一起,[-0.36838862]
祝愿,[-0.4891857]
毛钱,[-0.46405324]
水帘洞,[0.38285002]
粘合,[-0.08737542]
情结,[0.37105682]
神化,[-0.13742238]
西经,[-0.344498]
观音菩萨,[0.4097444]
花果山,[0.2649121]
齐天大圣,[-0.19586393]
淘气,[0.25894046]
下葬,[-0.17832986]
顽皮,[0.20318681]
感人,[-0.0279719]
落泪,[-0.09671494]
分不开,[0.2823208]
一整天,[-0.11666244]
爱上,[0.2154526]
天宫,[-0.25520828]
诠释,[-0.27129686]
发疯,[-0.23667164]
饱满,[-0.34987637]
今年年初,[0.40229973]
黑白,[0.20760623]
忠实,[0.05621272]
电视机,[0.42384812]
悟空,[0.23556748]
前天,[0.30645978]
承包,[-0.12928858]
小时候,[-0.4997287]
十几年,[0.01949603]
强力,[-0.23893622]
还是,[-0.03062231]
知道,[0.2997466]
欢乐,[0.3176599]
现在,[-0.33865833]
使者,[-0.2230966]
可爱,[-0.15771964]
从不,[-0.13171391]
版本,[-0.01549445]
喜爱,[0.11029302]
大圣,[-0.05486653]
这部,[0.07668086]
娱乐,[0.49204618]
大笑,[0.03640728]
