keyword,vector
哀伤,[0.1774768]
地去,[-0.02544192]
听歌,[0.17903988]
这歌,[0.0874958]
恋爱,[0.07086108]
听到,[0.37951267]
一个,[0.09453818]
好好,[0.11180411]
你们,[0.2515646]
合唱,[-0.26850235]
表白,[-0.1564169]
朋友,[0.45386946]
喜欢,[0.3382349]
网易,[0.1031786]
高中,[0.16411014]
大哭,[-0.07289942]
分手,[0.33252066]
特别,[-0.21470292]
自己,[0.46083677]
爱情,[0.10485268]
十年,[0.18202464]
共同奋斗,[0.34911558]
抵不过,[0.24307707]
系个,[0.155477]
方力申,[-0.40250117]
邓丽欣,[-0.40116018]
查滴,[0.29995778]
个赞,[0.3322918]
心塞,[0.06781272]
没爱过,[0.2830546]
好心分手,[-0.1653441]
彩铃,[0.3523607]
首彩铃,[-0.27609614]
要忍,[-0.13427408]
没羞没臊,[0.2152797]
天远,[0.38227695]
拍拖,[0.20541386]
播放器,[-0.01001448]
头昏脑胀,[0.26794907]
多年,[-0.05759331]
传颂,[0.29281253]
六级,[-0.05688836]
午休,[0.37384385]
一句,[0.49604976]
首歌,[-0.27982974]
大二,[-0.43950254]
倔强地,[0.20888689]
厚着脸皮,[0.17228658]
无所顾忌,[-0.20864819]
他们,[-0.26606745]
人地,[-0.18849795]
希望,[0.3275695]
三千多,[0.4587034]
不敢,[-0.08682463]
心血来潮,[0.26057354]
翻版,[0.39436978]
珍重,[0.48671097]
一转眼,[-0.24442652]
合拍,[0.19049786]
今天,[0.37214193]
我爱你,[0.4354818]
回忆起,[-0.2810433]
恋人,[0.22390102]
班主任,[-0.07316764]
这么,[-0.11258881]
一次,[0.501242]
忘不了,[0.35850203]
献身,[0.4562504]
执着,[-0.02556488]
憧憬,[-0.47912166]
单身,[-0.3083558]
时隔,[-0.3372055]
大学毕业,[-0.28656965]
祝福,[-0.164647]
深情,[0.16177782]
上课,[-0.42958277]
女生,[0.43127733]
初一,[0.27486855]
肩头,[-0.13426639]
甘心,[0.21655901]
开心,[0.23437947]
还是,[-0.01626956]
讽刺,[0.1550351]
默默,[-0.3406553]
从来不,[-0.33081424]
遗憾,[-0.12483246]
女孩,[-0.42664498]
考试,[-0.09525171]
一听,[0.40665737]
来得,[0.30431765]
我会,[-0.24297144]
打电话,[-0.10673469]
情景,[0.17929879]
公平,[0.22118595]
居然,[-0.06601998]
中午,[0.067206]
单纯,[0.35842657]
兴起,[-0.23705496]
忘记,[0.12648372]
幸福,[-0.3239513]
