keyword,vector
live,[0.00294865]
蒙娜丽莎,[-0.01519128]
这首,[-0.39497617]
不是,[0.20422888]
出生,[-0.45768914]
停火协定,[-0.14891331]
埃塞,[0.11242637]
好棒,[0.4540426]
东邪西毒,[0.2840502]
马嘉理,[0.0545647]
手机,[-0.19814996]
时间,[-0.43387976]
我能,[0.31162396]
陈奕迅,[-0.16056502]
飞唱,[-0.4927115]
已迷上,[-0.37259588]
LIVE,[-0.15067108]
共死,[-0.04539263]
君恨,[-0.02324974]
高逼格,[-0.25787747]
魔方,[0.44680223]
人想,[-0.14601192]
整首歌,[0.00462875]
我来,[0.38480493]
生迟,[-0.10010957]
君生,[-0.35135388]
锁屏,[-0.19446316]
谍战片,[-0.13977557]
如果,[0.35897264]
万国邮政联盟,[0.4454284]
相忘,[-0.4017054]
水门事件,[0.07845232]
解锁,[-0.46076664]
感觉,[0.20726794]
相濡以沫,[-0.25121218]
解药,[-0.3157665]
瑞士联邦,[-0.26198724]
画布,[-0.29812643]
别人,[-0.3471729]
咸鱼,[-0.0903122]
沃尔夫冈,[-0.11131644]
咏叹调,[0.2761986]
紫云,[-0.08037654]
放在心里,[-0.25561553]
就是,[-0.27224725]
胡佛,[-0.42093477]
尘缘,[-0.17969312]
一首歌,[0.01577952]
只能,[-0.13737899]
有生之年,[-0.29584098]
匈牙利人,[-0.2318855]
一千个,[-0.16475394]
归去,[-0.06775647]
真爱,[0.42420885]
乐团,[-0.45537952]
鲁比,[0.19856994]
一起,[-0.36447975]
此生,[-0.36928892]
夜夜,[-0.20783016]
西沙群岛,[0.3233221]
烽火,[-0.39088547]
尼克松,[-0.33663195]
战地,[0.38239962]
降生,[-0.4379055]
黄兴,[0.2394885]
巅峰,[-0.28761908]
舞会,[0.30102876]
鲜活,[0.4708438]
失散,[-0.26893523]
韦伯,[0.3133265]
楼台,[-0.03144873]
魂魄,[-0.2112251]
保卫战,[-0.00554829]
可悲,[-0.176106]
台词,[0.36518666]
忘不了,[0.35552976]
吴佩孚,[0.24229242]
乱世,[0.34189442]
间谍,[0.41425762]
爱上,[0.21544608]
漫天,[-0.07444932]
丘吉尔,[0.323001]
鬼魂,[0.32712635]
不愧,[0.12909843]
拥抱,[0.47820964]
心愿,[-0.22504377]
听出,[0.25284562]
爱心,[-0.05832155]
一个,[0.06293242]
烟台,[0.23759194]
幽灵,[0.24079192]
失眠,[-0.12433697]
演唱,[-0.12820841]
两个,[0.21938244]
亲爱,[0.21034978]
相遇,[0.38078701]
人性,[-0.37532687]
了结,[0.11666199]
黑夜,[-0.37102905]
流泪,[0.49686995]
不能,[0.06748246]
无效,[-0.40377414]
江湖,[0.14867775]
生效,[0.13358817]
辞职,[-0.28506002]
对立,[-0.45020765]
对不起,[-0.28232664]
土耳其,[-0.21786813]
响起,[-0.16724774]
死去,[-0.18034753]
集合,[0.22810726]
残酷,[0.11638632]
派出,[0.1613884]
我会,[-0.25982457]
制订,[0.3771169]
清政府,[0.28125954]
小姐,[0.32629886]
一方,[0.26269054]
输入,[0.29885697]
居然,[-0.06803261]
迫使,[-0.44334236]
宪法,[-0.16822974]
那位,[0.02505585]
入侵,[-0.13375328]
家伙,[-0.1844077]
希腊,[0.4533267]
可怕,[-0.13434704]
忘记,[0.10857373]
彼此,[-0.4395898]
发明,[-0.21610597]
电影,[0.47781712]
音乐,[-0.46505114]
简直,[0.21678086]
身份,[-0.16214977]
条约,[0.23174414]
或许,[-0.04390912]
即便,[0.16400856]
相继,[-0.30308828]
现场,[0.31064135]
海军,[-0.0590099]
台湾,[-0.23837267]
永远,[-0.0791795]
签订,[0.23633577]
将来,[0.13424847]
总统,[-0.20174783]
事实上,[0.15356119]
早已,[-0.07689112]
果然,[0.1366081]
高兴,[0.3936187]
想起,[0.31772986]
不用,[-0.2535413]
唯一,[0.05766679]
爆发,[-0.14432825]
香港,[0.16954069]
