keyword,vector
喜欢,[0.33922952]
怪人,[-0.09876909]
丑八怪,[0.1975971]
十一点半,[0.38211855]
甲乙丙丁,[-0.45880234]
歪门,[-0.4466802]
抄成,[0.13659433]
方会令,[0.49264684]
eason,[0.32546216]
二零一,[0.31872725]
来怪,[0.48989347]
剪刀手,[0.3076233]
不痛不痒,[0.49201322]
最好,[-0.11304185]
薄情,[-0.24205177]
开打,[-0.45144862]
演唱会,[-0.22857179]
矫情,[0.2736132]
隔三差五,[0.33079767]
好几倍,[0.3874876]
人后,[0.19854751]
不伤,[0.08430941]
其实,[0.33024108]
音质,[0.05091398]
赤裸,[0.42235515]
试问,[-0.35896805]
死去活来,[-0.13715945]
售楼,[-0.1116284]
黑漆漆,[-0.02532458]
窝囊,[0.17255096]
哀伤,[0.17590128]
十五日,[0.06274562]
没有,[0.45901814]
干嘛,[0.15415213]
爱德华,[0.36577168]
摸了摸,[-0.1341783]
莫名,[0.46005064]
屏幕,[0.38387814]
望了望,[-0.30126578]
双腿,[0.2848809]
深情,[0.16988654]
短信,[-0.18276109]
辜负,[0.2613226]
乐队,[0.1552274]
洁白,[-0.32462668]
枕头,[-0.068066]
思念,[-0.0819709]
心疼,[-0.23200853]
四处,[0.466355]
屋子里,[0.00936199]
窗外,[0.14644688]
无比,[-0.03660581]
七月,[-0.22500029]
快乐,[-0.4421823]
漂亮,[0.2590187]
懂得,[0.01999732]
心思,[0.16955426]
眼里,[-0.47775966]
干净,[0.28070545]
气氛,[0.2759632]
无论是,[-0.27164796]
故意,[0.3147641]
更新,[0.27502412]
抬头,[0.48942804]
双手,[-0.21866222]
五年,[0.47687596]
痛苦,[-0.32932058]
从来,[0.4237142]
感情,[-0.33486927]
现场,[0.3182666]
不行,[-0.28231788]
反复,[-0.12313444]
手机,[-0.1935196]
大多,[-0.37883916]
后面,[-0.335744]
下午,[0.40367728]
背景,[-0.25873953]
身边,[0.21874118]
哪里,[0.03076877]
总是,[-0.38232136]
找到,[-0.15263362]
性质,[0.04349298]
想到,[0.45957968]
状态,[-0.20891015]
别人,[-0.34688392]
一旦,[0.49438295]
不再,[-0.45856306]
声音,[-0.34457126]
一条,[-0.37329143]
信息,[-0.4505511]
心里,[0.40529534]
相对,[0.33549258]
能够,[0.06936862]
不要,[0.04365369]
一点,[-0.02365623]
完全,[-0.3257032]
应该,[-0.13889152]
生活,[-0.21260376]
那么,[-0.08261671]
一样,[-0.18265228]
只有,[0.48920086]
时候,[-0.32239607]
情况,[0.40621832]
这种,[-0.33681282]
如果,[0.35883117]
开始,[-0.0622278]
这些,[-0.06531911]
出现,[-0.2559713]
一个,[0.06713954]
