keyword,vector
分手,[0.29487175]
电话,[-0.34260005]
妈妈,[-0.10606375]
梦境,[0.27939838]
两年,[-0.47264448]
比如,[-0.24473178]
思念,[-0.070642]
大哭,[-0.10420041]
不要,[0.05104627]
就是,[-0.24564417]
后人乘凉,[0.08236159]
夸起,[-0.39116585]
查岗,[-0.31202462]
就算,[-0.32969958]
意识,[0.27176362]
手机,[-0.17643884]
空号,[0.43910635]
深入骨髓,[-0.23339811]
不用,[-0.265487]
撩妹,[0.15919259]
不接,[-0.41612357]
粤知,[0.42589507]
竟连,[0.3357708]
前人栽树,[-0.23235182]
我来,[0.39264393]
那种,[0.3425434]
知道,[0.31438032]
如果,[0.3500205]
曾经,[0.38001975]
好久不见,[-0.1250175]
身边,[0.20345977]
青涩,[0.4419695]
听到,[0.36568326]
一个,[0.05349198]
别人,[-0.34069276]
以为,[0.42943555]
中心思想,[0.34589112]
离开,[0.02189818]
寄出,[0.1837363]
情话,[0.23956797]
首歌,[-0.29437637]
为什么,[0.10852506]
信息,[-0.43516818]
吓一跳,[-0.38532016]
磨合,[-0.00369237]
我们,[-0.29596084]
走神,[-0.15293282]
风尘仆仆,[0.19460717]
哭腔,[0.26374918]
控制力,[-0.08084621]
心碎,[-0.3488698]
七次,[0.21734911]
举个,[0.2676975]
朦朦胧胧,[-0.46615222]
熬过,[-0.35435125]
餐桌,[0.30057475]
卑微,[-0.39226723]
初恋,[-0.24057516]
相亲,[-0.05599263]
极致,[0.5053571]
接电话,[0.01375223]
大半个,[-0.3960448]
讲完,[-0.3800415]
那么,[-0.09902535]
对视,[-0.21593308]
钟头,[0.13366143]
梦里,[0.06153584]
翻看,[-0.10193111]
男朋友,[0.30870157]
煎熬,[0.24497856]
女朋友,[-0.04948306]
一分钟,[0.3317059]
异地,[0.00814549]
命中,[0.2684659]
打扰,[-0.27289665]
祝福,[-0.16419701]
吵架,[0.18466982]
静静,[0.3880098]
一二,[-0.30735868]
心血,[0.05362741]
一定,[0.2771531]
放过,[-0.4392889]
歌曲,[-0.08831242]
浪漫主义,[-0.32152122]
高中,[0.14489338]
王子,[-0.490444]
高手,[-0.29611498]
楼下,[0.10547802]
立马,[-0.42243886]
车站,[0.3341204]
出事,[-0.10527087]
不理,[0.29768106]
被子,[0.19675282]
恋爱,[0.05072636]
开车,[0.03466048]
浪费,[-0.25108922]
趁着,[0.3024563]
女孩子,[-0.20194143]
眼色,[0.18813318]
开始,[-0.05629674]
醒来,[-0.22024919]
美好,[0.19240001]
可爱,[-0.16486748]
不是,[0.19056818]
完美,[-0.25526497]
女孩,[-0.4569838]
多久,[0.17911111]
优点,[0.47161075]
力气,[0.26221693]
我会,[-0.26686302]
打电话,[-0.09312993]
第三次,[0.05314582]
犹豫,[-0.24813396]
走过,[0.00877425]
对面,[-0.39762178]
要说,[-0.23798944]
过后,[-0.19711089]
经典,[-0.5059911]
