keyword,vector
缝纫机,[0.20890433]
首歌,[-0.27691522]
乐队,[0.15690057]
叶世荣,[-0.06781883]
嘉宾,[0.058367]
大鹏,[0.00511376]
黄贯中,[0.12200487]
特别,[-0.23184156]
考研,[-0.3174431]
富士山,[0.21348773]
犹豫,[-0.24501233]
复习,[-0.26511565]
全场,[0.35460302]
他们,[-0.27697453]
足迹,[-0.2438089]
真的,[-0.11478604]
不再,[-0.45730287]
开心,[0.22364214]
岁月,[-0.21138401]
六月,[-0.32202655]
感动,[-0.09407122]
百曲,[-0.17749679]
残梦,[0.49829483]
我们,[-0.29735643]
电影,[0.4780871]
黄家驹,[0.08110848]
大声,[0.45740637]
这是,[-0.29140168]
千万家,[0.03377281]
一生,[-0.19718847]
全神,[0.41093555]
冷嘲,[0.37108716]
将军,[0.05818427]
侠们,[-0.09755778]
坐阵,[-0.4318819]
人离,[-0.0022744]
黄月,[-0.4830371]
终不,[0.48348325]
梦碎,[0.22775535]
叶尽人,[0.16332166]
驹行,[-0.16684838]
很燃,[0.14668371]
老炮,[0.2595648]
一九九三,[-0.07263835]
beyond,[0.18172719]
终不悔,[0.432396]
天妒,[0.15299024]
家散,[-0.18115497]
刚看,[0.32295454]
泪目,[-0.3477147]
BEYOND,[0.32822666]
泪洒,[0.24447124]
叹时,[-0.3125926]
泪奔,[-0.4976839]
冷雨夜,[0.05327237]
红勘,[0.30439267]
队咧出,[0.17297935]
Beyond,[0.3400439]
贯注,[-0.2238288]
香港,[0.17181402]
耍猴,[-0.00977296]
粤语,[-0.41533563]
摇滚,[-0.08613098]
何勇,[-0.20117828]
学校,[-0.0660108]
励志,[-0.25991756]
一腔热血,[0.26595968]
爆棚,[0.43238604]
摇滚乐,[0.2772591]
海阔天空,[-0.3985706]
大四,[-0.37625208]
新的一页,[0.37237245]
演唱会,[-0.2276671]
荣光,[-0.05864096]
黄梅,[0.2095353]
港台,[-0.3173778]
煎饼,[-0.03277739]
苍穹,[-0.21794617]
说到做到,[-0.34284678]
英才,[-0.41039407]
选择,[0.13229643]
很累,[0.13316368]
从早到晚,[0.21439867]
告诉,[-0.43906298]
无畏,[-0.32947877]
大三,[0.39629406]
凋零,[-0.4743831]
买票,[-0.38220727]
迈开,[0.23679367]
岔路,[-0.05519611]
觉得,[0.24246974]
键盘,[-0.0265192]
合唱,[-0.2790738]
跑步,[-0.18146846]
几支,[0.05952109]
无尽,[-0.360879]
黄花,[0.2401921]
热血,[-0.38643947]
挥霍,[-0.3062735]
家书,[0.33714518]
强者,[-0.39146167]
歌词,[-0.33927345]
表白,[-0.16407733]
情怀,[0.45092803]
体育馆,[-0.39234912]
结尾,[-0.376669]
翻开,[-0.25935555]
旧日,[-0.23378223]
莫名,[0.45898235]
单身,[-0.32555637]
今年,[-0.42060876]
镜头,[0.31358075]
拉萨,[0.10523411]
怀念,[0.20467936]
步子,[-0.38741246]
天堂,[0.2429904]
留着,[0.2984133]
悲哀,[-0.19752777]
辜负,[0.2551123]
悲痛,[0.02069987]
但是,[-0.26676312]
震撼,[0.30560404]
轨迹,[0.4032517]
世间,[0.12650928]
思念,[-0.0815016]
光辉,[-0.2872293]
空虚,[-0.2741562]
