keyword,vector
首歌,[-0.27793366]
有愧,[0.45545676]
爱情,[0.10841965]
陈奕迅,[-0.1557626]
周芷若,[0.11271586]
林夕,[-0.11474206]
某个,[-0.4409194]
于心,[0.02941151]
不要,[0.04675293]
哀伤,[0.17100716]
旁人,[0.08925463]
喜欢,[0.33732897]
幻想,[0.23367158]
对不起,[-0.27969342]
不是,[0.20549245]
一个,[0.06775138]
敢唱,[-0.38111684]
忏悔书,[-0.03346015]
人生,[0.37100434]
于心无愧,[0.2265016]
不告而别,[-0.19885844]
问心有愧,[-0.43536803]
滥情,[-0.18326917]
不知廉耻,[-0.012384]
无人之境,[-0.4180204]
不如,[0.25057128]
信心,[0.32073498]
求幫頂,[-0.45631346]
淋花,[0.40068865]
開心,[0.27406412]
只唱过,[-0.00686956]
人要,[0.37634712]
六月飞霜,[0.35962984]
裙下,[0.21581887]
親友,[-0.1008692]
告訴,[-0.07071418]
七百年,[-0.39421687]
急道,[0.05766763]
对爱过,[0.09318902]
人欠,[-0.27780142]
沒去,[-0.3644624]
這首,[-0.3927446]
沒見,[0.44257838]
之臣,[0.45981956]
Eason,[-0.04989374]
讲白,[0.38497183]
守衡,[-0.09931994]
而林夕,[0.3982675]
没伤,[-0.11517811]
冷暴力,[0.22867955]
說過,[0.15959154]
只须,[-0.34051317]
脑残粉,[-0.3466273]
婚禮,[0.056852]
機會,[0.00910068]
毛彦文,[-0.4345002]
ktv,[0.16481803]
地以,[0.48499563]
母親,[-0.3343412]
正选唱,[-0.00775067]
如歌,[-0.24083585]
這輩子,[0.16673453]
媽媽,[0.4532585]
當天,[0.08390403]
张无忌,[0.35399428]
这歌,[0.07186549]
见异思迁,[0.24641557]
半吊子,[-0.17220935]
变成,[0.05263936]
水性杨花,[-0.05002207]
不好,[-0.1286977]
真的,[-0.11074807]
浮夸,[-0.24564327]
意淫,[0.31218216]
故去,[0.36213997]
备胎,[0.4566609]
再婚,[-0.14656886]
情敌,[-0.3209413]
富士山,[0.2165345]
天下英雄,[-0.15291303]
咱们,[-0.41449136]
会心,[0.05269104]
之约,[0.46918377]
十面埋伏,[0.30343896]
蠢事,[0.26953295]
垂危,[0.06121197]
绝情,[0.27297077]
葬送,[0.19022603]
变心,[-0.22101988]
好受,[-0.07068011]
一丝不挂,[-0.05149449]
定然,[-0.0639041]
落花流水,[-0.12036623]
问心无愧,[0.06244459]
唏嘘,[0.05790566]
今日,[-0.02549293]
旧情,[0.03242857]
何能,[-0.43291482]
情歌,[0.36039034]
惨痛,[-0.44907418]
好运,[-0.06992218]
近十年,[-0.46750706]
那些,[0.20946941]
理他,[0.47112876]
犹存,[0.06881638]
内疚,[-0.3466983]
这段话,[0.03615247]
忏悔,[0.04679974]
多情,[-0.389891]
节点,[0.36541805]
泪流满面,[0.30688593]
直说,[0.22706355]
最难,[0.00861569]
执着,[-0.04141572]
几周,[0.2867929]
莫过于,[0.3543036]
相爱,[0.43234423]
否决,[0.36437607]
何用,[-0.29606777]
