keyword,vector
粤语歌,[0.46164045]
周笔畅,[0.49268115]
黄伟文,[-0.18530291]
一首,[-0.2968787]
粤语,[-0.41221896]
专辑,[0.36074764]
流泪,[0.5205137]
粵語,[0.2936852]
演唱会,[-0.2078894]
真系,[0.0486393]
乐坛,[0.12483037]
笔笔,[0.37451708]
愚人,[-0.46738482]
首歌,[-0.26423377]
望眼欲穿,[-0.43384516]
讲故事,[-0.24314114]
音乐,[-0.4516018]
内地,[-0.04674818]
艰辛,[0.41628206]
偏爱,[0.28923386]
皈依,[0.21455579]
平淡,[0.04686036]
谢谢,[-0.11285932]
引进,[0.24760196]
大碟,[0.13151465]
爱情,[0.10170443]
少说多做,[-0.24303012]
太正,[-0.2757232]
抵不过,[0.23923235]
熬过去,[-0.29780832]
林夕,[-0.12199738]
出歌,[0.09290732]
陈奕迅,[-0.15567689]
這位,[0.31886742]
歌不死,[-0.2445977]
志精,[0.14359902]
自启,[-0.44031096]
調調,[-0.32036564]
經典,[0.04111381]
红馆,[-0.36696023]
周筆,[-0.2734396]
blind,[0.35080332]
诛心,[0.12125494]
太淡,[-0.08166293]
新晋,[0.00134347]
推薦,[0.48567244]
Love,[-0.19384903]
笔畅,[0.00857607]
id,[-0.06754001]
這麼,[0.00872543]
终见,[0.11627118]
还是,[-0.03279934]
曾经沧海,[-0.25960183]
歌者,[-0.333302]
愚公移山,[-0.45354608]
这样,[-0.1440164]
喜欢,[0.35751402]
太棒了,[-0.4543713]
鬼才,[-0.452384]
铁磁,[-0.19065718]
弥足珍贵,[0.09276164]
相恋,[-0.22601274]
像不像,[0.0075881]
五体投地,[-0.1925504]
力所能及,[-0.4826406]
我们,[-0.30970052]
近些年,[0.09872117]
字字,[-0.28395912]
那晚,[-0.1880359]
洗练,[0.32282156]
珍重,[0.4765361]
词曲,[0.18322624]
初恋,[-0.23420416]
输给,[0.38807568]
一起,[-0.36859357]
祝愿,[-0.48138708]
每张,[0.36236808]
主打,[-0.19855656]
工作室,[-0.32360002]
词人,[-0.04789144]
炽热,[0.35767126]
情谊,[0.45679867]
阵容,[0.27815026]
高喊,[-0.45868728]
一杆,[-0.4030754]
生活,[-0.21281719]
比拟,[-0.08115481]
下跪,[0.29257083]
歌手,[0.2127648]
歌词,[-0.33287266]
人儿,[-0.03824966]
高质量,[-0.00436735]
深思,[0.03171222]
大礼,[0.2114692]
浓烈,[-0.34207737]
果子,[0.04394091]
最爱,[0.38971418]
脑海,[0.17402788]
这首,[-0.38399437]
天后,[-0.08705942]
珍惜,[-0.22953212]
远去,[0.3218683]
