keyword,vector
卫兰,[-0.10927731]
喜欢,[0.33617768]
好听,[-0.07863634]
杨千嬅,[0.24885719]
人红,[-0.46829224]
畅爽,[0.23452896]
粤语,[-0.41165635]
小时,[-0.43022463]
一首歌,[0.02420515]
撇嘴,[-0.40607366]
我们,[-0.30685583]
猜不透,[0.01829451]
一步,[0.05715717]
埋头,[0.47978848]
扬起,[-0.22354396]
不回,[0.20795408]
在手,[0.26536784]
奋斗,[-0.0138986]
眉头,[0.07399601]
快乐,[-0.44880107]
李克勤,[0.43415236]
非你不可,[-0.48196626]
六小时,[0.0436579]
十几遍,[0.23708509]
谭咏麟,[-0.3821796]
张国荣,[0.18244472]
曲风,[-0.41042048]
一些,[0.06314455]
林夕,[-0.11704005]
陈奕迅,[-0.15676954]
有步,[-0.08076327]
周柏豪,[0.14611635]
同埋,[0.4687643]
陈柏宇,[-0.18230094]
卫龙,[0.34525618]
谢安琪,[-0.0276691]
call,[-0.3835778]
me,[-0.34960926]
听个,[-0.06971805]
maybe,[-0.39467424]
我朝,[-0.38706422]
是不是,[-0.27717805]
张学友,[-0.03382187]
看破红尘,[-0.18079919]
王菲,[0.3557824]
憨笑,[0.05958687]
鸟语花香,[-0.3419577]
丁当,[0.44840834]
鼻音,[0.22875147]
为什么,[0.11285114]
经典之作,[0.34483102]
翻译成,[-0.06185642]
穿透力,[-0.40630057]
五分钟,[-0.430275]
鼓起勇气,[-0.1062647]
展翅,[0.43363053]
鸟巢,[0.20397669]
过瘾,[0.14759961]
张敬轩,[-0.16921476]
鬼脸,[0.0010146]
好手,[-0.14127104]
盗版,[0.03426817]
干嘛,[0.15208836]
普通话,[-0.19376731]
为了,[0.23031731]
歌手,[0.21795411]
发现,[-0.3295968]
悲哀,[-0.20017456]
半小时,[-0.27443418]
迈出,[0.11226627]
出名,[0.32426554]
迟早,[0.27412057]
讨厌,[0.1027847]
一点点,[0.14383252]
起来,[-0.22024056]
梦想,[0.04239843]
后退,[0.28812608]
不是,[0.19905962]
可能,[0.24149506]
宇宙,[-0.22010377]
不止,[0.40084326]
富有,[-0.04551203]
一夜,[-0.01676295]
爱情,[0.10581377]
成就,[-0.40011084]
再也,[0.11487427]
天气,[0.14391153]
为何,[-0.48018903]
接触,[0.41269103]
哥哥,[-0.46739364]
不错,[0.26470804]
年轻,[-0.364223]
中国,[-0.19302537]
不肯,[0.19092634]
电话,[-0.32506937]
朋友,[0.42427245]
创新,[0.04365621]
变成,[0.04934043]
不好,[-0.13416551]
相信,[0.12660243]
感觉,[0.21234965]
下去,[-0.4154832]
再次,[0.13568512]
一天,[0.2572772]
声音,[-0.34987664]
按照,[0.33907396]
今天,[0.3573829]
如此,[0.13009124]
一起,[-0.36631706]
觉得,[0.23828407]
然后,[0.34553567]
