keyword,vector
至尊宝,[-0.4384498]
孙悟空,[-0.05850783]
不曾,[0.40286708]
白晶晶,[-0.22414345]
紫霞,[-0.36148608]
无奈,[-0.11074859]
牛魔王,[-0.38121477]
想要,[0.22383665]
金箍,[0.09837811]
新版,[-0.23760685]
打败,[-0.10608244]
回忆,[0.28805274]
必须,[-0.39470017]
此恨绵绵,[-0.00683564]
好个秋,[-0.1433184]
人生,[0.3624039]
此情可待,[0.24523112]
大话西游,[-0.40386683]
一生,[-0.19482335]
深入骨髓,[-0.2538949]
老版,[-0.41921327]
我能,[0.3140808]
情欢,[0.29704648]
条狗,[-0.05347334]
未能免俗,[-0.4937892]
有句,[-0.20123926]
爱紫霞,[-0.4972901]
强说,[0.45662084]
事易,[0.5036331]
卢冠延,[-0.16094431]
时移,[-0.3206399]
根烟,[-0.35033715]
星爷,[0.01099616]
无欲无念,[0.22031574]
绝期,[-0.42170346]
不戴,[0.13206853]
催泪,[0.28247556]
有怨,[0.17195937]
还是,[-0.02498942]
天凉,[0.23916142]
看开,[0.38421297]
曾经沧海,[-0.25231487]
历尽沧桑,[0.48753226]
变回,[-0.21031187]
娓娓道来,[0.2171083]
周星驰,[-0.01652946]
无悔,[0.50071776]
惘然,[0.18848608]
原版,[-0.38500223]
七情六欲,[-0.1644791]
所爱,[0.2693027]
深爱,[0.3039258]
新词,[-0.11032532]
已经,[-0.29578108]
追忆,[-0.33921248]
职场,[-0.23423623]
别无选择,[-0.00335187]
多难,[-0.03725674]
一尘不染,[-0.31444904]
大闹天宫,[-0.02850237]
仙子,[-0.05709743]
涌上来,[0.2550681]
兢兢业业,[0.37338245]
自卑,[0.4227673]
不舍,[-0.09946299]
彷徨,[0.32291618]
致敬,[0.42449838]
四分之三,[-0.3493449]
如何,[-0.1871173]
那个,[-0.49125767]
漂泊,[-0.3039814]
淘气,[0.26165482]
沧桑,[-0.31949753]
渺茫,[-0.05105728]
第一句,[-0.21153162]
在我看来,[0.20067301]
孤单,[0.2774652]
结尾,[-0.38613436]
任性,[-0.4039132]
相爱,[0.4380968]
火气,[0.14523384]
难为,[0.20377062]
白发,[-0.3510863]
普通人,[0.05424217]
心境,[0.36465552]
收起,[0.45707735]
只是,[0.32137612]
相隔,[-0.32451263]
放手,[-0.37150627]
奔波,[-0.0200976]
一个,[0.07081828]
西天,[-0.27243978]
沉淀,[0.4530845]
世间,[0.13464263]
取经,[0.3532452]
逃避,[-0.29170978]
唱歌,[0.25140917]
嘲笑,[0.35139206]
世俗,[-0.26431412]
孤独,[0.49376747]
构筑,[-0.2507532]
百年,[-0.21758829]
上路,[0.1384526]
抛弃,[-0.4255145]
上层,[0.47691774]
多大,[0.41517922]
从来不,[-0.33142808]
只顾,[0.42692003]
同一个,[0.27681902]
人间,[-0.19715096]
这般,[-0.4274557]
那条,[0.30382216]
自我,[-0.08964086]
脾气,[-0.2387482]
代价,[0.37601706]
资格,[-0.24380217]
爱情,[0.10887584]
男女,[-0.0934708]
一辈子,[0.01576082]
而已,[-0.09305007]
电影,[0.47362643]
命运,[-0.44860086]
转身,[0.04396728]
抓住,[-0.08757994]
放弃,[0.11597999]
眼泪,[0.13642529]
