keyword,vector
陈奕迅,[-0.15354623]
一丝不挂,[-0.05183535]
林夕,[-0.11290747]
全诗,[-0.30998322]
大哭,[-0.08252414]
一首歌,[0.02393517]
病好,[0.4616314]
千丝万缕,[-0.25733048]
失恋,[-0.20594041]
万万,[-0.25404122]
顽强,[-0.46865585]
明明,[0.1871145]
从未,[-0.32687327]
围绕,[0.06070722]
断线风筝,[-0.15651648]
没想到,[-0.28506643]
粤语歌,[0.45253325]
扯线,[0.17807968]
不喜,[0.27494055]
无眠,[-0.3094155]
截胡,[-0.20334119]
复试,[0.4929546]
钟无艳,[-0.05611047]
MB,[0.4446747]
情之所累,[0.14836699]
舍割,[-0.2795429]
港乐,[-0.23370457]
偏说,[-0.05900851]
一至,[-0.00315926]
这歌,[0.07410973]
考研,[-0.31536567]
百无一用,[-0.35187194]
粤语,[-0.40410316]
别人,[-0.34746698]
聊天记录,[0.4976268]
如斯,[0.19963156]
苦情,[0.19423546]
读懂,[-0.46664968]
希望,[0.31720504]
青丝,[0.06862268]
缠绕着,[-0.05734294]
太有,[0.27922484]
撕得,[-0.125597]
拿捏,[0.10979086]
爱过,[0.00533154]
几乎,[0.43477562]
不屑一顾,[-0.3116372]
个人观点,[-0.22331564]
木偶,[-0.24479805]
松绑,[0.28464866]
巅峰,[-0.28107592]
伴侣,[-0.02758911]
大神,[0.03799892]
深意,[0.03082324]
相思,[0.41931105]
一次,[0.4773174]
撕裂,[0.200065]
安生,[0.15217355]
三部曲,[0.27562216]
词语,[0.42421484]
抑郁,[-0.14733578]
牵动,[-0.07933075]
一朝,[-0.13783017]
何苦,[0.30750468]
录取,[-0.39333513]
听懂,[-0.26303142]
遥控,[0.43712085]
发音,[-0.43563002]
牵连,[-0.13573425]
跟风,[0.06706695]
深情,[0.16441311]
只想,[0.48184207]
死活,[-0.36062068]
上天,[-0.34202033]
绳索,[0.3784259]
脱落,[0.48129523]
之作,[0.24224295]
流泪,[0.5094649]
羡慕,[-0.3728488]
诗文,[-0.24513261]
一点点,[0.148791]
贯穿,[0.24827597]
亲手,[0.10176297]
模仿,[-0.1459497]
牵引,[0.24611071]
束缚,[-0.13122685]
一首,[-0.2975042]
形容,[-0.39930865]
删除,[0.01248172]
美好,[0.18615218]
粉碎,[-0.41531077]
自杀,[0.28898567]
火车,[0.25999525]
一想,[-0.46971157]
记忆,[-0.38258687]
残酷,[0.11617519]
碰到,[-0.214051]
味道,[-0.18011072]
哪怕,[-0.25889647]
今晚,[-0.1500062]
这份,[-0.3797519]
可以,[0.14393175]
一夜,[-0.0105418]
春秋,[-0.17056628]
评论,[-0.33068475]
深刻,[0.49391752]
简直,[0.21250424]
到处,[0.28365785]
却说,[0.05274475]
摆脱,[-0.03021852]
拒绝,[-0.00598067]
心情,[-0.00455797]
上午,[-0.42905965]
广东,[0.5029407]
回家,[0.16371316]
语言,[0.04086719]
理解,[0.24912857]
通知,[-0.06806916]
不用,[-0.24231976]
下午,[0.42413378]
不想,[0.33271095]
