keyword,vector
吴雨,[-0.06234006]
备胎,[0.46227744]
评论,[-0.34410742]
大哭,[-0.08662282]
粤语,[-0.41124344]
崩溃,[-0.37892392]
座右铭,[0.35751557]
歌唱,[-0.02754524]
坚强,[0.08767983]
声音,[-0.35249433]
心疼,[-0.23754285]
心事,[-0.3639532]
光棍节,[0.2933853]
积累,[0.20191291]
每首歌,[0.20086548]
抵过,[-0.27681017]
一种,[-0.34949952]
祝你幸福,[-0.06823845]
告白,[0.13608074]
吴哥窟,[0.32153997]
不太想,[-0.26101425]
粤语歌,[0.44653103]
摔门,[0.13135989]
留不低,[-0.01760961]
围笑,[-0.2847028]
吃不胖,[-0.32625434]
紧守,[-0.15783374]
ktv,[0.16307575]
学霸,[0.37722757]
改听,[0.18920097]
没考,[0.26602605]
苏眉,[0.23853204]
微博秀,[-0.2789975]
孤独寂寞,[0.01689681]
要认,[0.32233799]
不丑,[-0.3553012]
这歌,[0.08193629]
人非草木,[0.15636599]
咬字,[0.36501116]
真的,[-0.10435071]
花花世界,[-0.34883243]
小日子,[-0.23267123]
晃来晃去,[0.30246308]
像不像,[0.01552781]
一秒,[0.23762695]
种下,[0.17545135]
懒惰,[0.13809063]
打闹,[0.3108301]
流眼泪,[-0.19991769]
撇嘴,[-0.40827504]
余生,[-0.46298495]
筒子,[-0.2830664]
默不作声,[-0.06882956]
卷子,[-0.4331116]
突然,[0.4199058]
翻着,[-0.00373424]
沉沦,[0.01192129]
好气,[-0.5063601]
佯装,[-0.09907653]
天翻地覆,[0.06282368]
千军万马,[0.14551233]
保持,[0.31764165]
歇斯底里,[-0.08993763]
鬼脸,[0.00284832]
述说,[0.11862323]
新学,[0.4269182]
安全感,[0.04428606]
极致,[0.4982622]
糕点,[-0.45628726]
社交,[-0.49971196]
倔强,[0.4902468]
血淋淋,[0.22571269]
光是,[-0.2503898]
平凡,[0.19136488]
不会,[-0.1376187]
现代人,[0.20462498]
陌生人,[0.3219881]
这首,[-0.40025604]
立下,[-0.360042]
滋润,[-0.00904401]
难看,[0.38585064]
踪影,[-0.08264009]
深情,[0.1669111]
悲惨,[0.396706]
辜负,[0.26392838]
爱好,[-0.20320924]
镇定,[-0.19545524]
太过,[0.25190347]
开心,[0.222187]
手艺,[0.27430692]
真相,[0.04991366]
终究,[-0.23160258]
路过,[0.36807856]
这种,[-0.33875993]
哪有,[0.3298812]
明明,[0.16816309]
好看,[0.43638885]
大笑,[0.04142329]
就是,[-0.27093127]
看起来,[-0.10833634]
什么,[0.4636191]
长大,[0.13839296]
清晰,[-0.5131812]
没人,[0.02499451]
无人,[-0.18988538]
不算,[0.44319263]
资格,[-0.23983608]
平静,[0.23464131]
天天,[0.31219703]
学会,[0.37859243]
生气,[0.43049026]
循环,[0.03904105]
适合,[0.13428815]
每次,[0.12606186]
怎么办,[-0.12312884]
好好,[0.095332]
眼泪,[0.1306795]
或许,[-0.04409735]
享受,[-0.07422937]
