keyword,vector
首歌,[-0.28655452]
下课,[-0.06082132]
恋人,[0.22178176]
吧唧,[0.44269958]
一路顺风,[0.15741286]
毕业,[-0.04114348]
成熟,[0.29088658]
故事,[0.17003359]
一个,[0.06359322]
这辈子,[0.2560077]
后来,[0.4035206]
最后,[-0.25445074]
幸福,[-0.34245872]
地理课,[-0.34737274]
时候,[-0.32435519]
老师,[-0.22106545]
祝你们,[0.05403575]
那鱼,[-0.07676601]
小虎队,[0.19773272]
别城,[0.11688259]
我永,[-0.38163292]
唐钊海,[-0.21328174]
去关,[0.3485931]
词有,[-0.48741794]
粤语歌,[0.4461557]
同学聚会,[-0.3775309]
词好,[0.12818153]
我要,[0.4022478]
人站,[-0.41477138]
词作,[-0.05217418]
逼格,[-0.44915557]
歌好,[-0.01011633]
Ta,[0.11779056]
或大着,[-0.07459339]
吴奇隆,[0.21524738]
陈志朋,[-0.4886328]
知道,[0.29869822]
室友,[-0.42805967]
粤语,[-0.4100504]
事业有成,[-0.15410751]
枉费,[-0.32221556]
人生道路,[-0.41178182]
热带鱼,[-0.14756584]
欢声笑语,[0.06376486]
一首歌,[0.02420778]
五百多,[-0.02850873]
潦倒,[0.44327816]
散伙,[0.0327009]
一刻起,[0.40095142]
不敢,[-0.10302188]
安逸,[-0.05750945]
我们,[-0.30990914]
孤身,[-0.18749931]
收尾,[-0.3472873]
有人,[-0.24304824]
窗台上,[-0.13294728]
亲朋好友,[-0.08136544]
坐火车,[0.12534203]
没变,[-0.04131915]
凌乱,[-0.2676554]
大家,[-0.461786]
看到,[-0.07883384]
寝室,[0.22837888]
有钱人,[-0.28763673]
友情,[-0.42892182]
落魄,[0.14088292]
打拼,[-0.06260224]
韵味,[-0.39546782]
你们,[0.21864945]
合唱,[-0.27785635]
平庸,[-0.2015805]
黯然,[-0.30022264]
生活,[-0.21910246]
养鱼,[-0.03846579]
放假,[-0.39039358]
赌气,[0.2559709]
当个,[0.46754035]
之后,[-0.25033632]
大学毕业,[-0.29005095]
意境,[0.13839531]
越来越少,[-0.14126585]
一节,[-0.14890733]
眼眶,[0.0674312]
下楼,[0.37256163]
嗓门,[0.5015225]
风吹,[0.15777388]
爱心,[-0.06426626]
高考,[0.48558444]
生命力,[0.4339317]
妹子,[-0.36190268]
送走,[0.10420711]
反驳,[-0.3441491]
当兵,[0.31321973]
演唱,[-0.1273247]
封面,[0.40909478]
亲爱,[0.21052374]
奋斗,[-0.01494176]
唱歌,[0.24759588]
甘心,[0.2010055]
大哭,[-0.09252575]
哽咽,[0.2809217]
分手,[0.3179872]
立马,[-0.42229712]
淹没,[0.11098999]
青春,[-0.3457534]
那年,[-0.39419323]
望见,[-0.0647992]
嫁给,[0.23910916]
最先,[0.18517247]
解散,[0.08623334]
抛弃,[-0.43482596]
坚守,[0.21468695]
老家,[0.3376475]
笑话,[-0.3567689]
这样,[-0.15475532]
行李,[0.06077221]
未曾,[-0.21927163]
分享,[0.19498096]
抱住,[-0.3863934]
记忆,[-0.39101106]
快乐,[-0.44271484]
谢谢,[-0.12033603]
有时候,[0.14788839]
送给,[0.33792317]
就是,[-0.2635662]
这个,[0.01738204]
邀请,[0.39234757]
