keyword,vector
王菲,[0.3469545]
如风,[0.34734413]
我要,[0.38939413]
say,[0.16309416]
媳妇儿,[-0.14736584]
喜欢,[0.32634702]
唱歌,[0.2416276]
离婚,[-0.34979323]
歌后,[-0.36980936]
古巨基,[0.27830675]
金曲,[-0.33658797]
高度肯定,[-0.4970214]
陈奕迅,[-0.15665986]
杨千嬅,[0.25097996]
逗比,[0.40930232]
菲姐,[0.12628876]
测孕,[0.05048374]
歌中,[-0.33936334]
金曲奖,[-0.23531218]
劲歌,[-0.4345162]
张宇,[0.00494268]
How,[-0.01920951]
傲娇,[-0.0356998]
goodbye,[-0.406475]
hello,[-0.42933792]
女歌手,[-0.1327125]
吐舌,[0.49833736]
野孩子,[-0.08426326]
细细品味,[0.09717277]
粤语,[-0.40730014]
老歌,[0.423466]
少不更事,[-0.34307176]
桀骜,[-0.37341303]
王家卫,[-0.4038236]
揽入,[0.13474292]
奇女子,[-0.43533412]
奖杯,[0.33193785]
不再,[-0.46357447]
首歌,[-0.29111814]
散场,[0.22146001]
评委会,[-0.08527407]
安好,[0.09912473]
一丝不挂,[-0.05307878]
中队长,[-0.40006864]
不羁,[0.25788838]
一切,[0.4753938]
粘着,[0.12303841]
爱将,[0.22425209]
人山人海,[0.4743715]
看到,[-0.07851928]
孤寂,[-0.051746]
黄金时代,[-0.37535775]
清冷,[-0.14700381]
开场,[-0.09024537]
测出,[-0.39191887]
留言,[0.21389759]
底气,[0.22062472]
妩媚,[0.11780179]
不经意,[-0.47447103]
习惯于,[0.04236]
出新,[-0.32988054]
作曲,[-0.40949973]
最爱,[0.3778871]
录像,[0.21806228]
这首,[-0.3972523]
突如其来,[-0.4767933]
常人,[-0.11495498]
自在,[-0.44246712]
爱心,[-0.07072404]
两颗,[-0.12229123]
闪过,[0.2995197]
嗓音,[-0.17484464]
错过,[-0.12762329]
讨厌,[0.09794337]
大哭,[-0.09264652]
怀中,[0.24095301]
视频,[-0.10138179]
流泪,[0.5008702]
不得已,[-0.31450093]
两道,[0.40141466]
瞬间,[0.1242366]
一点点,[0.14031067]
安心,[0.41843227]
模仿,[-0.15182644]
恋爱,[0.04173985]
同事,[0.01157237]
面孔,[-0.08583505]
认同,[0.09453706]
无意,[-0.5017062]
这些,[-0.07249728]
带到,[-0.24630329]
各位,[-0.08198101]
美好,[0.1986645]
一脸,[-0.4519221]
好多,[0.49061885]
快乐,[-0.4462006]
一听,[0.39105412]
自我,[-0.09082621]
我会,[-0.26390767]
今晚,[-0.1700405]
透明,[0.17801578]
诞生,[0.12679072]
厉害,[-0.0639668]
表情,[-4.6045254e-05]
我们,[-0.31337577]
期待,[0.47958836]
就算,[-0.33475736]
足够,[-0.2602065]
结婚,[-0.43003103]
熟悉,[-0.13343409]
眼泪,[0.12978502]
享受,[-0.08254207]
一生,[-0.19603367]
下面,[0.09260108]
广东,[0.49722028]
生命,[0.1886636]
年轻,[-0.3673785]
别的,[0.05928792]
曾经,[0.38793066]
朋友,[0.42011058]
每个,[0.41375935]
脸上,[0.1424356]
感觉,[0.20682853]
真的,[-0.11929318]
肯定,[-0.09969892]
过来,[-0.30268565]
终于,[0.05521703]
希望,[0.31273943]
眼睛,[-0.13845296]
其实,[0.32782462]
来说,[0.09868547]
只要,[-0.19754317]
有人,[-0.24392949]
所有,[-0.4814692]
