keyword,vector
孤单,[0.27077284]
孤雏,[-0.10657739]
首歌,[-0.28472286]
单恋,[-0.0643718]
聊天,[0.37085915]
恋爱,[0.04617608]
一起,[-0.36453608]
安慰,[0.33242524]
关系,[0.20408534]
我们,[-0.30789185]
母鸟,[0.3862555]
鼓励,[0.15663174]
首都,[0.43411627]
时候,[-0.329974]
哼歌,[-0.42667025]
东野,[0.32837397]
互相,[0.24589863]
故事,[0.18000387]
失去,[0.06776141]
外卖,[-0.3825336]
其實,[-0.11674138]
條狗,[-0.1743037]
AGA,[-0.04745557]
孤獨得,[0.07542884]
數不清,[-0.4693828]
爆新歌,[0.20222865]
太虐,[-0.30805597]
虽知,[-0.11466472]
过难,[-0.00803271]
覺得,[-0.22845362]
me,[-0.35179016]
Better,[-0.2362931]
曖昧關,[-0.2552615]
demo,[0.05336388]
这雨,[-0.20698898]
白下,[0.37887308]
lay,[-0.34916672]
不想,[0.3302685]
知道,[0.29976273]
如果,[0.36698636]
愿意,[-0.13439755]
这样,[-0.15481067]
自怜,[0.37154442]
喜欢,[0.33631167]
一个,[0.06866073]
点开,[-0.4110777]
桥段,[-0.29954335]
保护,[-0.00628521]
演唱会,[-0.23069115]
自己,[0.46478683]
自爱,[-0.14870542]
第八个,[-0.45321542]
真他妈,[-0.17112643]
幼鸟,[-0.41828775]
真得,[0.2895042]
孤立无援,[0.46090218]
其实,[0.3325432]
苦海,[0.11432768]
快递,[-0.44360918]
很会,[0.05209873]
水到渠成,[-0.33948103]
幼小,[-0.303648]
觉得,[0.2367855]
未满,[-0.27882934]
东西,[0.11060213]
第一场,[0.03279948]
心窝,[0.2039714]
那个,[-0.49268988]
聆听,[-0.27974403]
成全,[0.1546988]
恋人,[0.21778227]
回路,[0.34186396]
下雪,[-0.12192813]
坎坷,[0.47138923]
某人,[0.02417011]
路灯,[-0.3340465]
陪伴,[-0.48764712]
不会,[-0.1289347]
想见,[-0.29059824]
幕后,[-0.38892913]
冷漠,[-0.03905411]
孤儿,[0.48826298]
静静,[0.38975647]
自言自语,[-0.3175951]
下雨,[-0.1239203]
比喻,[0.34442472]
精品,[-0.34510168]
错过,[-0.12660474]
失眠,[-0.1205562]
年头,[0.42828712]
哎呀,[-0.12586263]
大哭,[-0.09295775]
在意,[-0.21228282]
因为,[0.13576907]
分手,[0.31581134]
流泪,[0.5014374]
明明,[0.17979608]
所有人,[0.22169778]
凌晨,[0.2600296]
一世,[-0.40123793]
度过,[-0.23952259]
放松,[0.11845499]
昨晚,[-0.06813087]
舞台,[0.26924035]
自我,[-0.09588765]
停留,[-0.22746828]
就是,[-0.2671476]
走过,[0.01352745]
夜晚,[-0.18699135]
依赖,[0.44595304]
人生,[0.36311322]
可怕,[-0.13977246]
幸福,[-0.33206552]
微笑,[-0.4058273]
学会,[0.37670976]
身后,[0.40316302]
转身,[0.0309852]
关心,[-0.28769264]
明天,[-0.18708745]
从来,[0.42534333]
回头,[-0.2033657]
路上,[0.14101012]
创作,[-0.16596541]
没有,[0.46472126]
永远,[-0.06798761]
并非,[-0.21233006]
对方,[-0.12488113]
努力,[-0.21570443]
回去,[0.20561936]
一场,[-0.30626327]
态度,[0.15877172]
朋友,[0.42778403]
至少,[-0.2540092]
刚刚,[0.06743706]
却是,[-0.03695131]
一眼,[-0.06824795]
某些,[0.21521842]
明确,[0.03329905]
感觉,[0.21339469]
听说,[0.17995624]
就要,[0.01068902]
意义,[-0.48393443]
也许,[-0.48161244]
依然,[0.04798798]
离开,[0.01134972]
身上,[-0.09256452]
