keyword,vector
千千,[-0.08823762]
首歌,[-0.29441455]
编曲,[-0.38489947]
粤语歌,[0.40815723]
静听,[0.41909865]
房东,[0.44670832]
国语,[-0.44648257]
近藤,[-0.14482015]
原曲,[0.27653128]
一個,[0.38936192]
粤语版,[-0.13525304]
千千阙歌,[0.29962322]
真彦,[0.06337007]
粤语,[-0.43540654]
时候,[-0.3472303]
大巴,[0.08493205]
日本,[-0.4477281]
纵使,[0.30634058]
求学,[-0.41013286]
当年,[0.39890245]
这首,[-0.40515724]
第一次,[-0.05904943]
喜欢,[0.31453827]
总是,[-0.39804512]
高考,[0.47873798]
演唱,[-0.13906708]
时光,[-0.13036102]
一首,[-0.34707004]
回忆,[0.254704]
背着,[-0.22309238]
觉得,[0.2132471]
今晚,[-0.20850295]
就是,[-0.29789543]
帆布鞋,[0.32158816]
港版,[-0.36856288]
翻唱,[0.09544902]
原唱,[0.09549813]
闽南语,[0.2257404]
一段,[-0.52154475]
路上,[0.10268436]
出摊,[0.02695599]
曲风,[-0.43694544]
被车撞,[-0.06136113]
龙凤胎,[0.11267102]
想起,[0.30431086]
单循,[-0.42213044]
因為,[-0.3977871]
陈奕迅,[-0.17693457]
你們,[0.37763122]
伤而,[0.14014623]
Makaino,[0.24452198]
無處,[-0.1841712]
Kohji,[-0.2879529]
林振强,[-0.23270786]
飘于,[-0.16258042]
還記,[-0.1557068]
宝丽金,[-0.34900534]
歌千阙,[-0.00642924]
喜歡,[-0.31976438]
港台歌手,[0.1445339]
听歌,[0.15261248]
看陳慧,[-0.3066731]
而音,[0.03037698]
极美,[-0.36289692]
姓葛,[-0.10251017]
歌千晚,[0.29031175]
他出,[0.3885826]
這個,[0.26410878]
音樂,[-0.38541493]
叫千晚,[-0.28693712]
壓力,[0.1942407]
要面,[-0.3809506]
這樣,[0.2202427]
红馆,[-0.40944967]
亮过,[-0.23913889]
人愛上,[-0.27728206]
不悲,[-0.44609565]
叫千阙,[-0.0734191]
演歌,[0.11340484]
晚星,[-0.17141843]
陈慧娴,[0.436968]
听国,[0.09794802]
我歲,[0.09954435]
臨多大,[-0.13232014]
離家,[0.01546261]
美的,[-0.23162383]
還好,[0.13397335]
一两点,[-0.14150731]
歌坛,[0.17165127]
几米远,[0.03462235]
热爱生活,[-0.22894171]
白衬衫,[-0.21634506]
双语,[-0.18573448]
停不下来,[0.27562404]
一边,[-0.44902885]
感觉,[0.18181051]
填好,[0.09170461]
变调,[0.41722488]
去往,[0.41322196]
演唱会,[-0.25071624]
只怪,[-0.08119693]
遥遥无期,[-0.37183416]
唱出,[-0.12080665]
沧海桑田,[0.31826156]
租住,[0.23426223]
满分,[-0.33291057]
仔细听,[-0.08187013]
年代,[0.04358373]
那晚,[-0.19660835]
唱起来,[-0.4536395]
心碎,[-0.36178643]
更广,[-0.2692309]
背书,[-0.47692084]
哀怨,[-0.1657479]
牛仔裤,[0.30249903]
词曲,[0.16334805]
巨星,[-0.44128957]
大家,[-0.49937865]
看到,[-0.10535259]
转眼之间,[-0.17347448]
一塌糊涂,[0.2107442]
专科,[-0.29813674]
可是,[0.1085237]
往昔,[-0.10656441]
风趣,[-0.45846468]
然后,[0.3264051]
勾起,[0.4881071]
十几岁,[0.27079034]
四分之三,[-0.36315757]
车祸,[-0.22077742]
音域,[0.11936031]
晒太阳,[0.02030127]
可去,[0.35057408]
感染力,[0.24221663]
哀伤,[0.16721885]
长到,[0.03611757]
马尾,[-0.25468537]
轻快,[-0.06177096]
那么,[-0.12066121]
情怀,[0.4341206]
整洁,[0.13885629]
珍藏,[-0.44810456]
大抵,[-0.26841962]
前排,[-0.2486249]
拄着,[-0.31011423]
大叔,[-0.49614733]
全场,[0.3473429]
恍惚,[0.42539144]
情趣,[0.34178668]
