keyword,vector
薛之谦苦,[-0.35591283]
南有,[-0.2309732]
周柏豪,[0.13963738]
周柏豪勤,[-0.34152567]
粤语歌,[0.44575146]
北有,[-0.50200987]
备胎,[0.45324567]
拼音,[0.14113657]
发来,[-0.0519897]
情人,[-0.25158808]
不是,[0.19948995]
爱情,[0.10093106]
因为,[0.12756845]
恻隐,[0.40976757]
我能,[0.31588694]
街为,[-0.4069654]
冷暴力,[0.22236183]
shuimian,[0.04168335]
陈奕迅,[-0.15965681]
人好,[0.42522386]
顺丰,[-0.3271961]
粤语版,[-0.11021639]
shimian,[0.24834701]
主题曲,[-0.42849362]
喜欢,[0.33485797]
笙箫,[0.41201586]
相敬如宾,[-0.20274317]
华语,[0.4567565]
大手大脚,[0.42873788]
赴汤蹈火,[-0.30910382]
周杰伦,[0.45555913]
首歌,[-0.28777108]
什么,[0.47291762]
一首歌,[0.02108762]
他们,[-0.28400132]
明白,[-0.24919043]
旗子,[-0.14724134]
快递,[-0.43968642]
密密,[-0.447914]
顺路,[-0.26318696]
浸透,[0.4690404]
身不由己,[-0.46560565]
合唱,[-0.27807185]
哀伤,[0.1687696]
低等,[0.46659446]
剧情,[-0.32032537]
歌词,[-0.33698237]
男生,[-0.37791622]
重合,[-0.13763297]
美味,[0.44302884]
恼怒,[-0.24377497]
生性,[-0.14900088]
女朋友,[-0.04539405]
只是,[0.31949583]
不同,[0.00576021]
蛋糕,[0.4843116]
珍惜,[-0.23542264]
意境,[0.13398115]
滥用,[-0.48417938]
没关系,[0.4396377]
误会,[0.25230366]
无聊,[0.01954935]
时候,[-0.3269519]
买来,[-0.14286825]
爱心,[-0.06599791]
女生,[0.42887864]
短信,[-0.18440734]
伴奏,[0.06999731]
花钱,[-0.16548738]
辗转,[0.41616723]
歌曲,[-0.08554149]
大方,[0.2858145]
不要紧,[0.0705649]
失眠,[-0.12457953]
掩饰,[-0.36731]
大哭,[-0.09394185]
展现,[0.39316493]
跨越,[0.04029389]
刚好,[-0.04795067]
睡眠,[0.03850939]
几条,[-0.10437166]
何以,[0.3906742]
可爱,[-0.15507136]
看成,[-0.39610258]
版本,[-0.02096548]
欣赏,[0.01102097]
某个,[-0.44665745]
有时候,[0.14983058]
碰到,[-0.21068047]
付出,[0.38566095]
中学,[-0.3518508]
漂亮,[0.25045267]
小学,[-0.22441484]
一辈子,[0.01601565]
其它,[-0.22480313]
很难,[-0.28319088]
头发,[-0.29485285]
遭遇,[-0.43277904]
永远,[-0.06846376]
手机,[-0.19612686]
理解,[0.24488083]
值得,[0.12718894]
那种,[0.32827714]
别的,[0.05991784]
男人,[-0.01745898]
是因为,[0.09133209]
每天,[0.08603325]
大学,[-0.11924272]
直到,[0.004123]
感觉,[0.20868678]
真的,[-0.11751633]
别人,[-0.3476743]
一天,[0.25727427]
终于,[0.0609615]
那样,[0.03555768]
声音,[-0.34840605]
真正,[0.36311647]
信息,[-0.45030168]
三个,[-0.461567]
而是,[0.2739697]
看见,[-0.06276239]
只要,[-0.19865337]
原来,[-0.22322993]
