keyword,vector
大哭,[-0.0887196]
laughing,[-0.15020768]
流泪,[0.49877527]
百听不厌,[0.33493364]
写不出,[0.0301256]
集咯,[-0.00685306]
死果,[-0.00054322]
看学警,[-0.09041161]
feel,[0.329025]
旧歌,[0.0556708]
人丑,[0.02013529]
翻煲,[-0.11910021]
剧颜值,[-0.41399306]
学警,[-0.27598605]
考前,[-0.3874588]
首歌,[-0.28218532]
整部,[-0.08916874]
感悟,[0.06769835]
花药,[0.25471553]
重温,[-0.1845133]
成名作,[0.12749778]
狙击,[0.44355762]
插曲,[-0.3401857]
阻击,[0.03648327]
掌印,[-0.29243717]
那段,[0.44016898]
网易,[0.09800256]
初中,[-0.04279834]
电视剧,[0.4743732]
连个,[0.3409673]
讽刺,[0.14939208]
画面,[-0.29397675]
一首,[-0.3017672]
这部,[0.07431521]
评论,[-0.33536917]
随便,[0.484894]
音乐,[-0.4646265]
两天,[-0.16203459]
一类,[-0.03086415]
记得,[0.24414253]
不错,[0.26235986]
最近,[-0.24492876]
脸上,[0.14448056]
感觉,[0.21122703]
就要,[0.0098619]
加上,[-0.32822093]
属于,[0.42577624]
除了,[-0.24178226]
后来,[0.40686783]
今日,[-0.02873768]
原因,[-0.17376515]
觉得,[0.23825984]
你们,[0.21137197]
这么,[-0.12821569]
当时,[0.20909968]
各种,[-0.43576217]
发现,[-0.33314335]
但是,[-0.27414024]
一些,[0.06172039]
还是,[-0.02702384]
知道,[0.29754835]
现在,[-0.3381025]
没有,[0.45756057]
