keyword,vector
杨千嬅,[0.24270302]
明哥,[0.36082062]
林夕,[-0.11737594]
首歌,[-0.28318456]
黄耀明,[0.20025954]
那晚,[-0.18729866]
老爷,[-0.04301287]
拨通,[0.01100301]
诠释,[-0.28092608]
最怕,[0.12035365]
写给,[-0.16804697]
电话,[-0.33198118]
真的,[-0.11591656]
下去,[-0.4180157]
深夜,[0.38199422]
假如,[-0.11222876]
循环,[0.03020997]
心情,[-0.00558118]
写歌,[-0.42734203]
单曲,[-0.22941966]
不怕累,[-0.3940724]
故事,[0.17176528]
粤语歌,[0.44470233]
缺根筋,[-0.44925925]
曲和词,[-0.13196868]
歌中,[-0.33662763]
迅来,[-0.19712447]
陈奕,[0.1741603]
fa,[-0.2649748]
凄美,[-0.21723469]
睡眼惺忪,[-0.14765354]
王菲,[0.35332605]
晚安,[0.14507645]
忧郁症,[-0.08110641]
想定,[-0.24057844]
唱出来,[-0.15745948]
根本,[-0.16579835]
爱哭,[-0.24515834]
别闹,[-0.01404901]
无人知晓,[0.10015404]
歌喉,[0.49463946]
于是,[0.28537932]
粗心,[0.48164928]
可不可以,[-0.2598716]
时差,[-0.16650747]
际遇,[-0.02306984]
嗜睡,[-0.34479508]
泣不成声,[-0.46407798]
贴切,[0.14213547]
越少,[-0.3129782]
说不下去,[0.00088873]
哀伤,[0.16834679]
回味,[0.30438846]
没有,[0.45460185]
最后,[-0.25163138]
心不在焉,[-0.07361941]
倾诉,[0.20272572]
歌词,[-0.34124014]
男生,[-0.38295516]
抑郁,[-0.15453506]
虚构,[-0.3625673]
听懂,[-0.26586592]
伤人,[-0.28332263]
打扰,[-0.27146295]
这首,[-0.39708677]
心慌,[0.33712664]
不在意,[-0.02456323]
提炼,[0.02533105]
那头,[-0.09702446]
烦躁,[0.48069534]
放过,[-0.4246142]
不爱,[0.17629729]
但愿,[-0.10380032]
人去,[0.35368428]
不耐烦,[-0.25605947]
舍不得,[0.21576549]
毛病,[-0.28566924]
还好,[0.00566627]
女孩子,[-0.21609665]
一首,[-0.30503413]
耐心,[0.03998116]
长久,[-0.33415997]
时常,[-0.01468548]
可爱,[-0.15767746]
路边,[0.39177343]
对话,[-0.4493589]
智慧,[0.28844804]
打电话,[-0.10969996]
看过,[0.47929826]
情景,[0.16711156]
感动,[-0.09389178]
自己,[0.46147087]
敏感,[0.01308721]
爱情,[0.10362689]
评论,[-0.3366656]
可惜,[0.19791001]
总结,[0.22468714]
当初,[0.44038305]
想象,[-0.33817273]
道理,[-0.31822997]
更好,[0.40192047]
感情,[-0.34001905]
很少,[0.11736629]
