keyword,vector
关淑怡,[0.22929691]
翻唱,[0.11712831]
原唱,[0.09565616]
王菲,[0.34779462]
妖娆,[0.03355796]
哀伤,[0.17434557]
悲凉,[0.01311599]
歌手,[0.2196446]
气质,[-0.07127898]
尽头,[0.32125524]
脾气,[-0.24415502]
底下,[0.1504145]
尚有,[0.28429925]
鬓发皆白,[-0.3518298]
评论,[-0.33559266]
林忆莲,[-0.08562393]
闪光点,[0.00390221]
张国荣,[0.17725255]
艳压,[-0.03970808]
清凛,[0.10095263]
散尽,[-0.3259873]
林夕,[-0.12295257]
阿关,[-0.1993369]
气声,[-0.32801893]
黄耀明,[0.19853002]
天之涯,[0.10901634]
冷艳,[-0.13701573]
instagram,[0.0871542]
cry,[-0.18259884]
仙儿,[-0.4119087]
齐豫,[-0.2970677]
说林夕,[0.28035632]
东方不败,[0.4191939]
起来,[-0.21154092]
迷幻,[0.47401884]
谁谁谁,[0.22697484]
服毒自尽,[-0.27316406]
坏脾气,[0.25438175]
矫枉过正,[-0.37716535]
绣花针,[-0.4796173]
荒寂,[-0.47777632]
不是,[0.20251061]
思凡,[-0.46406794]
通顺,[-0.30785626]
慵懒,[-0.44823742]
在劫难逃,[-0.21525736]
默默不语,[0.3609305]
首歌,[-0.29161087]
唱功,[-0.2299205]
多少,[0.42587766]
寒凉,[-0.19991125]
静心,[0.3565784]
躯壳,[-0.29805067]
下凡,[-0.02179707]
宿命,[-0.29811156]
冷门,[-0.47531536]
恶习,[0.25681815]
哀怨,[-0.1470716]
输给,[0.3908948]
浸透,[0.47881648]
致敬,[0.42930073]
肝胆,[-0.32139233]
无敌,[-0.43583745]
表里,[0.29380786]
句号,[-0.30571014]
前卫,[-0.40735912]
老妖,[-0.46664265]
大难,[-0.1377931]
聆听,[-0.28143927]
难以避免,[-0.33836684]
这么,[-0.12268489]
无尽,[-0.35093734]
倾倒,[0.31179163]
音色,[-0.26420033]
无赖,[0.4305112]
且不说,[0.08085731]
众生,[-0.03187752]
表现力,[-0.4674725]
屏蔽,[-0.10437194]
性感,[0.3928644]
狠心,[-0.17422257]
妩媚,[0.11446802]
多样性,[0.07944027]
单是,[-0.32492504]
结冰,[-0.14252609]
大病,[0.0668125]
药方,[-0.1457783]
不提,[-0.19669022]
那一刻,[-0.44338748]
听不懂,[-0.14313923]
这首,[-0.3908315]
迷人,[0.05834509]
冰凉,[0.33887225]
高贵,[0.1974143]
星光,[0.07157774]
无聊,[0.01400073]
可别,[0.4658285]
忧郁,[0.41022426]
向往,[-0.48126253]
有种,[0.19968903]
浮出,[-0.01985178]
体温,[0.07142437]
黑夜,[-0.37783986]
在意,[-0.20793842]
游离,[0.39586684]
水底,[0.22348537]
分手,[0.3199085]
流泪,[0.50401616]
开出,[-0.42479295]
背影,[0.09327136]
冰雪,[-0.14578623]
深夜,[0.38362902]
如果,[0.3668642]
尊敬,[0.14132704]
一味,[0.21526875]
安心,[0.4131374]
千年,[-0.10039759]
稍稍,[0.43078583]
这样,[-0.15446535]
崇拜,[-0.47135913]
高潮,[0.24245453]
杀人,[0.01100673]
绝望,[0.11855513]
别说,[0.09554011]
个性,[0.13046148]
灵魂,[-0.26456937]
如果说,[-0.43450087]
就是,[-0.27398932]
