keyword,vector
古巨基,[0.2863076]
THX,[-0.39020637]
歌手,[0.21852207]
粤语歌,[0.44286653]
因为,[0.12698801]
这首,[-0.3929869]
流泪,[0.4993518]
关心,[-0.29488996]
对话框,[0.32162327]
张国荣,[0.17644721]
我歌,[0.06420278]
拉黑,[-0.24779491]
喜歡,[-0.31014404]
心水,[-0.43386254]
必殺技,[0.21869315]
哪裡,[-0.44332427]
什麼,[-0.1620956]
永琪,[0.06965514]
不過,[0.07546186]
书桓,[0.0604245]
知道,[0.29795903]
必杀技,[0.47811192]
点开,[-0.41963056]
节操,[-0.3030386]
不能平静,[-0.44787765]
亏欠,[0.3515258]
接受,[0.08517906]
吃醋,[-0.31921434]
真他妈,[-0.17581217]
三季,[0.36161366]
一找,[0.4617706]
高音,[0.14252503]
余生,[-0.4607143]
不然的话,[-0.43064195]
初恋,[-0.23446208]
放不下,[-0.43270966]
无数次,[-0.37710413]
心动,[0.0909501]
问候,[-0.13258043]
我心,[-0.31954944]
祝福,[-0.17563187]
难忘,[-0.02405758]
守护,[0.08497642]
好听,[-0.08420151]
不看,[-0.43576172]
面对面,[-0.13502191]
无聊,[0.01651416]
网易,[0.09436317]
专心,[0.01231901]
只想,[0.47872713]
吃亏,[-0.2864383]
心跳,[0.0298215]
久久,[-0.25234073]
要死,[0.48823416]
高中,[0.1456301]
开心,[0.21848592]
生日,[0.05529042]
你好,[-0.18885283]
现在,[-0.34007293]
哈哈,[-0.47344884]
大爷,[0.08785395]
也罢,[-0.26306114]
发送,[0.3315249]
十二年,[-0.4582754]
一首,[-0.29840282]
算了,[0.22378269]
可爱,[-0.15476198]
改编,[0.03074648]
淘汰,[0.05713228]
大街,[-0.29960212]
主持人,[-0.45308164]
大笑,[0.03545472]
我会,[-0.260482]
付出,[0.38679144]
杀死,[-0.36357677]
演员,[0.39052013]
摇摇头,[0.022044]
鼻子,[-0.3931009]
比赛,[-0.42265457]
我们,[-0.3070677]
学会,[0.38283014]
那天,[-0.13679226]
每次,[0.12642579]
放下,[-0.04621579]
激动,[0.21110578]
等于,[0.35664216]
好好,[0.09701052]
眼泪,[0.13225119]
首都,[0.43436533]
记得,[0.23949407]
渐渐,[0.3110493]
互相,[0.24348484]
遇到,[0.42853132]
故事,[0.17326672]
她们,[-0.11730156]
不了,[-0.3267449]
女儿,[-0.41982928]
每天,[0.08242654]
听到,[0.3605687]
第一次,[-0.03232232]
感觉,[0.21193768]
意义,[-0.4919324]
即使,[-0.36628076]
推荐,[-0.47477308]
看看,[-0.00066262]
一句,[0.48291016]
希望,[0.3088158]
选择,[0.12253376]
眼睛,[-0.14181796]
不敢,[-0.1038119]
任何,[0.4862122]
后来,[0.40968838]
不要,[0.0431137]
一起,[-0.3686354]
看到,[-0.07042132]
特别,[-0.23967089]
