keyword,vector
张国荣,[0.1795917]
thanks,[-0.41925538]
Monica,[0.07983901]
哥哥,[-0.46761775]
香港,[0.17871943]
monica,[-0.25752917]
基仔,[-0.0057434]
英文名,[0.24431077]
乐坛,[0.11332177]
首歌,[-0.26629588]
填词,[0.32583755]
影迷,[0.12535779]
歌手,[0.21983828]
这首,[-0.39382967]
签名,[0.46992674]
有钱,[-0.3325656]
经典影视,[-0.21751235]
李克勤,[0.43032292]
棒棒,[0.09486807]
大头鞋,[0.49022812]
地理课,[-0.33826834]
记得,[0.24989511]
劲舞,[0.2659687]
这才,[-0.15563375]
坷垃,[0.11570186]
谭咏麟,[-0.38223493]
奸笑,[-0.28027228]
林夕,[-0.1192042]
陈奕迅,[-0.16285923]
歌路,[0.40414435]
骚有,[-0.13254303]
快歌,[-0.13279222]
多骚,[-0.25500298]
有段,[-0.18754481]
leslie,[-0.27880788]
黎耀辉,[-0.37839538]
荣迷们,[0.47145453]
三栖,[-0.16475165]
聚聚,[0.5047625]
劲歌,[-0.431666]
MV,[-0.47933918]
梁文道,[0.34958047]
时好,[-0.00573578]
何宝荣,[0.41008794]
填词人,[0.01297078]
我要,[0.4008243]
爆口,[0.38078803]
梁朝伟,[0.45753548]
女荣迷,[0.16217835]
快题,[0.42344368]
时有位,[0.26499093]
有个,[0.4806781]
作品,[-0.2674506]
张学友,[-0.02391054]
歌坛,[0.200359]
粤语,[-0.4106481]
趣闻,[-0.24733606]
追悔莫及,[0.3110571]
会唱,[-0.4614509]
故去,[0.3601976]
飞出去,[0.03856279]
歌迷,[0.1956754]
人潮,[-0.11341499]
此曲,[0.31710598]
音乐史,[-0.19747421]
异彩,[0.16557065]
二郎腿,[0.42441565]
地位,[-0.28434646]
起脚,[-0.10030902]
保镖,[0.36210456]
翘着,[-0.17572528]
销魂,[-0.03761716]
亲亲,[0.20311941]
一下头,[0.01144496]
年代,[0.08597135]
鼻祖,[-0.3473526]
突然,[0.43178856]
咖啡馆,[0.20548356]
画着,[0.35097593]
添上,[-0.2535239]
巨星,[-0.42335975]
接班人,[0.3129674]
接力,[-0.02109331]
酒吧,[0.47008666]
倾倒,[0.31518057]
复出,[0.23994407]
性感,[0.38131857]
向前走,[-0.28924277]
急匆匆,[0.15979595]
唯独,[-0.06871703]
名副其实,[0.24171469]
远去,[0.32686916]
里程碑,[0.13257475]
簇拥,[0.13496639]
改成,[-0.2490369]
女生,[0.43731338]
爱人,[0.09271505]
记起,[-0.2170935]
歌曲,[-0.08380552]
抒情,[0.08061367]
哎呀,[-0.11692128]
热潮,[0.3139341]
开心,[0.22215058]
呐喊,[-0.12573226]
主角,[0.03592333]
原谅,[0.03664673]
背影,[0.10436987]
青春,[-0.35360742]
拥挤,[-0.46972603]
谈论,[0.4098493]
饭店,[0.41903436]
演绎,[0.19972542]
业界,[0.04713247]
离去,[-0.47393274]
成为,[0.44348535]
英文,[-0.35281974]
可爱,[-0.15703234]
