keyword,vector
备胎,[0.45558763]
联系,[0.32024616]
正常,[-0.36546594]
首歌,[-0.28054887]
一首歌,[0.02321659]
评论,[-0.33430222]
姐姐,[0.22403337]
哀伤,[0.17026274]
祝福,[-0.16462219]
找到,[-0.15481351]
一个,[0.06586435]
独家,[-0.06116116]
知道,[0.29570857]
记忆,[-0.39069107]
小伙子,[-0.18767904]
自己,[0.46304262]
这条,[-0.02728015]
就算,[-0.3341619]
讨人厌,[-0.34555393]
天崖,[0.24713208]
林夕,[-0.11776293]
各安,[-0.13783142]
搜过,[0.39277238]
噶女,[0.03985425]
声行,[-0.10517922]
粤语版,[-0.11160351]
钟意,[0.25139958]
退伍费,[0.37322265]
男票,[0.01810944]
id,[-0.0829563]
再系,[0.12901072]
恶龙,[-0.48529723]
经常,[0.09296294]
算好,[0.1532388]
并茂,[0.04715656]
粤语,[-0.41615403]
等距,[-0.44095314]
新华书店,[0.35755473]
司仪,[-0.18863882]
几多,[-0.21923761]
有心人,[0.14168267]
交集,[-0.00413976]
订婚,[-0.09401251]
突然,[0.41829976]
伟人,[0.20719491]
初恋,[-0.23479791]
自带,[0.38171548]
怎会,[0.0589354]
情侣,[-0.06565578]
迷失,[-0.17638859]
账号,[0.14655545]
害羞,[-0.43934798]
敬酒,[0.24308543]
多长时间,[0.12834267]
会用,[0.0625028]
绅士,[-0.49165216]
女朋友,[-0.05333129]
下台,[-0.28762797]
长辈,[0.45358694]
只是,[0.32617944]
毫不犹豫,[-0.01482624]
捂住,[0.18187036]
好听,[-0.077544]
时候,[-0.32666996]
救出,[0.31838375]
网易,[0.10093467]
打探,[-0.4883605]
爱人,[0.0923109]
姐夫,[0.211018]
下班,[-0.25855988]
怀抱,[-0.41001004]
骑士,[-0.3437268]
大方,[0.29044494]
良心,[-0.45744097]
上台,[-0.14522651]
分手,[0.3130856]
原谅,[0.04216921]
你好,[-0.18834636]
哈哈,[-0.48137286]
婚礼,[0.22229327]
删除,[-0.00321942]
看不到,[0.24256101]
公主,[0.44908166]
平行,[-0.13211119]
分开,[-0.03219484]
酒店,[-0.3879768]
伤害,[0.01968855]
嘴唇,[-0.297297]
无限,[0.4113441]
他们,[-0.29310846]
彼此,[-0.43736926]
有没有,[-0.26786333]
等到,[0.13341486]
命运,[-0.4527835]
结婚,[-0.42480424]
海洋,[0.48535675]
种种,[-0.32871035]
知识,[0.33172518]
从来,[0.4217684]
一对,[-0.13279611]
感情,[-0.33486226]
回头,[-0.20231198]
上来,[0.32307416]
路上,[0.14167108]
放心,[0.42342535]
对方,[-0.13031991]
距离,[-0.4551838]
不想,[0.3311143]
别的,[0.05587358]
男人,[-0.0177983]
愿意,[-0.13041584]
朋友,[0.42453265]
身边,[0.21651967]
到底,[-0.43135124]
所谓,[-0.0579523]
学生,[0.2832184]
第一次,[-0.03085228]
喜欢,[0.33272174]
里面,[-0.39770165]
直到,[0.00408061]
相信,[0.12464268]
部队,[-0.31737036]
本身,[-0.2791022]
接着,[-0.00128596]
先生,[-0.39405847]
依然,[0.04848523]
面前,[0.4626149]
看着,[-0.45326993]
过来,[-0.30299988]
一天,[0.25643456]
终于,[0.05870277]
方向,[-0.38936803]
只能,[-0.13687874]
多少,[0.42068362]
这时,[0.36989105]
希望,[0.30793363]
除了,[-0.2410117]
其实,[0.32953802]
很大,[0.3737874]
回来,[0.41517374]
告诉,[-0.44164747]
后来,[0.40689528]
然后,[0.34581408]
你们,[0.21549825]
当时,[0.21026763]
为了,[0.23492338]
一直,[0.08277293]
这里,[-0.10236523]
怎么,[-0.34635416]
不会,[-0.12798907]
对于,[0.01936175]
世界,[-0.26868862]
所以,[-0.14857887]
现在,[-0.34007457]
