keyword,vector
哥哥,[-0.47805208]
刘嘉玲,[-0.37735745]
张国荣,[0.17483306]
KTV,[0.00664421]
Leslie,[-0.20207728]
生前,[-0.01564496]
首歌,[-0.2823296]
去世,[0.43151113]
多少,[0.42247507]
但求,[0.0704869]
歌词,[-0.3469781]
一个,[0.06312482]
倒霉,[-0.34739342]
分开,[-0.03664871]
也好,[0.3177847]
一日,[-0.50602746]
半年,[0.16747324]
敢爱敢恨,[0.32724702]
爱火,[0.06674974]
记得,[0.23927382]
吴清源,[-0.3481914]
永远,[-0.06687]
一种,[-0.34969476]
单曲,[-0.2239959]
不知羞耻,[0.40746963]
莫文蔚,[0.04099388]
基佬,[-0.36689988]
度過,[-0.04622657]
娈童案,[0.21784744]
我唱給,[-0.18757546]
泪目,[-0.35289702]
cd,[0.4381934]
泪点,[0.11855897]
烂牌,[-0.39481932]
爱情专一,[-0.1551566]
必唱,[-0.38430262]
uncle,[0.22799598]
合照,[-0.1545136]
国考,[-0.23629299]
昨天,[-0.19852611]
美好时光,[0.34462842]
张学友,[-0.02990449]
汪涵,[0.46921244]
不是,[0.19094558]
励志,[-0.26069316]
色拉寺,[0.29009864]
难挨,[-0.35123116]
暂别,[0.26249376]
直呼,[-0.48317719]
万念俱灰,[-0.1994659]
看着,[-0.45773414]
风流倜傥,[-0.36394146]
演唱会,[-0.22895057]
心地善良,[0.05693447]
年月日,[-0.1084897]
哭个,[-0.49492598]
莫须有,[0.09960634]
老妇人,[-0.25040713]
敢言,[0.40135288]
字字,[-0.28888538]
身经百战,[-0.40398395]
今天,[0.35970584]
杰克逊,[0.23501252]
乳腺癌,[0.39305362]
黑猫,[-0.00714094]
活在,[-0.23107111]
巨星,[-0.4267175]
看到,[-0.07546266]
逝去,[-0.4145792]
觉得,[0.22641174]
一棵树,[-0.05159153]
偶像,[-0.01508675]
脊梁,[-0.1503163]
心内,[-0.48233917]
专一,[0.36026448]
格调,[-0.05716315]
尽心,[0.47403368]
抓到,[-0.34788024]
爱护,[0.00821856]
屏幕,[0.38565424]
告示,[-0.4185497]
那一刻,[-0.45257768]
好听,[-0.08340751]
曲子,[-0.00353504]
优雅,[-0.034957]
拉萨,[0.10397541]
最坏,[-0.15988216]
幼儿园,[0.4839114]
怀念,[0.20271975]
宽容,[0.00970286]
过往,[0.30619317]
查出,[-0.10917918]
真诚,[-0.17716874]
汉奸,[0.12607844]
睡不着,[0.28595933]
坚强,[0.06742182]
骄傲,[0.13112327]
善良,[0.3670546]
大哭,[-0.09550925]
签名,[0.46126065]
预料,[0.0910638]
孤独,[0.4885534]
心目,[0.1101892]
流泪,[0.4977244]
风雨,[-0.3526699]
渡过,[0.38047177]
还是,[-0.02940296]
画面,[-0.29692966]
一首,[-0.30941844]
留给,[0.15712376]
感叹,[0.35049397]
大师,[-0.10346168]
长久,[-0.34152523]
转到,[0.22534405]
之声,[-0.46358666]
遗憾,[-0.13179354]
分享,[0.19132113]
欣赏,[0.01500957]
教会,[-0.11655075]
一期,[-0.1273746]
安静,[-0.36389512]
度过,[-0.23816921]
死者,[-0.22909647]
人间,[-0.20742573]
谢谢,[-0.128099]
离婚,[-0.34827513]
甚么,[0.39658064]
我会,[-0.26761517]
品质,[-0.36160988]
信仰,[0.09936448]
说起,[-0.20123228]
