keyword,vector
最火,[0.09296101]
首歌,[-0.28710735]
这首,[-0.39189294]
gem,[-0.32323492]
邓紫棋,[-0.50199413]
粤语,[-0.4154815]
听到,[0.35067677]
最好,[-0.11468634]
快乐,[-0.44600117]
小姐,[0.3281713]
简直,[0.21152732]
记得,[0.23948315]
下世纪,[-0.14137499]
内地,[-0.05580464]
歌单,[-0.42975393]
忽如一,[-0.4273108]
能爱到,[0.3826917]
粤语歌,[0.44473293]
妈蛋,[-0.04151936]
卖萌,[-0.4252452]
这首入,[0.04144032]
点赞,[-0.15458453]
GEM,[0.23705478]
猴塞,[-0.32094854]
夜邓,[0.4164502]
红馆,[-0.37704265]
成名曲,[-0.33126494]
高逼格,[-0.2560213]
研三,[0.49201107]
同学聚会,[-0.3796196]
比会,[-0.21451895]
邓妞,[0.2930481]
爆款,[-0.01471803]
没火,[0.12041022]
妹纸,[-0.04418067]
还是,[-0.03413779]
这歌,[0.07216965]
考研,[-0.32144493]
流连忘返,[-0.29911432]
喜欢,[0.33035973]
不是,[0.20147079]
专辑,[0.3585711]
根本,[-0.17448439]
大四,[-0.38094202]
才华横溢,[-0.04301821]
第二句,[-0.40060148]
大二,[-0.45772758]
疾风,[0.35694677]
演唱会,[-0.23398833]
识货,[-0.31030267]
一首歌,[0.02295503]
红得,[0.29604802]
绯闻,[-0.3908692]
大三,[0.40002233]
原因,[-0.17567316]
觉得,[0.23809434]
虽小,[-0.29945582]
这么,[-0.13546234]
真是太,[-0.15671012]
女友,[-0.08078921]
苦于,[0.46057442]
歌手,[0.2200856]
结尾,[-0.38989738]
出新,[-0.3272342]
宝藏,[0.23064901]
好听,[-0.08254144]
大红,[0.2256134]
时候,[-0.33034033]
打动,[0.48530486]
女生,[0.4203818]
歌曲,[-0.08901599]
真心,[-0.00347071]
演唱,[-0.13012597]
焦虑,[-0.18800594]
要死,[0.48092163]
视频,[-0.09157555]
流泪,[0.5014364]
压抑,[-0.1224298]
默默,[-0.35323936]
青春,[-0.34891856]
氛围,[-0.22895348]
宿舍,[-0.38857728]
奇迹,[0.13234632]
英文,[-0.35643768]
多人,[0.44281322]
爆炸,[-0.05567679]
团队,[0.34368768]
无人,[-0.19749926]
随便,[0.48157653]
而已,[-0.10539061]
当初,[0.44077128]
床上,[-0.11423679]
泡沫,[0.38184348]
音乐,[-0.4609333]
心情,[-0.00593757]
一下子,[0.49265897]
不行,[-0.27979344]
毕业,[-0.03217659]
看好,[0.07541727]
早已,[-0.07382359]
常常,[0.33888993]
面对,[0.09234699]
别的,[0.05851221]
当年,[0.4455826]
朋友,[0.42093426]
更是,[-0.07666362]
每天,[0.08580545]
香港,[0.17729126]
不好,[-0.1341543]
感觉,[0.20875393]
一个,[0.0661897]
推荐,[-0.47626707]
声音,[-0.3508798]
希望,[0.3112632]
如今,[0.27106515]
不知,[0.30116898]
