keyword,vector
林夕,[-0.11102063]
时见,[0.05585533]
海深,[0.23444457]
林深,[0.45010692]
梦醒,[-0.10231278]
情敌,[-0.32385364]
也好,[0.33458218]
不见,[0.4004799]
歌词,[-0.3422432]
救出,[0.31675813]
大哭,[-0.09338395]
随机,[-0.35826364]
三百种,[-0.05713739]
字字珠玑,[-0.04955736]
东邪西毒,[0.28908348]
反顾,[-0.11864558]
悔不当初,[-0.2952761]
不错,[0.26986426]
杨千嬅,[0.25447014]
必属,[-0.478552]
时续,[-0.05693868]
时雾,[0.45028546]
吴雨,[-0.0623912]
字换,[-0.39339462]
事说,[-0.2912475]
谢安琪,[-0.01248275]
我输,[-0.19597982]
云听个,[-0.13254017]
这夜,[0.32716295]
女歌手,[-0.13481718]
愿意,[-0.1231626]
浴巾,[-0.27543044]
宁为,[0.49447873]
盖世英雄,[-0.4430021]
拿得起,[-0.25367755]
喜欢,[0.337936]
消防员,[-0.25853145]
封印,[0.1329031]
七彩,[0.26992044]
首歌,[-0.26861072]
什么,[0.47868612]
冲进去,[-0.15945777]
浪涌,[0.4815026]
痛觉,[0.4215286]
入耳,[0.04716568]
应景,[-0.25880653]
跌进,[-0.44830382]
一生一世,[-0.20158774]
春色,[0.13657577]
心惊胆战,[0.5049243]
很久以前,[0.2452633]
枯草,[-0.10916287]
情歌,[0.35962912]
红尘,[0.05282192]
穷得,[0.03540974]
含着泪,[0.20925017]
画画,[0.4614386]
得救,[-0.27304116]
祥云,[0.22249146]
有些,[-0.03198285]
几人,[-0.29982546]
放得,[-0.27732986]
台词,[0.3641779]
听过,[0.19311568]
金箍棒,[0.08903223]
凡人,[-0.13875519]
惨淡,[0.30935985]
出品,[-0.4069889]
那句话,[-0.36974236]
放肆,[0.2802162]
拥抱,[0.47720176]
出来,[0.38393432]
播放,[0.2523201]
旋律,[-0.11330172]
网易,[0.10390113]
淘宝,[-0.3986037]
精品,[-0.34757277]
镜子,[0.22986801]
当做,[-0.19779707]
瞬间,[0.12245708]
化为,[-0.42491743]
写出,[-0.2717158]
半夜,[-0.19067807]
得不到,[0.12087824]
梦想,[0.05594953]
眼神,[-0.4375568]
美好,[0.19578028]
做个,[-0.00835629]
看待,[-0.29342228]
付出,[0.39790213]
酒店,[-0.3860656]
过后,[-0.20322382]
绘画,[-0.09325669]
经典,[-0.49062482]
难得,[-0.00872193]
想想,[-0.22801647]
敏感,[0.0154554]
浑身,[0.3967159]
眼里,[-0.47356835]
我们,[-0.30461827]
评论,[-0.33773842]
总结,[0.2398378]
适合,[0.1498462]
却说,[0.05132704]
说法,[0.24380444]
区别,[0.02830633]
一名,[-0.396818]
两人,[0.26950222]
昨天,[-0.18802667]
对象,[-0.2851123]
似的,[0.48186085]
身边,[0.22313401]
香港,[0.18458723]
到底,[-0.42724988]
变得,[0.02906357]
最近,[-0.24399376]
经历,[-0.09250736]
直到,[0.01019936]
真是,[-0.17698677]
总是,[-0.3837364]
相信,[0.1240425]
以为,[0.43919066]
看着,[-0.44673982]
看看,[0.00298337]
一句,[0.48670068]
一天,[0.26372388]
终于,[0.06654687]
才能,[0.19648187]
声音,[-0.34006187]
重新,[-0.2377101]
以前,[0.3746435]
多少,[0.41932535]
三个,[-0.44886005]
