keyword,vector
陈小春,[-0.32446295]
山鸡,[0.18123688]
歌词,[-0.3480306]
啼笑,[0.1144457]
粤语版,[-0.11919682]
姻缘,[0.11557701]
真是,[-0.18005836]
同步,[-0.1397278]
专情,[0.05853929]
小秘书,[-0.28814766]
陶喆,[-0.42666233]
真性情,[0.4731965]
徐小凤,[-0.08639649]
歪门,[-0.44682613]
点赞,[-0.1613989]
jasper,[-0.2609225]
歌里,[-0.34103698]
freestyle,[0.48484603]
黄伟文,[-0.20459561]
rap,[-0.4573387]
吴亦凡,[0.41559854]
屌丝,[0.24398994]
老歌,[0.41624835]
风华正茂,[0.32979158]
喜欢,[0.33498552]
真情实感,[0.3714064]
以为,[0.43319714]
二锅头,[-0.07501868]
原版,[-0.3969049]
花心,[0.11192867]
唱功,[-0.2402721]
抱紧,[0.38701984]
浪荡,[-0.35261056]
不羁,[0.25864816]
纠结,[-0.17724034]
轻浮,[-0.07114047]
有件事,[0.49095538]
情歌,[0.36273378]
深入人心,[-0.16764627]
组团,[0.15392989]
桌面,[0.20871945]
超前,[-0.02866718]
歌手,[0.21866651]
名气,[0.18527302]
一品,[0.05362733]
过时,[-0.09599368]
更能,[-0.20944826]
时候,[-0.33357102]
女神,[-0.10304742]
到头来,[-0.11111868]
大哭,[-0.09747625]
一刀,[-0.27207214]
艺人,[-0.45560354]
还是,[-0.03123786]
预备,[0.13589688]
几条,[-0.11146166]
一首,[-0.30824566]
个性,[0.12577184]
回复,[0.07306536]
软件,[-0.33036387]
味道,[-0.19118993]
经典,[-0.4982154]
难得,[-0.01053019]
已经,[-0.30138746]
我们,[-0.308987]
当初,[0.43766326]
音乐,[-0.47161433]
真实,[0.08106201]
自动,[-0.4307469]
上去,[-0.23034675]
十年,[0.16030693]
感情,[-0.33886218]
没想到,[-0.29785672]
习惯,[0.07773168]
看好,[0.07457998]
装备,[0.13320036]
所谓,[-0.06710365]
结合,[-0.3578872]
一个,[0.06029772]
真的,[-0.12343061]
不得,[-0.40959653]
别人,[-0.35338217]
即使,[-0.37030604]
正常,[-0.37501276]
大部分,[0.42449573]
看看,[-0.00467583]
今天,[0.35408488]
觉得,[0.2338517]
可是,[0.13035144]
基本,[0.00275388]
甚至,[-0.39723942]
那么,[-0.09755649]
一直,[0.0806478]
不会,[-0.13451105]
一种,[-0.3518867]
其中,[-0.434625]
不是,[0.2004598]
什么,[0.46900463]
