1.113892365456821132e-01,7.677981779478438348e-04,3.187087199224035050e+00,1.467552963266110511e-01,1.584215621588759004e-01,1.104540766505339944e+00,4.872583123043319232e-03,2.146249999999999825e-01,-2.981479951519174776e+01,2.586928419038609483e+00,-3.413991006412510631e-01,2.869244585281325310e-01,-1.008255419497591510e-01,4.657287487638792634e-01,-9.035249661061479920e-02,1.351965703618108194e-01,-1.611810219965610913e-01,6.205809942260062106e-01,6.794405872413497582e-02,-5.265875525512202504e-01,-1.435048000398909118e-01,1.783898866957300822e-02,9.644914804558090814e-04,9.845427097605356434e-03,3.068076305900255957e-02,3.330328931216482158e-02,2.901538388663998502e-03,7.838813830681929523e-03,1.961461050723365546e-02,3.628467240884636260e-03,1.099572527118602462e-02,1.240497786498824181e-02,2.836402897484564117e-03,1.705406008546068650e-02,2.619629348250441733e-02,6.524159383672573174e-04,3.611641412099207415e-01,3.239987602673209677e-02,3.376335362164933906e-02,3.173719940293266983e-01,4.189300860108685631e-03,5.988674206366547542e-02,2.135470064862504458e+00,5.146019679620230658e-01,2.424310388622759882e-01,2.356219598647183444e-01,1.863028975677888388e-01,3.324373016861633667e-01,2.296968453976933888e-01,2.731554483130440025e-01,2.617538476806157144e-01,3.547882180723174739e-01,2.118805151080920546e-01,2.306166664906192376e-01,2.628615726422254273e-01,2.059302657406310647e-02,8.760797614864679426e-04,9.211909142712065152e-03,4.268297221816482606e-02,1.671425631816509869e-02,8.503219514796113085e-03,1.389610915754025539e-02,1.110654386761312715e-02,3.061418188558076049e-03,7.458935443420123407e-03,1.340488322276144409e-02,2.356648831938191763e-03,8.234556793149093792e-03
1.146433041301627015e-01,1.558590355711394690e-03,3.270742627682300618e+00,1.589192710268366449e-01,1.673222884926598708e-01,9.419231079934180517e-01,4.543258818476175395e-03,1.776874999999999982e-01,-2.793744568976317311e+01,2.302432206548483240e+00,-9.997580051742449569e-01,2.899730838539912869e-01,-2.497942504001494091e-01,-3.535285530587306546e-02,-2.289548619065821244e-01,-7.022671400066387015e-01,2.558113242742842200e-02,1.741295333279655466e-01,-2.691245507572920803e-01,-2.801141229244338282e-01,-9.932649702781233547e-02,4.149245847962309934e-03,4.081997865857481603e-03,6.145425173359308178e-03,2.282963624855379250e-02,8.323380305681122790e-03,1.788901592641428673e-02,2.911026365408851766e-03,1.620050715211416399e-03,2.527833470307093346e-03,1.420847964615687131e-01,8.303665629979303103e-03,2.400981168346858104e-03,4.154311959168560664e-02,2.299747558596922439e-02,6.261277041198508352e-04,5.142080709262614180e-02,2.558762466750934619e-02,2.181252869643633338e-02,3.423797078678232353e-01,3.685471282440729718e-03,4.828750970748025423e-02,1.012289395933075209e+00,5.308206603635448051e-01,2.449618503629703015e-01,2.008633607304886881e-01,1.858478810091497013e-01,2.047457867912787777e-01,2.907143666640737423e-01,3.234864126795130024e-01,2.345588743040298296e-01,3.886779701825170963e-01,2.815851689809968361e-01,1.717685136963851278e-01,1.489184134269715687e-01,6.325519047895447958e-03,3.891627451511715970e-03,5.109468469585379952e-03,2.948221470523105028e-02,8.080113220860737563e-03,1.393096403414108807e-02,2.210691366773627833e-03,2.666821547685644875e-03,2.409337102203370010e-03,6.962105565490982195e-02,6.393565908936128979e-03,2.180783116839705819e-03,1.411718683829637881e-02
1.627346683354192469e-01,2.139881511752383253e-03,3.246386400941639661e+00,2.083553284067366229e-01,1.816145355148022222e-01,1.711125481369553114e+00,4.089076201413137553e-03,2.389375000000000249e-01,-2.648594678702280092e+01,9.505672594527869723e-01,-1.334986974218831168e+00,5.657361669194349574e-01,1.879062991506762897e-02,3.271756100852404314e-01,-3.966157806717814371e-01,-2.339893277412379846e-01,-1.096318275689236177e-01,-3.463849300697084410e-01,-2.220581414180338997e-01,-2.438832670614027587e-01,-2.307294762291656198e-01,3.163620233201171195e-02,3.818390634330027372e-03,7.481595619511888576e-03,2.662680452251274185e-02,7.667712114256482019e-03,4.786565471488446813e-03,6.212573220983853492e-03,1.265663975683592977e-02,4.580859738004506090e-03,1.332012791397784238e-02,8.629923161630468839e-03,8.671347517896162843e-03,1.505376505560967679e-02,2.174354620847840022e-02,1.122244116803235593e-03,9.820964973909480922e-02,1.256920804380877790e-02,9.391908753445843069e-03,2.058124119504128879e-01,1.760326493618912446e-03,6.046664240513111716e-02,8.144458550015267750e-01,3.448400754921039368e-01,2.755085781547709223e-01,1.707663273280793370e-01,2.568749778923727356e-01,2.381047949452877732e-01,2.399535600944870950e-01,1.633030784291071846e-01,2.808190484801179609e-01,2.849085681530091896e-01,1.894542299483180925e-01,2.212918330726311444e-01,2.089796642784448599e-01,3.582916022402445055e-02,4.059778450313245891e-03,5.028361909523382245e-03,1.719205573819820865e-02,4.394975460908879389e-03,5.016424810606895206e-03,6.877518424036565409e-03,2.584737950698840631e-02,4.062928409787244441e-03,7.923621380161239777e-03,6.553744108414558817e-03,1.008060189128493628e-02,7.375826312819017475e-03
9.662077596996246354e-02,1.175863245488783029e-03,3.244128567251539863e+00,1.527746643512883917e-01,1.651690977579592379e-01,5.932413156374801710e-01,4.490705398473405531e-03,1.175000000000000072e-01,-2.866375476069947581e+01,2.355195647260061698e+00,-1.009714368842072219e+00,2.064385319391270346e-01,-1.707397232016469035e-01,2.057610902474532946e-02,-2.953683238295677360e-01,-7.158442408396925583e-01,-2.270000083203935759e-01,4.964049288950348471e-01,-2.187999530747238713e-02,-5.642588224181110945e-01,-1.277556010009632814e-01,1.670871427359616650e-03,9.301406013216019768e-04,3.724241581183956960e-03,2.261641448330709708e-02,5.570040274239916427e-03,1.536016427200034753e-03,7.589208381909415616e-03,1.594496556232570875e-02,3.748161705585158297e-03,1.919094105076242784e-01,7.724086826561471844e-03,1.837381293046557850e-03,5.304801494600721451e-02,1.348615147186607230e-02,6.145945696725842698e-04,4.558843283804275143e-02,2.128642482219973361e-02,1.782177269671893910e-02,3.036449400784462793e-01,2.614971835499839241e-03,3.153371211893709475e-02,1.104594247681472297e+00,4.975013332857696202e-01,2.262511716610299817e-01,1.856408932011151258e-01,1.645948564391088997e-01,2.570255732820690420e-01,1.787334686888889246e-01,3.153626165942806092e-01,1.514106185782763681e-01,2.625425867164229987e-01,2.976386873760106244e-01,2.500081379288972006e-01,1.230078477752894195e-01,1.280506770569441203e-03,1.099092068547775176e-03,2.632730508370511278e-03,1.850738866107558625e-02,4.569585641285196960e-03,1.449841891212064107e-03,8.509305047773344302e-03,1.602768085498452663e-02,3.722032657638407824e-03,6.880169789695383953e-02,5.856480840097346569e-03,2.113334260118319378e-03,1.699037948335511278e-02
1.457759699624530669e-01,1.011706134008844840e-03,3.274357689869970223e+00,1.578365892627471290e-01,1.587817783970155716e-01,1.289809589492612263e+00,4.306257770487629394e-03,2.166875000000000051e-01,-2.929817861635405052e+01,2.279827305138396376e+00,-3.375166657231375433e-01,2.456800055544904049e-01,-4.187883095301392529e-03,1.837731582949736764e-01,1.585286649764530154e-01,-1.414086104349136508e-01,-1.323152441998552697e-01,9.798371335155504624e-01,-1.578163602235382879e-01,-3.996462507814567688e-01,-1.287477199438857300e-01,1.420988746734432907e-02,6.689191234982662165e-04,5.698725743629194651e-03,1.557090408173778494e-02,2.542254135755143279e-02,9.808868766220551517e-04,3.440670249276022406e-03,8.460689979935534510e-02,2.343989598701434231e-03,4.267243207999683874e-02,7.103937099391050350e-03,2.368359653944439834e-03,3.161396450919604778e-02,3.048527844434519365e-02,7.350305903115969281e-04,2.379477957881518876e-02,2.067914502897940862e-02,1.877843013525683918e-02,4.236903359567340543e-01,4.160679286258612761e-03,8.558144421397666235e-02,1.238609791311491293e+00,4.547492921477855332e-01,3.828743521319306065e-01,2.461612347536189238e-01,2.734222357317244168e-01,2.736528293583188054e-01,3.754360146740686188e-01,3.311799933657025852e-01,2.974539951859529463e-01,3.916668487761350570e-01,1.727931478351265038e-01,2.210904385913594339e-01,3.148816438147126751e-01,1.727653310403413911e-02,6.736170047850366773e-04,4.820167885225074868e-03,1.913393723566176804e-02,1.616227421843053833e-02,1.087231458113401298e-03,2.031841830171026049e-03,4.190004525729781187e-02,2.680477043466271067e-03,6.767477415897041326e-02,6.310893647076301106e-03,2.414773391829971080e-03,1.253935730862139331e-02
1.042553191489361819e-01,1.212104084024581653e-03,3.231828398147631898e+00,1.433467463016050991e-01,1.511040391625078638e-01,7.810513923237433209e-01,6.050365558994155908e-03,1.611874999999999836e-01,-2.864440046914464943e+01,2.725196344896344325e+00,-8.296014075598787674e-01,1.213959448049678758e-01,-1.005542475109275913e-01,-5.358516305114673084e-02,-1.140541044540861887e-01,-6.474896864217074555e-01,3.145735577164372743e-02,2.270506549897086113e-01,-2.255726840140850342e-01,-2.097710078658639454e-01,4.892611216888449743e-02,2.368191854241349925e-03,3.541296554027269141e-03,1.142932956220438570e-02,1.217826835667342594e-02,7.375443914473528775e-03,2.093231347004087528e-02,2.686414655898416992e-03,9.154081255379580007e-03,5.476970479403646397e-03,1.534260666974910925e-01,7.028613305987874323e-03,2.894524514032895124e-03,4.300568387657159597e-02,3.418191858666073946e-02,7.555092104069200971e-04,1.716863526857246303e-01,3.127542794400508391e-02,2.694505083137669829e-02,4.194969380422260419e-01,5.803144365875610722e-03,5.075365596437363819e-02,1.041650777668572392e+00,6.660488572377991634e-01,2.924662026019895777e-01,2.680277650294769498e-01,1.894639124730587987e-01,1.549902534172379887e-01,2.903669802548541901e-01,5.589068809447377273e-01,2.145181254362908685e-01,3.960044380854038093e-01,3.077608625992241942e-01,1.834045346484284855e-01,1.503342478283675454e-01,3.326936792035747274e-03,3.043480282268176164e-03,1.495304662771116365e-02,1.362386917919263321e-02,5.796315368304858634e-03,1.470075056210224523e-02,2.631900047074759406e-03,1.945476954458717420e-02,9.965546296974875720e-03,7.077139238377540276e-02,6.679611764539114538e-03,3.075160078256509305e-03,1.734167774278634264e-02
1.152690863579474423e-01,8.584261358717839002e-04,3.234827932244284998e+00,1.561178338217743544e-01,1.577841079361829435e-01,1.220355426082511352e+00,4.236251768051950070e-03,1.861875000000000058e-01,-2.877992129173554758e+01,2.126334752763909819e+00,-4.941040447082328813e-01,7.670246370117628221e-01,-6.102540099572232452e-02,1.598527314799839949e-01,-4.766254944099747592e-01,1.929996775187197144e-01,6.082664441725685878e-01,-1.469574283497275258e-01,4.955497947369753853e-02,-6.129561670031008058e-04,-8.567832277200455871e-02,2.282231304775867581e-02,1.929258404924873898e-03,3.248055871586828791e-02,2.169189686402073214e-02,4.949743442844668773e-02,1.621482027241025452e-03,5.405830645092062590e-03,4.592921443792164285e-03,3.822087544869263477e-03,1.441922669955932046e-02,1.563740641450892671e-02,1.710920313361100065e-02,2.242126606038905706e-02,3.238965630236906312e-02,7.849367086693160135e-04,7.151369496042325746e-02,2.750695269900137532e-02,2.293093340422577495e-02,3.697578751030022870e-01,5.086517011881560441e-03,4.753612935178883059e-02,1.514659277237502932e+00,4.724343564042128851e-01,3.451699726592050710e-01,3.272902418748322440e-01,3.373495521127222729e-01,3.297546760037985969e-01,2.810528713525200506e-01,3.763456122106697554e-01,4.571546836386890522e-01,5.157707140936442780e-01,1.813186784493071857e-01,2.572678356679685141e-01,1.762500596958310461e-01,3.277845126519424168e-02,1.463368725874338331e-03,4.100072098346714544e-02,1.383465213380524576e-02,3.247689210009346156e-02,1.072022944270906641e-03,2.876722862200200084e-03,1.459755837497421146e-02,5.141847127206805590e-03,1.166582566719840189e-02,1.289532625076686943e-02,1.131808120862971834e-02,8.227600150162616560e-03
8.391739674593241827e-02,4.219341837702310014e-03,3.069287103397766003e+00,1.520121323362183252e-01,1.789257776788295562e-01,5.092739558293414293e-01,1.073460971545268580e-02,1.179999999999999938e-01,-2.807392014918657352e+01,2.673786005847198055e+00,-4.616918101554913778e-01,3.772624770624298796e-01,7.954236715919596468e-02,6.489756151903067205e-02,-2.308466066323466848e-01,-5.104391654400201039e-01,-1.560635185870752617e-02,6.895510410265757173e-01,2.391926587035855811e-01,-2.165411539040610622e-01,-7.049570143333853955e-02,5.333771383521100466e-03,8.353175844522140814e-04,4.172268116032705476e-02,1.162230096675672016e-02,1.001331933031687944e-02,3.792586154264778603e-03,3.607629773633641568e-02,5.937922553182562249e-03,8.053648490328215587e-03,1.108708273514946024e-01,1.654759863144765475e-02,2.250956260413783556e-03,4.101785694955056155e-02,2.841623282172306419e-02,6.948492335840241590e-03,3.951128518655202537e-01,5.377853195185744450e-02,4.538142075202514919e-02,3.775370792119480123e-01,1.744042276591427007e-02,8.261582778136403182e-02,2.182518984585471777e+00,5.911581679635863340e-01,5.635102842441297444e-01,3.004523127176149666e-01,2.593551035748663525e-01,3.263693383601861120e-01,2.831834478678156852e-01,4.068887738692713030e-01,1.779920262912310924e-01,4.706099908397795573e-01,3.078247070353363757e-01,1.617619848007448569e-01,2.223654028129231908e-01,9.185297754480905089e-03,9.553380208770189926e-04,6.022334433378253443e-02,1.295733583091715838e-02,8.586610264616051022e-03,7.856409045890740822e-03,4.613388678757572581e-02,8.579321318634329854e-03,6.808613029091587464e-03,9.768839253200213568e-02,1.857392323118011584e-02,2.739813384043527679e-03,2.262897482695278711e-02
1.694305381727158888e-01,1.086521173282596620e-02,3.060491604524367748e+00,2.771961700756648272e-01,2.660324586581273021e-01,1.224293045130934177e+00,6.795080491741480218e-03,3.219999999999999529e-01,-2.539379015753302937e+01,2.113349063736956523e+00,5.204746351934053106e-01,2.420916465931640116e-01,1.490813459533960328e-01,6.549960294478097966e-02,2.093691973471821233e-01,1.532634816406323597e-01,2.791115307906938958e-01,1.510190366215319845e-02,4.846388979560981025e-02,-3.348104081338958149e-02,1.143216838150022119e-01,1.325348216987725682e-02,9.822612397064561449e-03,8.277151583186510841e-02,4.139360882012543645e-03,2.584610277530372674e-02,1.201369495629270312e-02,7.268989910580722635e-02,9.240944031195946502e-04,3.955645427969166003e-03,1.027604652330986468e-02,1.934873855492755951e-02,4.260172134828896749e-03,3.124205094950460726e-02,9.014987041221801667e-02,1.491473892561184615e-02,3.241242073439674631e-01,9.954389441783335901e-02,4.438800980579336863e-02,7.431195870587382624e-01,7.921049078420202075e-03,2.384226813874887885e-01,1.476055485589310656e+00,7.014129001663462759e-01,3.422836186923599033e-01,3.044882551521905789e-01,3.060463621875317841e-01,3.335831034937170037e-01,1.787782954639991206e-01,2.030427257709979394e-01,1.889147798778982035e-01,2.032091294529975722e-01,1.963755843614422014e-01,2.019614417844901311e-01,1.460515243940237462e-01,1.347745822688926724e-02,1.424467348567076859e-02,5.726261956256820107e-02,5.885469265757009225e-03,1.392799573103708881e-02,1.281150799026756215e-02,5.403336248633919953e-02,9.233499562746709521e-04,6.084434738925227973e-03,5.889571817541911468e-03,1.821476033004007164e-02,4.149982280130398889e-03,1.688099227097754340e-02
1.039111389236545557e-01,9.568082936580405568e-03,3.042177598105107794e+00,2.057102674571050227e-01,2.304582190790059604e-01,8.789798434288966789e-01,6.692028286608965766e-03,1.678749999999999964e-01,-2.514224150078870323e+01,2.136995645165415958e+00,2.224871425806904113e-01,2.332386827022247255e-01,-1.715764965808040665e-01,1.212897137380204854e-01,1.363576426135305018e-02,2.785573580490053880e-01,1.609814369539938617e-01,-2.147557691489090231e-02,-9.612878434839747244e-02,-1.168370229928383103e-01,-6.764406307004103280e-02,2.387445421213936145e-02,5.014204059766310360e-03,1.143661276824658179e-01,1.996025361652509905e-02,1.560769695113614630e-02,5.163827449007209192e-03,5.939059952144620791e-02,8.182001771366495795e-04,4.232975453451847184e-03,2.160032208421081013e-02,1.629462856571611828e-02,5.077534165856097820e-03,3.474424850339415810e-02,4.597816478414359226e-02,1.351454691985497572e-02,3.822954896194197816e-01,5.070923069316171650e-02,2.343111467172653492e-02,4.509181750920898679e-01,6.688754231903699249e-03,1.147191543509626793e-01,8.078770350866841810e-01,3.928473147399694776e-01,3.382555874363298298e-01,3.191087304793553403e-01,2.331808780131502390e-01,2.504548594288382168e-01,2.205013432732808587e-01,1.615318720813811448e-01,2.174474189056134488e-01,2.126686997785515454e-01,1.733907052556010187e-01,1.650024966109243929e-01,2.069381910111956768e-01,1.510632556699558447e-02,8.030985608430360814e-03,6.105109021703621769e-02,1.717383905961928497e-02,1.426794782892328028e-02,6.706791088032268248e-03,3.340465162431711238e-02,1.337900646580330666e-03,5.121634221073589031e-03,1.266600981625319242e-02,1.484809693445434536e-02,5.321181123784227140e-03,1.563128448594004391e-02
