keyword,arousal_value
bow,0.5
take,0.4032472717593826
节目预告,0.8987773100821811
右上角,0.31638980705113495
勒索,0.5
点击,0.33333333333333337
网易,0.41025641025641013
不是,0.35728385313857103
音乐,0.4787775891341257
怎么办,0.38095238095238115
同意,0.19999999999999996
要是,0.4032472717593826
教育,0.7500000000000002
你们,0.4032472717593826
那么,0.4032472717593826
知道,0.4032472717593826
中国,0.825301204819277
一个,0.29671361502347426
