keyword,arousal_value
大哭,0.5432044974441546
粤语,0.5
语种,0.5
听不懂,0.4628176217233171
好听,0.3846153846153846
网易,0.41025641025641013
连个,0.33333333333333337
唱歌,0.28205128205128205
适合,0.47222222222222254
音乐,0.4787775891341257
感觉,0.5016949152542375
虽然,0.4032472717593826
但是,0.4032472717593826
就是,0.4032472717593826
没有,0.4032472717593826
