keyword,arousal_value
亲亲,0.375
听的歌,0.4570517167358018
全赞,0.5339525468131345
我要,0.4032472717593826
首歌,0.3979035639745546
其实,0.4032472717593826
粉色,0.2500000000000001
应该,0.4032472717593826
男朋友,0.16010892130256105
异地,0.0714285714285714
时候,0.4032472717593826
招手,0.19999999999999996
一个,0.29671361502347426
桃花,0.5
一页,0.5
烦恼,0.2500000000000001
感谢,0.45098039215686303
记住,0.6086956521739129
没法,0.40000000000000013
教训,0.33333333333333337
也好,0.4032472717593826
习惯,0.28205128205128205
前面,0.4032472717593826
坚持,0.4032472717593826
听到,0.4277456647398845
找到,0.2876712328767127
突破,0.6000000000000002
大家,0.4032472717593826
所有,0.4032472717593826
生活,0.24747474747474751
