keyword,arousal_value
演个,0.5
刚看,0.4239338058089508
下架,0.36746075086770946
荣迷们,0.5
鼓手,0.8571428571428572
首歌,0.3979035639745546
初中生,0.2927489907421299
二十多岁,0.3245418488173477
可恶,0.5
大哭,0.5432044974441546
毫无,0.2000000000000003
怀疑,0.5000000000000004
不曾,0.44444444444444464
哥哥,0.5714285714285716
昨天,0.28301886792452835
更是,0.30000000000000027
越来越,0.41666666666666685
希望,0.28899082568807355
压力,0.2000000000000003
了解,0.4032472717593826
因为,0.4032472717593826
