keyword,arousal_value
喜欢,0.20087336244541487
憨笑,0.22857142857142854
成就感,0.5880768603315858
可爱,0.20370370370370372
屁颠,0.5260441107461296
郑融,0.5
终于,0.28409090909090917
开口,0.2500000000000001
不要,0.4032472717593826
永远,0.3660714285714285
爱心,0.21296296296296324
感觉,0.5016949152542375
还是,0.4032472717593826
六千米,0.15610639186742803
背单词,0.7367240349707583
勾勾,0.27005540833534214
受够,0.5
一步,0.16666666666666674
淘醉,0.5
超多,0.4285714285714288
担夕虑,0.5967527282406182
极图,0.23565272230397283
茕茕孑立,0.6865212859862542
晨跑,0.18758723506212494
爱答不理,0.16867790633052593
不红,0.27060580854155025
卫兰,0.5
终结者,0.5
八千里,0.3834895124127151
归期,0.33333333333333337
粤语,0.5
翠玉,0.5
五彩斑斓,0.5
不再,0.24590163934426235
振翅,0.7474579096516083
首歌,0.3979035639745546
鲸鱼,0.8
以前,0.4032472717593826
自己,0.4032472717593826
鳕鱼,0.39973849994056865
踏踏实实,0.5
乐此不疲,0.33333333333333337
晚自习,0.20565592046843562
不管是谁,0.4032472717593826
耐不住,0.10389823354877814
别着急,0.37500000000000044
跃出,0.837902230473748
散漫,0.1813300010132055
管住,0.3225806451612905
浪子,0.33333333333333337
平复,0.5
迈开,0.6666666666666666
觉得,0.4032472717593826
那些,0.4032472717593826
高三,0.24000000000000032
那个,0.4032472717593826
聆听,0.30000000000000027
恋人,0.04994147861293907
彼岸,0.5
没出息,0.2500000000000001
打碎,0.5
海鸥,0.33333333333333337
故人,0.332129963898917
阿拉斯加,0.5
妄想,0.5
缺氧,0.5
地方,0.2195121951219513
不会,0.22487509501581437
小手,0.25632091593267303
唯独,0.3333333333333337
最爱,0.18412761742667505
夜空,0.2857142857142859
祝福,0.13793103448275856
好听,0.3846153846153846
眼眶,0.5000000000000004
困惑,0.19999999999999996
静静,0.11764705882352955
网易,0.41025641025641013
终生,0.6666666666666666
深海,0.33333333333333337
掠过,0.6666666666666666
但是,0.4032472717593826
久久,0.33333333333333337
宁静,0.3333333333333337
两个,0.28947368421052655
高中,0.17391304347826098
开心,0.3272727272727275
不问,0.41536667017553575
寂寞,0.16666666666666674
起床,0.37500000000000044
瞬间,0.4285714285714288
总有,0.3026315789473685
你好,0.2592592592592594
景色,0.6666666666666666
