keyword,arousal_value
直播,0.4285714285714288
冰箱,0.33333333333333337
大笑,0.5
一个月,0.18011198734628997
不上,0.3427808862939311
亲亲,0.375
想不出,0.2913152843033737
大哭,0.5432044974441546
实在,0.29166666666666685
其实,0.4032472717593826
大家,0.4032472717593826
应该,0.4032472717593826
什么,0.4032472717593826
