keyword,arousal_value
张国荣,0.6602923015652561
thanks,0.4032472717593826
Monica,0.5
哥哥,0.5714285714285716
香港,0.7777777777777779
monica,0.5
基仔,0.7474579096516089
英文名,0.6278445937979016
乐坛,0.5000000000000004
首歌,0.3979035639745546
填词,0.2500000000000001
影迷,0.23754403623553133
歌手,0.44444444444444464
这首,0.392575928008999
签名,0.40000000000000013
有钱,0.4044943820224721
经典影视,0.7998255906136049
李克勤,0.24170086937772828
棒棒,0.9215891169638093
大头鞋,0.16791491911324097
地理课,0.3850309123836875
记得,0.2916666666666665
劲舞,0.5
这才,0.39622641509433976
坷垃,0.9090909090909092
谭咏麟,0.5967527282406182
奸笑,0.5085499791463928
林夕,0.33333333333333337
陈奕迅,0.07021508843461322
歌路,0.5
骚有,0.9166666666666667
快歌,0.43570466478293945
多骚,0.9166666666666667
有段,0.27472527472527475
leslie,0.5
黎耀辉,0.5967527282406182
荣迷们,0.5
三栖,0.5404341066795224
聚聚,0.5
劲歌,0.6053373065266645
MV,0.7500000000000002
梁文道,0.8987773100821811
时好,0.23853093201779707
何宝荣,0.5
填词人,0.19698803062585923
我要,0.4032472717593826
爆口,0.5
梁朝伟,0.9944003991794643
女荣迷,0.5031157756641524
快题,0.5
时有位,0.5379092091728941
有个,0.4032472717593826
作品,0.6363636363636368
张学友,0.6602923015652561
歌坛,0.5
粤语,0.5
趣闻,0.5
追悔莫及,0.5
会唱,0.2809301434510888
故去,0.3027375201288247
飞出去,0.4814814814814813
歌迷,0.41163744953960224
人潮,0.42394134899771685
此曲,0.28448275862068995
音乐史,0.5
异彩,0.5
二郎腿,0.8038483372673223
地位,0.40000000000000013
起脚,0.5
保镖,0.7872191011235956
翘着,0.40000000000000013
销魂,0.5
亲亲,0.375
一下头,0.5147058823529407
年代,0.7826086956521743
鼻祖,0.5522167487684736
突然,0.4032472717593826
咖啡馆,0.19999999999999996
画着,0.21739130434782616
添上,0.3193195531860794
巨星,0.6666666666666666
接班人,0.5
接力,0.5
酒吧,0.33333333333333337
倾倒,0.5
复出,0.7949490732533068
性感,0.5433159758137446
向前走,0.3398192531403349
急匆匆,0.5
唯独,0.3333333333333337
名副其实,0.5
远去,0.1427946896810366
里程碑,0.5
簇拥,0.5
改成,0.40894374439496006
女生,0.16000000000000014
爱人,0.14109348407821076
记起,0.36363636363636365
歌曲,0.5189873417721518
抒情,0.16666666666666674
哎呀,0.4032472717593826
热潮,0.5
开心,0.3272727272727275
呐喊,0.7222222222222227
主角,0.5789473684210525
原谅,0.5
背影,0.2222222222222221
青春,0.18309859154929597
拥挤,0.2500000000000001
谈论,0.6666666666666666
饭店,0.5
演绎,0.16666666666666674
业界,0.6666666666666666
离去,0.4285714285714288
成为,0.4032472717593826
英文,0.545454545454546
可爱,0.20370370370370372
